| P05787
10 0.0227
11 0.0319
12 0.0438
13 0.1216
14 0.4698
15 0.201
16 0.0163
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0159
22 0.0134
23 0.0
| P30457
1 0.0
2 0.0
3 0.0
4 0.0
5 0.0276
6 0.0
7 0.0
8 0.0359
9 0.0
10 0.0227
11 0.0319
12 0.0438
13 0.1216
14 0.4698
15 0.201
16 0.0163
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0159
22 0.0134
23 0.0
| P30450
1 0.0
2 0.0
3 0.0
4 0.0
5 0.0276
6 0.0
7 0.0
8 0.0359
9 0.0
10 0.0227
11 0.0319
12 0.0438
13 0.1216
14 0.4698
15 0.201
16 0.0163
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0159
22 0.0134
23 0.0
| P18462
1 0.0
2 0.0
3 0.0
4 0.0
5 0.0276
6 0.0
7 0.0
8 0.0359
9 0.0
10 0.0227
11 0.0319
12 0.0438
13 0.1216
14 0.4698
15 0.201
16 0.0163
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0159
22 0.0134
23 0.0
| P30456
1 0.0
2 0.0
3 0.0
4 0.0
5 0.0276
6 0.0
7 0.0
8 0.0359
9 0.0
10 0.0227
11 0.0319
12 0.0438
13 0.1216
14 0.4698
15 0.201
16 0.0163
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0159
22 0.0134
23 0.0
| P16190
1 0.0
2 0.0
3 0.0
4 0.0
5 0.0276
6 0.0
7 0.0
8 0.0359
9 0.0
10 0.0227
11 0.0319
12 0.0438
13 0.1216
14 0.4698
15 0.201
16 0.0163
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0159
22 0.0134
23 0.0
| P10321
1 0.0
2 0.0
3 0.0
4 0.0
5 0.0
6 0.0
7 0.0
8 0.0
9 0.0
10 0.0
11 0.0
12 0.0
13 0.0
14 1.0
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0
23 0.0
| P10620
1 0.0
2 0.0
3 1.0
4 0.0
5 0.0
6 0.0
7 0.0
8 0.0
9 0.0
10 0.0
11 0.0
12 0.0
13 0.0
14 0.0
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0
23 0.0
| P10644
1 0.0
2 0.0
3 0.0
4 0.0
5 0.0361
6 0.0
7 0.0
8 0.0
9 0.0
10 0.0
11 0.0
12 0.0
13 0.0
14 0.0
15 0.0
16 0.0
17 0.9207
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0432
23 0.0
| P10768
1 0.0161
2 0.02
3 0.0149
4 0.0238
5 0.0186
6 0.0257
7 0.0187
8 0.0375
9 0.0654
10 0.5109
11 0.057
12 0.0152
13 0.016
14 0.0161
15 0.0097
16 0.0139
17 0.0146
18 0.0174
19 0.0103
20 0.0153
21 0.0239
22 0.0194
23 0.0197
| P10809
1 0.0051
2 0.0062
3 0.0064
4 0.0045
5 0.0044
6 0.0063
7 0.0137
8 0.0167
9 0.0169
10 0.0109
11 0.0109
12 0.0117
13 0.0273
14 0.0225
15 0.0119
16 0.0191
17 0.0188
18 0.0271
19 0.0506
20 0.4004
21 0.2723
22 0.0305
23 0.0058
| P11172
1 0.0
2 0.0
3 0.0
4 0.0
5 0.0
6 0.0
7 0.0
8 0.0202
9 0.0
10 0.0148
11 0.0
12 0.0
13 0.0
14 0.0
15 0.0279
16 0.0
17 0.497
18 0.4401
19 0.0
20 0.0
21 0.0
22 0.0
23 0.0
| P11177
1 0.0063
2 0.0117
3 0.0095
4 0.0208
5 0.0072
6 0.0227
7 0.0157
8 0.0188
9 0.021
10 0.0265
11 0.0726
12 0.6372
13 0.0215
14 0.0109
15 0.0194
16 0.022
17 0.0098
18 0.0044
19 0.0062
20 0.0117
21 0.0078
22 0.0044
23 0.0117
| P11182
1 0.0
2 0.0378
3 0.0
4 0.0075
5 0.0252
6 0.0274
7 0.0
8 0.0
9 0.0
10 0.0
11 0.0
12 0.0433
13 0.0
14 0.0
15 0.0
16 0.0
17 0.5832
18 0.2424
19 0.0155
20 0.0
21 0.0
22 0.0176
23 0.0
| P11233
1 0.0098
2 0.0106
3 0.0145
4 0.0109
5 0.0126
6 0.0123
7 0.0
8 0.7633
9 0.0243
10 0.0146
11 0.0
12 0.0189
13 0.0
14 0.0
15 0.0181
16 0.0139
17 0.0
18 0.0207
19 0.0166
20 0.0
21 0.0172
22 0.0095
23 0.0123
| P11234
1 0.0
2 0.0
3 0.0
4 0.0
5 0.0
6 0.0
7 0.0
8 1.0
9 0.0
10 0.0
11 0.0
12 0.0
13 0.0
14 0.0
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0
23 0.0
| P11766
1 0.0085
2 0.0096
3 0.0117
4 0.0102
5 0.0101
6 0.0129
7 0.0103
8 0.0112
9 0.0153
10 0.0122
11 0.0392
12 0.214
13 0.5081
14 0.0161
15 0.0167
16 0.0108
17 0.0157
18 0.01
19 0.0193
20 0.0109
21 0.0074
22 0.01
23 0.0099
| P11802
1 0.0107
2 0.0082
3 0.0
4 0.0293
5 0.0083
6 0.0073
7 0.0
8 0.0
9 0.0196
10 0.7967
11 0.0
12 0.0498
13 0.0
14 0.0129
15 0.0
16 0.0
17 0.0058
18 0.0087
19 0.0005
20 0.0111
21 0.0099
22 0.0139
23 0.0076
| P11908
1 0.0
2 0.0
3 0.0
4 0.0
5 0.0
6 0.0
7 0.0
8 0.0
9 0.0
10 0.1085
11 0.7119
12 0.1796
13 0.0
14 0.0
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0
23 0.0
| Q96DU9
1 0.0089
2 0.0179
3 0.0172
4 0.0155
5 0.0157
6 0.0097
7 0.013
8 0.0276
9 0.0265
10 0.0221
11 0.0183
12 0.0178
13 0.0281
14 0.1208
15 0.0516
16 0.0533
17 0.0357
18 0.0462
19 0.1112
20 0.2949
21 0.0286
22 0.0089
23 0.0107
| P12004
1 0.0136
2 0.0031
3 0.0169
4 0.0092
5 0.0103
6 0.0065
7 0.0076
8 0.0082
9 0.0157
10 0.7353
11 0.0593
12 0.0088
13 0.0083
14 0.0212
15 0.0092
16 0.0021
17 0.0054
18 0.0068
19 0.0164
20 0.007
21 0.0145
22 0.006
23 0.0084
| P12236
1 0.0094
2 0.0163
3 0.0358
4 0.0056
5 0.0
6 0.0
7 0.021
8 0.031
9 0.784
10 0.0098
11 0.0057
12 0.0
13 0.0065
14 0.0106
15 0.0
16 0.0201
17 0.0071
18 0.0085
19 0.0053
20 0.007
21 0.0051
22 0.0057
23 0.0054
| P12268
1 0.0142
2 0.03
3 0.0207
4 0.0164
5 0.0114
6 0.0161
7 0.0289
8 0.0203
9 0.0141
10 0.0271
11 0.0385
12 0.0299
13 0.0424
14 0.0266
15 0.0245
16 0.0146
17 0.011
18 0.0663
19 0.4943
20 0.0252
21 0.0112
22 0.01
23 0.0064
| P12273
1 0.0
2 0.165
3 0.4924
4 0.3426
5 0.0
6 0.0
7 0.0
8 0.0
9 0.0
10 0.0
11 0.0
12 0.0
13 0.0
14 0.0
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0
23 0.0
| P12277
1 0.0079
2 0.0088
3 0.0084
4 0.0098
5 0.0086
6 0.0121
7 0.012
8 0.0136
9 0.0135
10 0.0133
11 0.0164
12 0.0329
13 0.0304
14 0.4866
15 0.2314
16 0.0255
17 0.0087
18 0.0086
19 0.0099
20 0.0101
21 0.0108
22 0.0132
23 0.0076
| P12429
1 0.0
2 0.0
3 0.0
4 0.0
5 0.0
6 0.0
7 0.0
8 0.0
9 0.0
10 0.0
11 1.0
12 0.0
13 0.0
14 0.0
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0
23 0.0
| P12532
1 0.0067
2 0.0114
3 0.009
4 0.0076
5 0.0268
6 0.0123
7 0.0103
8 0.0244
9 0.0152
10 0.0175
11 0.0166
12 0.0282
13 0.0208
14 0.1271
15 0.5158
16 0.0718
17 0.0174
18 0.0094
19 0.0078
20 0.0142
21 0.01
22 0.0097
23 0.01
| P17540
1 0.0067
2 0.0114
3 0.009
4 0.0076
5 0.0268
6 0.0123
7 0.0103
8 0.0244
9 0.0152
10 0.0175
11 0.0166
12 0.0282
13 0.0208
14 0.1271
15 0.5158
16 0.0718
17 0.0174
18 0.0094
19 0.0078
20 0.0142
21 0.01
22 0.0097
23 0.01
| P12955
1 0.0103
2 0.0118
3 0.0172
4 0.0134
5 0.0214
6 0.0231
7 0.0269
8 0.0
9 0.0224
10 0.0
11 0.0
12 0.0158
13 0.0375
14 0.0188
15 0.0162
16 0.0142
17 0.0237
18 0.4615
19 0.1819
20 0.0344
21 0.0237
22 0.0103
23 0.0157
| P13489
1 0.0156
2 0.0142
3 0.0202
4 0.0131
5 0.0114
6 0.0149
7 0.0119
8 0.0117
9 0.024
10 0.0104
11 0.0161
12 0.0217
13 0.0193
14 0.0246
15 0.3294
16 0.3576
17 0.0299
18 0.0154
19 0.0095
20 0.0075
21 0.005
22 0.0086
23 0.0079
| P13674
1 0.0111
2 0.017
3 0.0291
4 0.0151
5 0.0131
6 0.0129
7 0.0137
8 0.0245
9 0.0268
10 0.0329
11 0.0301
12 0.0135
13 0.0169
14 0.0
15 0.0256
16 0.0204
17 0.0164
18 0.0215
19 0.025
20 0.2097
21 0.3112
22 0.093
23 0.0205
| P13693
1 0.0
2 0.0
3 0.0
4 0.0083
5 0.0
6 0.0
7 0.9374
8 0.0
9 0.0
10 0.0
11 0.0
12 0.0
13 0.0
14 0.0
15 0.0
16 0.0
17 0.0
18 0.03
19 0.0
20 0.0
21 0.0
22 0.0243
23 0.0
| Q9HAU6
1 0.0
2 0.0
3 0.0
4 0.0083
5 0.0
6 0.0
7 0.9374
8 0.0
9 0.0
10 0.0
11 0.0
12 0.0
13 0.0
14 0.0
15 0.0
16 0.0
17 0.0
18 0.03
19 0.0
20 0.0
21 0.0
22 0.0243
23 0.0
| Q56UQ5
1 0.0
2 0.0
3 0.0
4 0.0083
5 0.0
6 0.0
7 0.9374
8 0.0
9 0.0
10 0.0
11 0.0
12 0.0
13 0.0
14 0.0
15 0.0
16 0.0
17 0.0
18 0.03
19 0.0
20 0.0
21 0.0
22 0.0243
23 0.0
| P13804
1 0.004
2 0.006
3 0.0096
4 0.009
5 0.0103
6 0.0093
7 0.0196
8 0.0214
9 0.0688
10 0.7144
11 0.0237
12 0.0166
13 0.0093
14 0.0129
15 0.0056
16 0.0109
17 0.0088
18 0.0063
19 0.0073
20 0.0085
21 0.0071
22 0.0054
23 0.0053
| P13861
1 0.0134
2 0.0135
3 0.0152
4 0.0122
5 0.0133
6 0.0238
7 0.0122
8 0.0218
9 0.0224
10 0.0063
11 0.0128
12 0.0464
13 0.0323
14 0.0086
15 0.0131
16 0.0099
17 0.2784
18 0.3728
19 0.0145
20 0.0105
21 0.0267
22 0.0054
23 0.0145
| P13984
1 0.0
2 0.0
3 0.0
4 0.0
5 0.0
6 0.0
7 0.0
8 0.0
9 1.0
10 0.0
11 0.0
12 0.0
13 0.0
14 0.0
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0
23 0.0
| P13995
1 0.0206
2 0.0333
3 0.0161
4 0.0161
5 0.0182
6 0.0231
7 0.0253
8 0.0299
9 0.0208
10 0.0189
11 0.0
12 0.5813
13 0.0
14 0.0269
15 0.076
16 0.0
17 0.0
18 0.014
19 0.027
20 0.0134
21 0.0167
22 0.0108
23 0.0116
| P14550
1 0.0086
2 0.0086
3 0.0096
4 0.0046
5 0.005
6 0.0051
7 0.0064
8 0.0
9 0.0171
10 0.0135
11 0.0416
12 0.336
13 0.4315
14 0.0
15 0.0153
16 0.0175
17 0.0172
18 0.0284
19 0.0056
20 0.0087
21 0.0062
22 0.0048
23 0.0087
| P14618
1 0.0067
2 0.0087
3 0.0088
4 0.0073
5 0.0064
6 0.0065
7 0.0103
8 0.0134
9 0.0113
10 0.0089
11 0.0088
12 0.0121
13 0.0116
14 0.0144
15 0.0068
16 0.0116
17 0.0234
18 0.0181
19 0.0304
20 0.6116
21 0.14
22 0.0162
23 0.007
| Q58FF3
1 0.0147
2 0.0162
3 0.0262
4 0.044
5 0.0247
6 0.0428
7 0.0191
8 0.0308
9 0.0233
10 0.0243
11 0.0374
12 0.0836
13 0.0544
14 0.0961
15 0.0602
16 0.056
17 0.0765
18 0.0877
19 0.0679
20 0.0343
21 0.0317
22 0.0302
23 0.0182
| P14635
1 0.0
2 0.0332
3 0.0
4 0.0042
5 0.0
6 0.0127
7 0.0
8 0.0
9 0.0
10 0.0
11 0.0
12 0.0
13 0.0
14 0.0
15 0.0
16 0.0
17 0.0299
18 0.3764
19 0.5436
20 0.0
21 0.0
22 0.0
23 0.0
| P63162
1 0.0015
2 0.017
3 0.0286
4 0.0334
5 0.0101
6 0.0115
7 0.0429
8 0.816
9 0.019
10 0.0017
11 0.0016
12 0.002
13 0.0021
14 0.0014
15 0.0016
16 0.0011
17 0.0013
18 0.0015
19 0.0011
20 0.0015
21 0.0011
22 0.001
23 0.0012
| P14678
1 0.0015
2 0.017
3 0.0286
4 0.0334
5 0.0101
6 0.0115
7 0.0429
8 0.816
9 0.019
10 0.0017
11 0.0016
12 0.002
13 0.0021
14 0.0014
15 0.0016
16 0.0011
17 0.0013
18 0.0015
19 0.0011
20 0.0015
21 0.0011
22 0.001
23 0.0012
| P15121
1 0.0114
2 0.0061
3 0.0073
4 0.0116
5 0.0116
6 0.0079
7 0.0134
8 0.0118
9 0.0081
10 0.0247
11 0.13
12 0.645
13 0.0137
14 0.0164
15 0.0103
16 0.0083
17 0.0108
18 0.0128
19 0.0101
20 0.0067
21 0.0067
22 0.0074
23 0.0079
| C9JRZ8
1 0.0114
2 0.0061
3 0.0073
4 0.0116
5 0.0116
6 0.0079
7 0.0134
8 0.0118
9 0.0081
10 0.0247
11 0.13
12 0.645
13 0.0137
14 0.0164
15 0.0103
16 0.0083
17 0.0108
18 0.0128
19 0.0101
20 0.0067
21 0.0067
22 0.0074
23 0.0079
| P15374
1 0.0
2 0.0
3 0.0
4 0.0
5 0.0
6 0.0
7 0.0
8 1.0
9 0.0
10 0.0
11 0.0
12 0.0
13 0.0
14 0.0
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0
23 0.0
| P15531
1 0.0058
2 0.0081
3 0.0368
4 0.1417
5 0.5322
6 0.0131
7 0.1251
8 0.0119
9 0.0222
10 0.0113
11 0.0131
12 0.0198
13 0.0071
14 0.0
15 0.0046
16 0.013
17 0.0066
18 0.0032
19 0.0027
20 0.0095
21 0.0016
22 0.0095
23 0.0012
| P15880
1 0.0049
2 0.01
3 0.013
4 0.0271
5 0.0192
6 0.0193
7 0.0415
8 0.0264
9 0.1038
10 0.6527
11 0.0073
12 0.0071
13 0.0056
14 0.0056
15 0.0043
16 0.0028
17 0.0054
18 0.0073
19 0.0055
20 0.0064
21 0.0112
22 0.0108
23 0.0029
| P15927
1 0.0135
2 0.0128
3 0.0137
4 0.0226
5 0.0238
6 0.0163
7 0.0155
8 0.036
9 0.6568
10 0.0709
11 0.0092
12 0.0104
13 0.0
14 0.0119
15 0.0093
16 0.0
17 0.0118
18 0.0108
19 0.0098
20 0.0139
21 0.0092
22 0.0053
23 0.0165
| P16083
1 0.0
2 0.0
3 0.0
4 0.0
5 0.0
6 0.0
7 1.0
8 0.0
9 0.0
10 0.0
11 0.0
12 0.0
13 0.0
14 0.0
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0
23 0.0
| P16104
1 0.0
2 0.0
3 0.3848
4 0.6152
5 0.0
6 0.0
7 0.0
8 0.0
9 0.0
10 0.0
11 0.0
12 0.0
13 0.0
14 0.0
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0
23 0.0
| Q96QV6
1 0.0
2 0.0
3 0.3848
4 0.6152
5 0.0
6 0.0
7 0.0
8 0.0
9 0.0
10 0.0
11 0.0
12 0.0
13 0.0
14 0.0
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0
23 0.0
| P16152
1 0.0174
2 0.0077
3 0.0141
4 0.0084
5 0.0135
6 0.0117
7 0.021
8 0.01
9 0.2611
10 0.4535
11 0.0165
12 0.0177
13 0.0181
14 0.0136
15 0.0091
16 0.0152
17 0.0161
18 0.014
19 0.0086
20 0.0169
21 0.0076
22 0.0174
23 0.0108
| P16220
1 0.0
2 0.0
3 0.0
4 0.0
5 0.0
6 0.0
7 0.0
8 0.0
9 0.0
10 0.0
11 0.0
12 0.0
13 0.0
14 0.0
15 1.0
16 0.0
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0
23 0.0
| P18846
1 0.0
2 0.0
3 0.0
4 0.0
5 0.0
6 0.0
7 0.0
8 0.0
9 0.0
10 0.0
11 0.0
12 0.0
13 0.0
14 0.0
15 1.0
16 0.0
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0
23 0.0
| P16403
1 0.0111
2 0.017
3 0.0201
4 0.1384
5 0.1135
6 0.0967
7 0.0813
8 0.0807
9 0.1135
10 0.1831
11 0.0158
12 0.0122
13 0.0096
14 0.0138
15 0.0101
16 0.0113
17 0.0106
18 0.0088
19 0.0083
20 0.0078
21 0.0099
22 0.016
23 0.0104
| P16989
1 0.0071
2 0.0024
3 0.0
4 0.0094
5 0.0325
6 0.1189
7 0.0237
8 0.0
9 0.0
10 0.0116
11 0.0175
12 0.0695
13 0.0284
14 0.0402
15 0.0254
16 0.1877
17 0.0361
18 0.0
19 0.1699
20 0.1661
21 0.0365
22 0.0108
23 0.0065
| Q9Y2T7
1 0.0071
2 0.0024
3 0.0
4 0.0094
5 0.0325
6 0.1189
7 0.0237
8 0.0
9 0.0
10 0.0116
11 0.0175
12 0.0695
13 0.0284
14 0.0402
15 0.0254
16 0.1877
17 0.0361
18 0.0
19 0.1699
20 0.1661
21 0.0365
22 0.0108
23 0.0065
| P17152
1 0.0
2 0.0
3 0.0
4 0.0
5 0.0
6 1.0
7 0.0
8 0.0
9 0.0
10 0.0
11 0.0
12 0.0
13 0.0
14 0.0
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0
23 0.0
| P17174
1 0.0118
2 0.0167
3 0.0092
4 0.0096
5 0.0092
6 0.0161
7 0.0143
8 0.0076
9 0.0123
10 0.0101
11 0.0118
12 0.0136
13 0.1704
14 0.563
15 0.0128
16 0.0176
17 0.0122
18 0.0203
19 0.0132
20 0.0132
21 0.0106
22 0.0168
23 0.0076
| P17612
1 0.009
2 0.0073
3 0.0112
4 0.0059
5 0.0093
6 0.0175
7 0.0151
8 0.0
9 0.0185
10 0.0102
11 0.0
12 0.0091
13 0.0
14 0.827
15 0.0053
16 0.0
17 0.013
18 0.0
19 0.0068
20 0.0071
21 0.0019
22 0.0104
23 0.0153
| P17931
1 0.0
2 0.0
3 0.0
4 0.0
5 0.0
6 0.0
7 0.0
8 0.0
9 1.0
10 0.0
11 0.0
12 0.0
13 0.0
14 0.0
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0
23 0.0
| P17980
1 0.0102
2 0.004
3 0.0056
4 0.0157
5 0.0085
6 0.0
7 0.0161
8 0.0142
9 0.0101
10 0.011
11 0.0093
12 0.044
13 0.0297
14 0.0131
15 0.0174
16 0.4769
17 0.2405
18 0.0136
19 0.0128
20 0.0083
21 0.0083
22 0.0195
23 0.011
| P17987
1 0.0159
2 0.0135
3 0.018
4 0.0245
5 0.0237
6 0.0136
7 0.0103
8 0.0158
9 0.0221
10 0.0236
11 0.0247
12 0.0222
13 0.0227
14 0.0141
15 0.0169
16 0.0236
17 0.0218
18 0.0273
19 0.0205
20 0.0652
21 0.2734
22 0.2394
23 0.0471
| P18031
1 0.0
2 0.0
3 0.047
4 0.0
5 0.0
6 0.0363
7 0.0709
8 0.046
9 0.0
10 0.0
11 0.0225
12 0.0
13 0.0
14 0.0
15 0.0
16 0.0
17 0.7773
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0
23 0.0
| P18085
1 0.0055
2 0.011
3 0.0
4 0.0307
5 0.6411
6 0.1139
7 0.0
8 0.0488
9 0.0093
10 0.0065
11 0.0205
12 0.0077
13 0.0261
14 0.0059
15 0.0081
16 0.0093
17 0.007
18 0.0037
19 0.0053
20 0.0103
21 0.0153
22 0.0052
23 0.009
| P18124
1 0.0094
2 0.01
3 0.0069
4 0.006
5 0.0635
6 0.0261
7 0.0457
8 0.1959
9 0.5532
10 0.0065
11 0.0059
12 0.0054
13 0.0065
14 0.0061
15 0.0049
16 0.0061
17 0.0085
18 0.006
19 0.0053
20 0.0056
21 0.0043
22 0.0078
23 0.0045
| P18621
1 0.0222
2 0.0594
3 0.0973
4 0.1601
5 0.2236
6 0.2002
7 0.0132
8 0.0102
9 0.014
10 0.014
11 0.013
12 0.0133
13 0.0108
14 0.0123
15 0.0081
16 0.0195
17 0.0164
18 0.0256
19 0.0164
20 0.0217
21 0.0141
22 0.0086
23 0.0058
| P18669
1 0.0071
2 0.005
3 0.0109
4 0.0245
5 0.011
6 0.0087
7 0.0207
8 0.7685
9 0.033
10 0.0072
11 0.0081
12 0.008
13 0.0062
14 0.0075
15 0.0085
16 0.0074
17 0.0167
18 0.0074
19 0.008
20 0.0073
21 0.007
22 0.0066
23 0.005
| Q8N0Y7
1 0.0071
2 0.005
3 0.0109
4 0.0245
5 0.011
6 0.0087
7 0.0207
8 0.7685
9 0.033
10 0.0072
11 0.0081
12 0.008
13 0.0062
14 0.0075
15 0.0085
16 0.0074
17 0.0167
18 0.0074
19 0.008
20 0.0073
21 0.007
22 0.0066
23 0.005
| P15259
1 0.0071
2 0.005
3 0.0109
4 0.0245
5 0.011
6 0.0087
7 0.0207
8 0.7685
9 0.033
10 0.0072
11 0.0081
12 0.008
13 0.0062
14 0.0075
15 0.0085
16 0.0074
17 0.0167
18 0.0074
19 0.008
20 0.0073
21 0.007
22 0.0066
23 0.005
| P18754
1 0.0092
2 0.0126
3 0.0102
4 0.0133
5 0.0124
6 0.0121
7 0.0146
8 0.0195
9 0.0145
10 0.0184
11 0.0177
12 0.015
13 0.014
14 0.0393
15 0.0998
16 0.5471
17 0.0602
18 0.0152
19 0.0105
20 0.0113
21 0.0167
22 0.0092
23 0.0072
| P19387
1 0.0
2 0.0
3 0.0
4 0.0
5 0.0
6 0.0
7 0.0
8 0.0
9 0.0
10 0.0
11 0.8584
12 0.0
13 0.0
14 0.0
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0727
22 0.0
23 0.0689
| P19388
1 0.0
2 0.028
3 0.0
4 0.0271
5 0.0
6 0.0
7 0.2184
8 0.6344
9 0.0
10 0.0
11 0.0
12 0.0092
13 0.0
14 0.0
15 0.0
16 0.0163
17 0.0213
18 0.0174
19 0.0
20 0.0
21 0.0131
22 0.0148
23 0.0
| P19404
1 0.0208
2 0.0
3 0.0
4 0.0
5 0.0
6 0.0
7 0.9148
8 0.0
9 0.0375
10 0.0
11 0.0
12 0.0
13 0.0
14 0.0
15 0.0268
16 0.0
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0
23 0.0
| P19623
1 0.0137
2 0.0057
3 0.0048
4 0.0078
5 0.0078
6 0.0041
7 0.005
8 0.0109
9 0.0072
10 0.6699
11 0.189
12 0.0129
13 0.0086
14 0.0053
15 0.0
16 0.0066
17 0.0093
18 0.0034
19 0.0037
20 0.0061
21 0.008
22 0.0029
23 0.0075
| P19784
1 0.0098
2 0.0232
3 0.0146
4 0.0293
5 0.0146
6 0.0207
7 0.0124
8 0.0198
9 0.0102
10 0.0153
11 0.0157
12 0.077
13 0.5615
14 0.0
15 0.0244
16 0.0272
17 0.0193
18 0.0213
19 0.0154
20 0.014
21 0.0129
22 0.0178
23 0.0236
| P20042
1 0.0056
2 0.0185
3 0.0223
4 0.0191
5 0.0148
6 0.0528
7 0.1764
8 0.012
9 0.0299
10 0.0581
11 0.0682
12 0.0108
13 0.0192
14 0.0088
15 0.0222
16 0.0667
17 0.2896
18 0.0362
19 0.0062
20 0.0244
21 0.014
22 0.0083
23 0.0158
| P20290
1 0.0094
2 0.0
3 0.0
4 0.0752
5 0.7216
6 0.0
7 0.0
8 0.0465
9 0.0
10 0.0
11 0.0206
12 0.0
13 0.0
14 0.0153
15 0.0
16 0.0271
17 0.0
18 0.0
19 0.0
20 0.0289
21 0.0
22 0.0
23 0.0555
| P20338
1 0.0
2 0.0
3 0.0
4 0.0
5 0.0
6 0.0
7 1.0
8 0.0
9 0.0
10 0.0
11 0.0
12 0.0
13 0.0
14 0.0
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0
23 0.0
| P20339
1 0.0
2 0.0
3 0.0
4 0.0
5 0.0
6 0.0
7 0.0
8 1.0
9 0.0
10 0.0
11 0.0
12 0.0
13 0.0
14 0.0
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0
23 0.0
| P20340
1 0.009
2 0.0183
3 0.0143
4 0.0134
5 0.0132
6 0.0166
7 0.7085
8 0.0222
9 0.009
10 0.0044
11 0.0065
12 0.015
13 0.0152
14 0.0295
15 0.0111
16 0.0063
17 0.0094
18 0.0187
19 0.0117
20 0.0127
21 0.0108
22 0.0092
23 0.015
| Q9NRW1
1 0.009
2 0.0183
3 0.0143
4 0.0134
5 0.0132
6 0.0166
7 0.7085
8 0.0222
9 0.009
10 0.0044
11 0.0065
12 0.015
13 0.0152
14 0.0295
15 0.0111
16 0.0063
17 0.0094
18 0.0187
19 0.0117
20 0.0127
21 0.0108
22 0.0092
23 0.015
| Q14964
1 0.009
2 0.0183
3 0.0143
4 0.0134
5 0.0132
6 0.0166
7 0.7085
8 0.0222
9 0.009
10 0.0044
11 0.0065
12 0.015
13 0.0152
14 0.0295
15 0.0111
16 0.0063
17 0.0094
18 0.0187
19 0.0117
20 0.0127
21 0.0108
22 0.0092
23 0.015
| P20618
1 0.0122
2 0.0201
3 0.0122
4 0.0149
5 0.0126
6 0.025
7 0.689
8 0.0144
9 0.0136
10 0.0142
11 0.0142
12 0.0111
13 0.0111
14 0.016
15 0.0082
16 0.0169
17 0.0149
18 0.0113
19 0.0131
20 0.0125
21 0.0153
22 0.0125
23 0.0146
| P20645
1 0.0
2 0.0
3 0.0
4 0.0
5 0.0
6 0.0
7 0.0
8 0.0
9 0.0
10 0.0
11 0.0
12 0.0
13 0.0
14 1.0
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0
23 0.0
| P20839
1 0.0
2 0.0
3 0.0
4 0.0
5 0.0327
6 0.0352
7 0.0419
8 0.0
9 0.0
10 0.0347
11 0.0
12 0.0
13 0.0377
14 0.0
15 0.0
16 0.0
17 0.0
18 0.7902
19 0.0
20 0.0
21 0.0
22 0.0276
23 0.0
| P21266
1 0.0
2 0.0
3 0.0
4 0.0
5 0.0
6 0.0
7 0.6674
8 0.2874
9 0.0
10 0.0
11 0.0
12 0.0
13 0.0
14 0.0
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0452
22 0.0
23 0.0
| P21796
1 0.0053
2 0.0104
3 0.013
4 0.0122
5 0.0079
6 0.0049
7 0.0373
8 0.0178
9 0.0451
10 0.2045
11 0.5499
12 0.013
13 0.0185
14 0.007
15 0.004
16 0.0074
17 0.0044
18 0.005
19 0.0038
20 0.0098
21 0.0093
22 0.0051
