| P05787
7 0.0
8 0.0
9 0.0
10 0.0
11 0.0
12 0.0292
13 0.0
14 0.0184
15 0.0
16 0.0
17 0.4846
18 0.3471
19 0.0247
20 0.0
21 0.02
22 0.0135
23 0.0
| O00151
1 0.0158
2 0.0
3 0.0244
4 0.0219
5 0.0114
6 0.0132
7 0.0319
8 0.0224
9 0.0259
10 0.0152
11 0.0196
12 0.6476
13 0.0245
14 0.0243
15 0.012
16 0.0104
17 0.0073
18 0.0091
19 0.0118
20 0.0111
21 0.0123
22 0.0132
23 0.0146
| O00154
1 0.0098
2 0.0056
3 0.0095
4 0.0144
5 0.0116
6 0.0085
7 0.0339
8 0.0163
9 0.025
10 0.0154
11 0.0319
12 0.0155
13 0.1451
14 0.5474
15 0.0076
16 0.0124
17 0.0098
18 0.0255
19 0.0136
20 0.0204
21 0.0074
22 0.0073
23 0.0061
| O00165
1 0.0
2 0.0
3 0.0
4 0.0
5 0.0
6 0.0
7 0.0
8 0.0
9 0.0
10 0.0
11 0.9696
12 0.0
13 0.0304
14 0.0
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0
23 0.0
| O00170
1 0.0292
2 0.0302
3 0.045
4 0.0
5 0.038
6 0.0626
7 0.0163
8 0.0
9 0.0
10 0.0171
11 0.2139
12 0.4432
13 0.0175
14 0.0
15 0.0
16 0.0039
17 0.0
18 0.0
19 0.0193
20 0.0188
21 0.0
22 0.0315
23 0.0135
| O00217
1 0.0
2 0.0
3 0.0
4 0.0152
5 0.1009
6 0.7205
7 0.1432
8 0.0
9 0.0
10 0.0
11 0.0
12 0.0121
13 0.0
14 0.0
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0082
23 0.0
| O00231
1 0.0086
2 0.0143
3 0.0095
4 0.0093
5 0.0114
6 0.0136
7 0.0129
8 0.0114
9 0.0107
10 0.0267
11 0.0076
12 0.009
13 0.0104
14 0.0192
15 0.0498
16 0.6734
17 0.0432
18 0.01
19 0.0089
20 0.0138
21 0.0098
22 0.0086
23 0.0079
| O00232
1 0.0197
2 0.0077
3 0.0
4 0.0
5 0.0
6 0.0
7 0.0
8 0.0129
9 0.012
10 0.0054
11 0.0
12 0.0065
13 0.0101
14 0.0105
15 0.0092
16 0.0128
17 0.2155
18 0.653
19 0.0147
20 0.0069
21 0.0
22 0.0031
23 0.0
| O00233
1 0.0
2 0.0
3 0.0
4 0.0
5 0.0123
6 0.0
7 0.0
8 0.659
9 0.1558
10 0.0
11 0.0
12 0.0
13 0.0132
14 0.0
15 0.0143
16 0.0417
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0139
22 0.0424
23 0.0475
| O00264
1 0.0101
2 0.01
3 0.014
4 0.0128
5 0.0211
6 0.0239
7 0.7222
8 0.0214
9 0.019
10 0.0105
11 0.0098
12 0.0144
13 0.0116
14 0.0103
15 0.0128
16 0.0085
17 0.0095
18 0.011
19 0.0086
20 0.0103
21 0.0085
22 0.0107
23 0.009
| O00273
1 0.008
2 0.012
3 0.0092
4 0.0151
5 0.0216
6 0.0203
7 0.0085
8 0.0152
9 0.0192
10 0.0116
11 0.1144
12 0.0392
13 0.0227
14 0.5726
15 0.0221
16 0.0079
17 0.0149
18 0.0161
19 0.0081
20 0.0109
21 0.0107
22 0.0124
23 0.0074
| O00299
1 0.0074
2 0.0097
3 0.0088
4 0.0104
5 0.015
6 0.0113
7 0.012
8 0.0358
9 0.7123
10 0.0292
11 0.0133
12 0.0109
13 0.0106
14 0.0138
15 0.0093
16 0.0126
17 0.0096
18 0.0093
19 0.0152
20 0.012
21 0.0179
22 0.0075
23 0.0059
| O00303
1 0.0098
2 0.0086
3 0.0072
4 0.0128
5 0.0147
6 0.0069
7 0.0108
8 0.0102
9 0.0074
10 0.012
11 0.0091
12 0.0126
13 0.0069
14 0.0068
15 0.0939
16 0.7062
17 0.014
18 0.0025
19 0.0043
20 0.0119
21 0.0073
22 0.0188
23 0.0053
| O00330
1 0.0
2 0.0
3 0.0
4 0.0178
5 0.0
6 0.0
7 0.0
8 0.0
9 0.0
10 0.0
11 0.0
12 0.0
13 0.0
14 0.1135
15 0.0
16 0.0
17 0.0
18 0.8554
19 0.0
20 0.0
21 0.0133
22 0.0
23 0.0
| O00442
1 0.0
2 0.0
3 0.0
4 0.0
5 0.0
6 0.0
7 0.0
8 0.0509
9 0.0
10 0.0
11 0.0396
12 0.0
13 0.067
14 0.791
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0222
20 0.0
21 0.0
22 0.0
23 0.0293
| O00487
1 0.0
2 0.0046
3 0.013
4 0.0073
5 0.0074
6 0.0133
7 0.0233
8 0.0
9 0.0091
10 0.0083
11 0.2416
12 0.61
13 0.006
14 0.0
15 0.0053
16 0.0096
17 0.0098
18 0.007
19 0.0031
20 0.0083
21 0.0041
22 0.0054
23 0.0036
| O00505
1 0.0
2 0.0
3 0.0
4 0.0
5 0.0
6 0.0
7 0.0
8 0.0
9 0.0
10 0.0
11 0.0
12 0.0
13 0.0
14 0.0
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0
20 1.0
21 0.0
22 0.0
23 0.0
| O00560
1 0.0
2 0.0
3 0.0
4 0.0
5 0.0
6 0.0
7 0.0
8 0.0
9 0.0
10 0.7823
11 0.2177
12 0.0
13 0.0
14 0.0
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0
23 0.0
| O00629
1 0.0
2 0.0
3 0.0
4 0.0376
5 0.0
6 0.0
7 0.0
8 0.0
9 0.0
10 0.0
11 0.0
12 0.0
13 0.0
14 0.0
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0
20 0.9624
21 0.0
22 0.0
23 0.0
| O00743
1 0.0116
2 0.0
3 0.0142
4 0.0189
5 0.0253
6 0.0107
7 0.0536
8 0.0148
9 0.0203
10 0.1598
11 0.4826
12 0.0
13 0.0147
14 0.0139
15 0.0214
16 0.0153
17 0.0193
18 0.0213
19 0.0161
20 0.0142
21 0.0171
22 0.0122
23 0.0226
| O00764
1 0.0084
2 0.0076
3 0.0158
4 0.0
5 0.0
6 0.0041
7 0.0049
8 0.0135
9 0.0173
10 0.0113
11 0.1307
12 0.6899
13 0.0
14 0.0127
15 0.0245
16 0.0064
17 0.0
18 0.0062
19 0.0
20 0.0103
21 0.0087
22 0.0053
23 0.0224
| O14530
1 0.0
2 0.0704
3 0.0
4 0.0
5 0.0
6 0.0
7 0.0
8 0.0
9 0.8101
10 0.1195
11 0.0
12 0.0
13 0.0
14 0.0
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0
23 0.0
| O14579
1 0.0
2 0.0
3 0.0
4 0.0048
5 0.0046
6 0.0046
7 0.0144
8 0.0187
9 0.0197
10 0.8322
11 0.0589
12 0.0229
13 0.0
14 0.0
15 0.0
16 0.0192
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0
23 0.0
| P47813
1 0.0111
2 0.0141
3 0.0185
4 0.0638
5 0.5805
6 0.0166
7 0.0215
8 0.0205
9 0.0116
10 0.0211
11 0.0212
12 0.0128
13 0.0176
14 0.0168
15 0.0175
16 0.0245
17 0.012
18 0.0176
19 0.0132
20 0.0155
21 0.0162
22 0.0181
23 0.0178
| O14602
1 0.0111
2 0.0141
3 0.0185
4 0.0638
5 0.5805
6 0.0166
7 0.0215
8 0.0205
9 0.0116
10 0.0211
11 0.0212
12 0.0128
13 0.0176
14 0.0168
15 0.0175
16 0.0245
17 0.012
18 0.0176
19 0.0132
20 0.0155
21 0.0162
22 0.0181
23 0.0178
| O14656
1 0.0
2 0.0
3 0.0
4 0.0
5 0.0
6 0.0
7 0.0
8 0.0
9 0.0
10 0.0
11 0.7479
12 0.2521
13 0.0
14 0.0
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0
23 0.0
| O14657
1 0.0
2 0.0
3 0.0
4 0.0
5 0.0
6 0.0
7 0.0
8 0.0
9 0.0
10 0.0
11 0.0
12 1.0
13 0.0
14 0.0
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0
23 0.0
| O14745
1 0.0
2 0.0
3 0.0
4 0.0
5 0.0
6 0.0
7 0.0
8 0.0
9 0.0
10 0.0
11 0.0
12 0.0
13 0.0
14 0.0
15 0.0
16 0.4887
17 0.5113
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0
23 0.0
| O14818
1 0.0153
2 0.0121
3 0.015
4 0.0347
5 0.0113
6 0.008
7 0.0151
8 0.7373
9 0.0216
10 0.0142
11 0.0103
12 0.0105
13 0.0093
14 0.0121
15 0.0108
16 0.0075
17 0.0089
18 0.0069
19 0.0094
20 0.0063
21 0.008
22 0.007
23 0.0085
| Q8TAA3
1 0.0153
2 0.0121
3 0.015
4 0.0347
5 0.0113
6 0.008
7 0.0151
8 0.7373
9 0.0216
10 0.0142
11 0.0103
12 0.0105
13 0.0093
14 0.0121
15 0.0108
16 0.0075
17 0.0089
18 0.0069
19 0.0094
20 0.0063
21 0.008
22 0.007
23 0.0085
| O14828
1 0.0
2 0.0
3 0.0
4 0.0442
5 0.0
6 0.0
7 0.0428
8 0.043
9 0.0
10 0.0893
11 0.2076
12 0.239
13 0.0518
14 0.0487
15 0.0
16 0.0407
17 0.0488
18 0.0532
19 0.0439
20 0.0
21 0.0468
22 0.0
23 0.0
| O14880
1 0.0
2 0.0
3 0.7219
4 0.2781
5 0.0
6 0.0
7 0.0
8 0.0
9 0.0
10 0.0
11 0.0
12 0.0
13 0.0
14 0.0
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0
23 0.0
| O14908
1 0.0
2 0.0
3 0.0
4 0.0455
5 0.046
6 0.0
7 0.0355
8 0.0
9 0.0
10 0.0
11 0.0
12 0.0
13 0.7452
14 0.0
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0446
20 0.0
21 0.0436
22 0.0395
23 0.0
| O14929
1 0.0129
2 0.0104
3 0.0209
4 0.011
5 0.0107
6 0.0228
7 0.0142
8 0.0375
9 0.0089
10 0.0129
11 0.0108
12 0.0112
13 0.0116
14 0.0151
15 0.022
16 0.6058
17 0.0385
18 0.0158
19 0.0101
20 0.0112
21 0.0081
22 0.0428
23 0.0348
| P19105
1 0.0
2 0.0
3 0.0
4 0.0
5 0.8742
6 0.0
7 0.0
8 0.0
9 0.0
10 0.0
11 0.1258
12 0.0
13 0.0
14 0.0
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0
23 0.0
| O14950
1 0.0
2 0.0
3 0.0
4 0.0
5 0.8742
6 0.0
7 0.0
8 0.0
9 0.0
10 0.0
11 0.1258
12 0.0
13 0.0
14 0.0
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0
23 0.0
| P24844
1 0.0
2 0.0
3 0.0
4 0.0
5 0.8742
6 0.0
7 0.0
8 0.0
9 0.0
10 0.0
11 0.1258
12 0.0
13 0.0
14 0.0
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0
23 0.0
| O15143
1 0.0
2 0.0123
3 0.0
4 0.0206
5 0.0
6 0.0
7 0.0249
8 0.0
9 0.0102
10 0.0
11 0.057
12 0.7271
13 0.0496
14 0.0
15 0.0135
16 0.0161
17 0.0129
18 0.0077
19 0.0093
20 0.0071
21 0.0126
22 0.0098
23 0.0092
| O15144
1 0.0082
2 0.0142
3 0.0337
4 0.0437
5 0.0162
6 0.0133
7 0.0108
8 0.01
9 0.0288
10 0.7144
11 0.0091
12 0.0096
13 0.0
14 0.0057
15 0.0103
16 0.0094
17 0.0076
18 0.0
19 0.0092
20 0.0105
21 0.0144
22 0.0152
23 0.0058
| O15145
1 0.0
2 0.0
3 0.0
4 0.0
5 0.8466
6 0.0253
7 0.0
8 0.0293
9 0.0242
10 0.0
11 0.0
12 0.0
13 0.0
14 0.0
15 0.0102
16 0.0
17 0.0111
18 0.0
19 0.0
20 0.0117
21 0.0249
22 0.0
23 0.0167
| O15160
1 0.0115
2 0.0133
3 0.0156
4 0.0221
5 0.023
6 0.0238
7 0.0158
8 0.0183
9 0.0166
10 0.0142
11 0.0
12 0.0167
13 0.0404
14 0.617
15 0.0225
16 0.0223
17 0.0181
18 0.0
19 0.0185
20 0.0241
21 0.0291
22 0.0171
23 0.0
| O15173
1 0.0
2 0.0093
3 0.0098
4 0.0084
5 0.1766
6 0.0306
7 0.0214
8 0.5674
9 0.036
10 0.0
11 0.0146
12 0.0084
13 0.017
14 0.0178
15 0.0
16 0.0125
17 0.0166
18 0.0122
19 0.0126
20 0.0121
21 0.0
22 0.0113
23 0.0054
| O15269
1 0.0
2 0.0
3 0.0283
4 0.0929
5 0.0178
6 0.0556
7 0.0185
8 0.0184
9 0.0255
10 0.0
11 0.0134
12 0.0122
13 0.0374
14 0.046
15 0.0
16 0.0
17 0.0132
18 0.6207
19 0.0
20 0.0
21 0.0
22 0.0
23 0.0
| O15347
1 0.0044
2 0.0132
3 0.0118
4 0.0204
5 0.0131
6 0.0185
7 0.0233
8 0.7268
9 0.0124
10 0.0063
11 0.0076
12 0.0122
13 0.0123
14 0.0092
15 0.0
16 0.0064
17 0.0161
18 0.0172
19 0.0127
20 0.0137
21 0.0208
22 0.0122
23 0.0095
| O15372
1 0.0048
2 0.0133
3 0.0218
4 0.0054
5 0.0098
6 0.0345
7 0.0095
8 0.0106
9 0.0166
10 0.0154
11 0.0
12 0.0235
13 0.5961
14 0.099
15 0.0095
16 0.0
17 0.0
18 0.0
19 0.0399
20 0.0109
21 0.052
22 0.0082
23 0.0194
| O15400
1 0.0
2 0.0
3 0.0
4 0.0
5 0.0
6 0.0
7 0.0
8 0.0
9 0.0
10 0.0
11 1.0
12 0.0
13 0.0
14 0.0
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0
23 0.0
| O15460
1 0.0
2 0.0145
3 0.1301
4 0.0237
5 0.0133
6 0.0
7 0.0
8 0.0
9 0.1358
10 0.0
11 0.0
12 0.0
13 0.0
14 0.0
15 0.0
16 0.0
17 0.0351
18 0.0
19 0.0
20 0.4408
21 0.1789
22 0.0
23 0.0279
| O15498
1 0.0
2 0.0
3 0.0
4 0.0
5 0.0
6 0.0
7 1.0
8 0.0
9 0.0
10 0.0
11 0.0
12 0.0
13 0.0
14 0.0
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0
23 0.0
| O43148
1 0.0
2 0.0
3 0.0
4 0.0
5 0.042
6 0.0
7 0.0
8 0.0
9 0.0
10 0.0
11 0.0
12 0.1526
13 0.0
14 0.0
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0
20 0.7449
21 0.0605
22 0.0
23 0.0
| O43169
1 0.0
2 0.0
3 0.0
4 0.0
5 0.3869
6 0.6131
7 0.0
8 0.0
9 0.0
10 0.0
11 0.0
12 0.0
13 0.0
14 0.0
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0
23 0.0
| O43172
1 0.011
2 0.0
3 0.027
4 0.0334
5 0.0244
6 0.016
7 0.0288
8 0.0278
9 0.0233
10 0.0343
11 0.0122
12 0.0124
13 0.0196
14 0.0999
15 0.0103
16 0.0557
17 0.0305
18 0.0111
19 0.0176
20 0.2965
21 0.1703
22 0.0133
23 0.0247
| O43175
1 0.0094
2 0.0115
3 0.0069
4 0.0111
5 0.0121
6 0.0197
7 0.0199
8 0.0094
9 0.0111
10 0.0133
11 0.0162
12 0.0178
13 0.0119
14 0.0207
15 0.0205
16 0.0148
17 0.0244
18 0.3471
19 0.3677
20 0.0164
21 0.0067
22 0.008
23 0.0035
| O43242
1 0.0363
2 0.0548
3 0.0477
4 0.044
5 0.0405
6 0.0563
7 0.0358
8 0.0367
9 0.0435
10 0.0345
11 0.0316
12 0.0493
13 0.0408
14 0.0558
15 0.0391
16 0.0397
17 0.0431
18 0.0546
19 0.0432
20 0.0585
21 0.0447
22 0.0366
23 0.0328
| O43324
1 0.0099
2 0.0077
3 0.0269
4 0.0311
5 0.6724
6 0.0204
7 0.005
8 0.0081
9 0.0
10 0.0051
11 0.0387
12 0.0048
13 0.0
14 0.0081
15 0.0065
16 0.0065
17 0.0
18 0.0
19 0.0043
20 0.0685
21 0.0023
22 0.0
23 0.0735
| O43396
1 0.0191
2 0.0
3 0.0
4 0.0
5 0.0
6 0.0
7 0.0
8 0.0213
9 0.0256
10 0.0216
11 0.6075
12 0.1258
13 0.025
14 0.0
15 0.0
16 0.0267
17 0.0249
18 0.0
19 0.0177
20 0.0215
21 0.0318
22 0.0
23 0.0315
| O43399
1 0.0
2 0.0
3 0.0
4 0.0
5 0.0
6 0.0269
7 0.0
8 0.6548
9 0.2756
10 0.0
11 0.0
12 0.0194
13 0.0
14 0.0
15 0.0
16 0.0
17 0.0
18 0.0233
19 0.0
20 0.0
21 0.0
22 0.0
23 0.0
| O43402
1 0.0
2 0.0
3 0.0
4 0.0
5 0.0
6 0.0
7 1.0
8 0.0
9 0.0
10 0.0
11 0.0
12 0.0
13 0.0
14 0.0
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0
23 0.0
| O43488
1 0.0272
2 0.0
3 0.0
4 0.0
5 0.0
6 0.0
7 0.0161
8 0.0135
9 0.012
10 0.0201
11 0.1279
12 0.6757
13 0.0
14 0.0171
15 0.0209
16 0.0145
17 0.0
18 0.0093
19 0.0176
20 0.0144
21 0.0135
22 0.0
23 0.0
| Q8NHP1
1 0.0272
2 0.0
3 0.0
4 0.0
5 0.0
6 0.0
7 0.0161
8 0.0135
9 0.012
10 0.0201
11 0.1279
12 0.6757
13 0.0
14 0.0171
15 0.0209
16 0.0145
17 0.0
18 0.0093
19 0.0176
20 0.0144
21 0.0135
22 0.0
23 0.0
| O43598
1 0.0103
2 0.013
3 0.0
4 0.0135
5 0.1418
6 0.6384
7 0.0155
8 0.0162
9 0.0
10 0.0097
11 0.0108
12 0.0086
13 0.0
14 0.0221
15 0.023
16 0.0
17 0.0254
18 0.0108
19 0.011
20 0.0107
21 0.0
22 0.009
23 0.0102
| O43617
1 0.0
2 0.0583
3 0.0
4 0.0
5 0.8936
6 0.0
7 0.0
8 0.0
9 0.0
10 0.0
11 0.0
12 0.0225
13 0.0
14 0.0
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0256
20 0.0
21 0.0
22 0.0
23 0.0
| O43660
1 0.0
2 0.0
3 0.0
4 0.0495
5 0.0217
6 0.0
7 0.0283
8 0.0216
9 0.0469
10 0.0
11 0.1258
12 0.121
13 0.0691
14 0.0947
15 0.0518
16 0.0
17 0.0296
18 0.0221
19 0.1254
20 0.1509
21 0.0192
22 0.0
23 0.0223
| O43670
1 0.0175
2 0.0262
3 0.0
4 0.0
5 0.0
6 0.0
7 0.0
8 0.0
9 0.0
10 0.0
11 0.0
12 0.0
13 0.0254
14 0.0
15 0.0
16 0.0
17 0.0
18 0.0
19 0.4628
20 0.4682
21 0.0
22 0.0
23 0.0
| O43681
1 0.0
2 0.0
3 0.0
4 0.0
5 0.0
6 0.0
7 0.0
8 0.0116
9 0.0
10 0.0
11 0.0
12 0.0
13 0.9724
14 0.0
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0065
20 0.0
21 0.0
22 0.0094
23 0.0
| O43684
1 0.0055
2 0.0132
3 0.0153
4 0.0054
5 0.0078
6 0.0067
7 0.0145
8 0.0142
9 0.0156
10 0.0216
11 0.0143
12 0.0524
13 0.5217
14 0.2017
15 0.0139
16 0.0144
17 0.0093
18 0.0131
19 0.0049
20 0.0051
21 0.0077
22 0.017
23 0.0045
| O43765
1 0.0
2 0.0
3 0.0
4 0.0
5 0.0
6 0.0
7 0.0
8 0.0
9 0.0
10 0.0294
11 0.248
12 0.6902
13 0.0324
14 0.0
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0
23 0.0
| O43809
1 0.0167
2 0.0156
3 0.0284
4 0.0228
5 0.0214
6 0.0128
7 0.3947
8 0.2334
9 0.0179
10 0.0124
11 0.0246
12 0.023
13 0.0143
14 0.0162
15 0.02
16 0.0303
17 0.0115
18 0.0184
19 0.0136
20 0.0139
21 0.0112
22 0.0128
23 0.0143
| O43818
1 0.0
2 0.0
3 0.0
4 0.0
5 0.0
6 0.0
7 0.0
8 0.0
9 0.0
10 0.0
11 0.0
12 0.0
13 0.0
14 0.0
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0
20 1.0
21 0.0
22 0.0
23 0.0
| O43819
1 0.0
2 0.0
3 0.0
4 0.0
5 0.0
6 0.0
7 0.0
8 1.0
9 0.0
10 0.0
11 0.0
12 0.0
13 0.0
14 0.0
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0
23 0.0
| O43837
1 0.0
2 0.01
3 0.0
4 0.0
5 0.0314
6 0.0037
7 0.0
8 0.0
9 0.0245
10 0.0
11 0.0
12 0.0492
13 0.8096
14 0.0338
15 0.0118
16 0.0
17 0.0
18 0.0
19 0.0
20 0.0136
21 0.0035
22 0.0
23 0.009
| O60256
1 0.0
2 0.0069
3 0.022
4 0.0
5 0.0134
6 0.0062
7 0.0146
8 0.0152
9 0.0
10 0.0
11 0.0245
12 0.0219
13 0.5648
14 0.1738
15 0.0
16 0.0205
17 0.0179
18 0.0134
19 0.0231
20 0.0243
21 0.0
22 0.0374
23 0.0
| O60547
1 0.0
2 0.0
3 0.0
4 0.0
5 0.0
6 0.0
7 0.0
8 0.0
9 0.0
10 0.0
11 0.0
12 0.0
13 0.7566
14 0.2434
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0
23 0.0
| O60573
1 0.0
2 0.0
3 0.0
4 0.0
5 0.0
6 0.0
7 0.0
8 0.0
9 1.0
10 0.0
11 0.0
12 0.0
13 0.0
14 0.0
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0
23 0.0
| O60664
1 0.0086
2 0.0199
3 0.0113
4 0.0217
5 0.0108
6 0.0153
7 0.0204
8 0.0346
9 0.0156
10 0.0201
11 0.0107
12 0.0373
13 0.042
14 0.0953
15 0.2654
16 0.292
17 0.0137
18 0.0064
19 0.013
20 0.0123
21 0.0163
22 0.0093
23 0.0081
| O60684
1 0.0158
2 0.0
3 0.0305
4 0.0291
5 0.0283
6 0.0205
7 0.031
8 0.0
9 0.0344
10 0.0216
11 0.0
12 0.0308
13 0.0149
14 0.0
15 0.0395
16 0.0
17 0.028
18 0.118
19 0.1501
20 0.2318
21 0.094
22 0.0597
23 0.0222
| O15131
1 0.0158
2 0.0
3 0.0305
4 0.0291
5 0.0283
6 0.0205
7 0.031
8 0.0
9 0.0344
10 0.0216
11 0.0
12 0.0308
13 0.0149
14 0.0
15 0.0395
16 0.0
17 0.028
18 0.118
19 0.1501
20 0.2318
21 0.094
22 0.0597
23 0.0222
| O60701
1 0.0
2 0.0091
3 0.0
4 0.0134
5 0.0364
6 0.013
7 0.0175
8 0.0128
9 0.0
10 0.027
11 0.0192
12 0.0221
13 0.0136
14 0.0
15 0.0185
16 0.0119
17 0.0201
18 0.0517
19 0.6013
20 0.0544
21 0.0204
22 0.0
23 0.0377
| O60762
1 0.0157
2 0.0815
3 0.0797
4 0.0528
5 0.0079
6 0.0502
7 0.0
8 0.3823
9 0.2369
10 0.0
11 0.0
12 0.0
13 0.0131
14 0.014
15 0.0152
16 0.0127
17 0.0
18 0.0
19 0.0378
20 0.0
21 0.0
22 0.0
23 0.0
| O60814
1 0.0
2 0.0
3 1.0
4 0.0
5 0.0
6 0.0
7 0.0
8 0.0
9 0.0
10 0.0
11 0.0
12 0.0
13 0.0
14 0.0
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0
23 0.0
| P57053
1 0.0
2 0.0
3 1.0
4 0.0
5 0.0
6 0.0
7 0.0
8 0.0
9 0.0
10 0.0
11 0.0
12 0.0
13 0.0
14 0.0
