| P02649
15 0.0
16 0.0001
17 0.0051
18 0.0002
19 0.0
20 0.0
21 0.0
22 0.0055
23 0.0039
| P14678
1 0.0
2 0.003
3 0.0004
4 0.0113
5 0.7842
6 0.1284
7 0.0329
8 0.0069
9 0.0045
10 0.0027
11 0.0023
12 0.0002
13 0.0051
14 0.0035
15 0.0
16 0.0001
17 0.0051
18 0.0002
19 0.0
20 0.0
21 0.0
22 0.0055
23 0.0039
| P15121
1 0.0
2 0.0043
3 0.0056
4 0.0106
5 0.0094
6 0.0081
7 0.0129
8 0.0217
9 0.3001
10 0.2457
11 0.0717
12 0.1622
13 0.0917
14 0.0273
15 0.0
16 0.0063
17 0.0024
18 0.0038
19 0.0032
20 0.0
21 0.0
22 0.0064
23 0.0066
| P15328
1 0.0
2 0.0024
3 0.004
4 0.0027
5 0.0743
6 0.0
7 0.0345
8 0.0872
9 0.225
10 0.3875
11 0.1419
12 0.0
13 0.0165
14 0.0171
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.007
23 0.0
| P15374
1 0.0
2 0.0
3 0.0
4 0.0
5 1.0
6 0.0
7 0.0
8 0.0
9 0.0
10 0.0
11 0.0
12 0.0
13 0.0
14 0.0
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0
23 0.0
| P15531
1 0.0
2 0.249
3 0.444
4 0.0923
5 0.0274
6 0.0096
7 0.0175
8 0.0095
9 0.012
10 0.02
11 0.0125
12 0.0113
13 0.0089
14 0.014
15 0.0
16 0.0098
17 0.0136
18 0.0106
19 0.0063
20 0.0
21 0.0
22 0.0164
23 0.0152
| P15559
1 0.0
2 0.0082
3 0.0089
4 0.0099
5 0.013
6 0.0364
7 0.6634
8 0.0343
9 0.0574
10 0.0528
11 0.0084
12 0.0077
13 0.0064
14 0.005
15 0.0
16 0.031
17 0.0345
18 0.0042
19 0.0
20 0.0
21 0.0
22 0.012
23 0.0065
| P15880
1 0.0
2 0.0035
3 0.0034
4 0.0088
5 0.004
6 0.0044
7 0.0425
8 0.37
9 0.0808
10 0.214
11 0.0602
12 0.0285
13 0.0239
14 0.0116
15 0.0
16 0.015
17 0.0065
18 0.0103
19 0.1064
20 0.0
21 0.0
22 0.0034
23 0.0029
| P15927
1 0.0
2 0.0682
3 0.0493
4 0.0
5 0.0
6 0.0
7 0.5587
8 0.0
9 0.0128
10 0.0
11 0.0
12 0.0
13 0.311
14 0.0
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0
23 0.0
| P16083
1 0.0
2 0.0
3 0.0
4 0.2402
5 0.7579
6 0.0
7 0.0
8 0.0
9 0.0
10 0.0
11 0.0
12 0.0
13 0.002
14 0.0
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0
23 0.0
| P16152
1 0.0
2 0.0064
3 0.0031
4 0.0035
5 0.0034
6 0.2152
7 0.1763
8 0.3293
9 0.0575
10 0.0414
11 0.0092
12 0.1277
13 0.0044
14 0.0058
15 0.0
16 0.0
17 0.0062
18 0.0021
19 0.0017
20 0.0
21 0.0
22 0.0031
23 0.0037
| P18846
1 0.0
2 0.0
3 0.0
4 0.0325
5 0.0
6 0.0
7 0.0
8 0.0
9 0.2475
10 0.5784
11 0.1416
12 0.0
13 0.0
14 0.0
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0
23 0.0
| P16220
1 0.0
2 0.0
3 0.0
4 0.0325
5 0.0
6 0.0
7 0.0
8 0.0
9 0.2475
10 0.5784
11 0.1416
12 0.0
13 0.0
14 0.0
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0
23 0.0
| P16401
1 0.0
2 0.0
3 0.0
4 0.0
5 0.0
6 0.0
7 0.0
8 0.9589
9 0.0
10 0.0
11 0.0411
12 0.0
13 0.0
14 0.0
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0
23 0.0
| P16403
1 0.0
2 0.0078
3 0.0008
4 0.0079
5 0.0183
6 0.0
7 0.5263
8 0.4151
9 0.0007
10 0.0007
11 0.0007
12 0.0
13 0.0132
14 0.0072
15 0.0
16 0.0
17 0.0
18 0.0003
19 0.0
20 0.0
21 0.0
22 0.0
23 0.0008
| P10412
1 0.0
2 0.0078
3 0.0008
4 0.0079
5 0.0183
6 0.0
7 0.5263
8 0.4151
9 0.0007
10 0.0007
11 0.0007
12 0.0
13 0.0132
14 0.0072
15 0.0
16 0.0
17 0.0
18 0.0003
19 0.0
20 0.0
21 0.0
22 0.0
23 0.0008
| P16402
1 0.0
2 0.0078
3 0.0008
4 0.0079
5 0.0183
6 0.0
7 0.5263
8 0.4151
9 0.0007
10 0.0007
11 0.0007
12 0.0
13 0.0132
14 0.0072
15 0.0
16 0.0
17 0.0
18 0.0003
19 0.0
20 0.0
21 0.0
22 0.0
23 0.0008
| Q02539
1 0.0
2 0.0078
3 0.0008
4 0.0079
5 0.0183
6 0.0
7 0.5263
8 0.4151
9 0.0007
10 0.0007
11 0.0007
12 0.0
13 0.0132
14 0.0072
15 0.0
16 0.0
17 0.0
18 0.0003
19 0.0
20 0.0
21 0.0
22 0.0
23 0.0008
| P22492
1 0.0
2 0.0078
3 0.0008
4 0.0079
5 0.0183
6 0.0
7 0.5263
8 0.4151
9 0.0007
10 0.0007
11 0.0007
12 0.0
13 0.0132
14 0.0072
15 0.0
16 0.0
17 0.0
18 0.0003
19 0.0
20 0.0
21 0.0
22 0.0
23 0.0008
| P17612
1 0.0
2 0.0
3 0.0
4 0.0005
5 0.0001
6 0.0001
7 0.0005
8 0.0134
9 0.02
10 0.0155
11 0.0184
12 0.0572
13 0.7489
14 0.1139
15 0.0
16 0.0003
17 0.0002
18 0.0001
19 0.0001
20 0.0
21 0.0
22 0.0108
23 0.0
| P22612
1 0.0
2 0.0
3 0.0
4 0.0005
5 0.0001
6 0.0001
7 0.0005
8 0.0134
9 0.02
10 0.0155
11 0.0184
12 0.0572
13 0.7489
14 0.1139
15 0.0
16 0.0003
17 0.0002
18 0.0001
19 0.0001
20 0.0
21 0.0
22 0.0108
23 0.0
| P17931
1 0.0
2 0.0171
3 0.0161
4 0.0771
5 0.0529
6 0.5309
7 0.0631
8 0.0256
9 0.0755
10 0.0273
11 0.0339
12 0.0
13 0.0239
14 0.0168
15 0.0
16 0.0014
17 0.0
18 0.0076
19 0.0086
20 0.0
21 0.0
22 0.0191
23 0.0033
| P17980
1 0.0
2 0.0068
3 0.0331
4 0.0135
5 0.0135
6 0.0118
7 0.0158
8 0.0112
9 0.0097
10 0.0266
11 0.0123
12 0.0115
13 0.0221
14 0.0191
15 0.0
16 0.3859
17 0.1552
18 0.1735
19 0.0394
20 0.0
21 0.0
22 0.0153
23 0.0239
| P17987
1 0.0
2 0.0093
3 0.0194
4 0.0216
5 0.0366
6 0.0178
7 0.0236
8 0.0233
9 0.099
10 0.0904
11 0.1085
12 0.0128
13 0.0212
14 0.0162
15 0.0
16 0.017
17 0.0171
18 0.0184
19 0.02
20 0.1083
21 0.0
22 0.2158
23 0.1036
| P18031
1 0.0
2 0.0866
3 0.0368
4 0.0305
5 0.0
6 0.0
7 0.0
8 0.0635
9 0.0
10 0.066
11 0.0511
12 0.0
13 0.1549
14 0.0519
15 0.0
16 0.0
17 0.0
18 0.0741
19 0.3089
20 0.0
21 0.0
22 0.0757
23 0.0
| P18085
1 0.0
2 0.127
3 0.2222
4 0.4042
5 0.1665
6 0.0003
7 0.0052
8 0.006
9 0.0056
10 0.0067
11 0.0058
12 0.0
13 0.0067
14 0.0109
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0054
23 0.0275
| P18124
1 0.0
2 0.0064
3 0.0079
4 0.0118
5 0.0095
6 0.1658
7 0.6246
8 0.062
9 0.0272
10 0.0109
11 0.009
12 0.0085
13 0.0079
14 0.005
15 0.0
16 0.0126
17 0.0084
18 0.0049
19 0.005
20 0.0
21 0.0
22 0.0058
23 0.0065
| P18621
1 0.0
2 0.2415
3 0.0393
4 0.1667
5 0.2274
6 0.0435
7 0.1166
8 0.0262
9 0.0198
10 0.0109
11 0.0191
12 0.0067
13 0.0157
14 0.0084
15 0.0
16 0.0092
17 0.0068
18 0.0151
19 0.0
20 0.0
21 0.0
22 0.0131
23 0.0142
| P18669
1 0.0
2 0.0115
3 0.0299
4 0.0232
5 0.0383
6 0.6338
7 0.1053
8 0.0501
9 0.0143
10 0.0106
11 0.0067
12 0.0084
13 0.0095
14 0.0081
15 0.0
16 0.0218
17 0.006
18 0.0056
19 0.0044
20 0.0
21 0.0
22 0.0047
23 0.0078
| Q8N0Y7
1 0.0
2 0.0115
3 0.0299
4 0.0232
5 0.0383
6 0.6338
7 0.1053
8 0.0501
9 0.0143
10 0.0106
11 0.0067
12 0.0084
13 0.0095
14 0.0081
15 0.0
16 0.0218
17 0.006
18 0.0056
19 0.0044
20 0.0
21 0.0
22 0.0047
23 0.0078
| P15259
1 0.0
2 0.0115
3 0.0299
4 0.0232
5 0.0383
6 0.6338
7 0.1053
8 0.0501
9 0.0143
10 0.0106
11 0.0067
12 0.0084
13 0.0095
14 0.0081
15 0.0
16 0.0218
17 0.006
18 0.0056
19 0.0044
20 0.0
21 0.0
22 0.0047
23 0.0078
| P18754
1 0.0
2 0.0351
3 0.0263
4 0.07
5 0.0263
6 0.0265
7 0.0161
8 0.0237
9 0.0347
10 0.0
11 0.029
12 0.0307
13 0.0406
14 0.0405
15 0.0
16 0.4192
17 0.1388
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0347
23 0.0077
| P19387
1 0.0
2 0.0027
3 0.0017
4 0.0022
5 0.0
6 0.0
7 0.0
8 0.0
9 0.9935
10 0.0
11 0.0
12 0.0
13 0.0
14 0.0
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0
23 0.0
| P19388
1 0.0
2 0.0
3 0.0
4 0.0
5 0.9156
6 0.0
7 0.0
8 0.0
9 0.0
10 0.0
11 0.0254
12 0.0
13 0.0
14 0.0
15 0.0
16 0.0
17 0.0
18 0.0328
19 0.0262
20 0.0
21 0.0
22 0.0
23 0.0
| P19623
1 0.0
2 0.02
3 0.0257
4 0.0215
5 0.0192
6 0.0004
7 0.0193
8 0.2192
9 0.0721
10 0.2184
11 0.0932
12 0.0697
13 0.0619
14 0.0546
15 0.0
16 0.0195
17 0.0124
18 0.0064
19 0.0011
20 0.0
21 0.0
22 0.0513
23 0.0142
| P19971
1 0.0
2 0.0
3 0.0
4 0.0
5 0.0
6 0.0
7 0.0
8 0.0
9 0.0
10 0.0
11 0.0
12 0.0
13 0.0
14 0.0
15 0.0
16 0.0
17 0.4754
18 0.3984
19 0.1262
20 0.0
21 0.0
22 0.0
23 0.0
| P20339
1 0.0
2 0.0
3 0.0196
4 0.9762
5 0.0
6 0.0
7 0.0
8 0.0
9 0.0
10 0.0
11 0.0
12 0.0
13 0.0
14 0.0
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0
23 0.0041
| P20340
1 0.0
2 0.0129
3 0.0592
4 0.5745
5 0.1987
6 0.016
7 0.0248
8 0.0133
9 0.0121
10 0.0114
11 0.0075
12 0.0091
13 0.0127
14 0.0039
15 0.0
16 0.0001
17 0.0045
18 0.0002
19 0.0001
20 0.0
21 0.0
22 0.0314
23 0.0074
| Q9NRW1
1 0.0
2 0.0129
3 0.0592
4 0.5745
5 0.1987
6 0.016
7 0.0248
8 0.0133
9 0.0121
10 0.0114
11 0.0075
12 0.0091
13 0.0127
14 0.0039
15 0.0
16 0.0001
17 0.0045
18 0.0002
19 0.0001
20 0.0
21 0.0
22 0.0314
23 0.0074
| P21266
1 0.0
2 0.0
3 0.0
4 0.0479
5 0.6804
6 0.1875
7 0.0
8 0.0
9 0.0
10 0.0
11 0.0
12 0.0
13 0.0602
14 0.0239
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0
23 0.0
| P21283
1 0.0
2 0.0319
3 0.0
4 0.0016
5 0.0234
6 0.0
7 0.0
8 0.0
9 0.0
10 0.0
11 0.0011
12 0.0
13 0.9407
14 0.0012
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0
23 0.0
| P21291
1 0.0
2 0.7642
3 0.0172
4 0.1041
5 0.099
6 0.0
7 0.0
8 0.0
9 0.0
10 0.0155
11 0.0
12 0.0
13 0.0
14 0.0
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0
23 0.0
| P21796
1 0.0
2 0.0076
3 0.0069
4 0.008
5 0.0228
6 0.0167
7 0.1961
8 0.4763
9 0.1043
10 0.073
11 0.0297
12 0.0109
13 0.0135
14 0.0046
15 0.0
16 0.0074
17 0.0059
18 0.0019
19 0.0024
20 0.0
21 0.0
22 0.0065
23 0.0056
| P21964
1 0.0
2 0.0297
3 0.0
4 0.0271
5 0.033
6 0.2161
7 0.6269
8 0.0
9 0.0
10 0.0
11 0.0187
12 0.0
13 0.0
14 0.015
15 0.0
16 0.0
17 0.0335
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0
23 0.0
| P22061
1 0.0
2 0.0029
3 0.0448
4 0.1398
5 0.6299
6 0.0
7 0.1574
8 0.0021
9 0.0
10 0.003
11 0.0009
12 0.0
13 0.0014
14 0.0177
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0
23 0.0
| P22087
1 0.0
2 0.0053
3 0.0121
4 0.0092
5 0.0112
6 0.0
7 0.0124
8 0.0097
9 0.0181
10 0.5737
11 0.0406
12 0.1146
13 0.0472
14 0.0258
15 0.0
16 0.0
17 0.0066
18 0.0025
19 0.0007
20 0.0
21 0.0
22 0.0486
23 0.0618
| P22392
1 0.0
2 0.1156
3 0.7345
4 0.0
5 0.0
6 0.0034
7 0.0099
8 0.0
9 0.0151
10 0.0074
11 0.0244
12 0.0
13 0.034
14 0.0466
15 0.0
16 0.0
17 0.005
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0
23 0.0042
| O60361
1 0.0
2 0.1156
3 0.7345
4 0.0
5 0.0
6 0.0034
7 0.0099
8 0.0
9 0.0151
10 0.0074
11 0.0244
12 0.0
13 0.034
14 0.0466
15 0.0
16 0.0
17 0.005
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0
23 0.0042
| P22626
1 0.0
2 0.0041
3 0.0056
4 0.0065
5 0.0215
6 0.0108
7 0.0354
8 0.0564
9 0.3078
10 0.3219
11 0.1353
12 0.0288
13 0.0116
14 0.0136
15 0.0
16 0.0054
17 0.0068
18 0.0034
19 0.0028
20 0.0
21 0.0
22 0.0101
23 0.0121
| P22694
1 0.0
2 0.0
3 0.0
4 0.0
5 0.0
6 0.0
7 0.0
8 0.0
9 0.0059
10 0.0
11 0.0
12 0.0212
13 0.8338
14 0.1319
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0073
23 0.0
| P23193
1 0.0
2 0.0
3 0.0
4 0.0
5 0.0107
6 0.0
7 0.0
8 0.0
9 0.0
10 0.2476
11 0.7418
12 0.0
13 0.0
14 0.0
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0
23 0.0
| P23381
1 0.0
2 0.0084
3 0.01
4 0.0148
5 0.0095
6 0.0348
7 0.009
8 0.0347
9 0.0242
10 0.0362
11 0.0212
12 0.008
13 0.0494
14 0.046
15 0.0
16 0.0909
17 0.0369
18 0.3102
19 0.1735
20 0.0
21 0.0
22 0.0236
23 0.0589
| P23396
1 0.0
2 0.0044
3 0.0059
4 0.0114
5 0.0106
6 0.0106
7 0.358
8 0.0646
9 0.2225
10 0.1066
11 0.0847
12 0.0401
13 0.0259
14 0.0127
15 0.0
16 0.0118
17 0.0066
18 0.0054
19 0.0048
20 0.0
21 0.0
22 0.0056
23 0.0079
| P23528
1 0.0
2 0.0384
3 0.2563
4 0.4212
5 0.0978
6 0.0305
7 0.0127
8 0.0061
9 0.009
10 0.027
11 0.0114
12 0.0156
13 0.0065
14 0.0092
15 0.0
16 0.0138
17 0.0074
18 0.0054
19 0.0096
20 0.0
21 0.0
22 0.0124
23 0.0099
| P23919
1 0.0
2 0.0021
3 0.0104
4 0.659
5 0.0812
6 0.0
7 0.0031
8 0.0
9 0.0299
10 0.1433
11 0.0618
12 0.0
13 0.0
14 0.0089
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0004
23 0.0
| P24534
1 0.0
2 0.0055
3 0.0056
4 0.006
5 0.0104
6 0.0346
7 0.5842
8 0.2112
9 0.0456
10 0.0129
11 0.0356
12 0.0057
13 0.0057
14 0.0173
15 0.0
16 0.0105
17 0.0002
18 0.003
19 0.0
20 0.0
21 0.0
22 0.0001
23 0.0057
| P25398
1 0.0
2 0.1785
3 0.4961
4 0.1071
5 0.0214
6 0.0
7 0.0604
8 0.0154
9 0.0
10 0.0
11 0.0791
12 0.0
13 0.0
14 0.0062
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0154
20 0.0
21 0.0
22 0.0203
23 0.0
| P25685
1 0.0
2 0.0173
3 0.0
4 0.0325
5 0.0076
6 0.0
7 0.0
8 0.0155
9 0.1217
10 0.0651
11 0.1158
12 0.5607
13 0.0562
14 0.0
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0
23 0.0077
| P25786
1 0.0
2 0.0058
3 0.0129
4 0.0084
5 0.0124
6 0.0086
7 0.6983
8 0.1015
9 0.0611
10 0.0136
11 0.0139
12 0.0
13 0.0066
14 0.0048
15 0.0
16 0.0
17 0.0041
18 0.0036
19 0.0122
20 0.0
21 0.0
22 0.018
23 0.0141
| P25787
1 0.0
2 0.0075
3 0.0212
4 0.6222
5 0.1768
6 0.0158
7 0.0087
8 0.0313
9 0.0072
10 0.0137
11 0.0183
12 0.0315
13 0.008
14 0.0082
15 0.0
16 0.0036
17 0.008
18 0.0066
19 0.0039
20 0.0
21 0.0
22 0.0026
23 0.0049
| P25788
1 0.0
2 0.0051
3 0.0129
4 0.0148
5 0.0125
6 0.556
7 0.1411
8 0.0264
9 0.0169
10 0.0679
11 0.0198
12 0.0009
13 0.0098
14 0.0058
15 0.0
16 0.0161
17 0.0087
18 0.005
19 0.0043
20 0.0
21 0.0
22 0.0218
23 0.0544
| P25789
1 0.0
2 0.0036
3 0.0111
4 0.0067
5 0.0133
6 0.3952
7 0.2634
8 0.1279
9 0.0366
10 0.0456
11 0.0289
12 0.014
13 0.0117
14 0.009
15 0.0
16 0.0087
17 0.0003
18 0.0035
19 0.0001
20 0.0
21 0.0
22 0.0049
23 0.0157
| P26368
1 0.0
2 0.0261
3 0.038
4 0.0172
5 0.0503
6 0.008
7 0.0474
8 0.0
9 0.0
10 0.0726
11 0.0389
12 0.0247
13 0.0479
14 0.0474
15 0.0
16 0.0432
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.5285
23 0.0098
| P26373
1 0.0
2 0.0145
3 0.0702
4 0.0411
5 0.4841
6 0.0701
7 0.258
8 0.0097
9 0.0084
10 0.011
11 0.0059
12 0.0035
13 0.0069
14 0.004
15 0.0
16 0.0
17 0.0
18 0.0017
19 0.0019
20 0.0
21 0.0
22 0.0042
23 0.0048
| P26583
1 0.0
2 0.0
3 0.0
4 0.0
5 0.9784
6 0.0
7 0.0
8 0.0
9 0.0
10 0.0
11 0.0
12 0.0
13 0.0
14 0.0216
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0
23 0.0
| P27105
1 0.0
2 0.0103
3 0.0208
4 0.0133
5 0.0196
6 0.2341
7 0.455
8 0.0524
9 0.054
10 0.0131
11 0.0132
12 0.0
13 0.028
14 0.0063
15 0.0
16 0.0125
17 0.0178
18 0.0178
19 0.0
20 0.0
21 0.0
22 0.0171
23 0.0146
| P27348
1 0.0
2 0.0061
3 0.0118
4 0.0145
5 0.0129
6 0.2024
7 0.2288
8 0.1792
9 0.117
10 0.0545
11 0.0316
12 0.0186
13 0.0231
14 0.0389
15 0.0
16 0.0143
17 0.025
18 0.0059
19 0.0001
20 0.0
21 0.0
22 0.0069
23 0.0085
| P27635
1 0.0
2 0.0074
3 0.0258
4 0.2459
5 0.1534
6 0.0786
7 0.1399
8 0.0727
9 0.0507
10 0.0499
11 0.0435
12 0.043
13 0.0247
14 0.0328
15 0.0
16 0.0
17 0.0055
18 0.0061
19 0.0046
20 0.0
21 0.0
22 0.0092
23 0.0063
| Q96L21
1 0.0
2 0.0074
3 0.0258
4 0.2459
5 0.1534
6 0.0786
7 0.1399
8 0.0727
9 0.0507
10 0.0499
11 0.0435
12 0.043
13 0.0247
14 0.0328
15 0.0
16 0.0
17 0.0055
18 0.0061
19 0.0046
20 0.0
21 0.0
22 0.0092
23 0.0063
| P27695
1 0.0
2 0.0134
3 0.008
4 0.0093
5 0.012
6 0.0101
7 0.0104
8 0.0122
9 0.0156
10 0.5666
11 0.1702
12 0.0726
13 0.0283
14 0.0147
15 0.0
16 0.0215
17 0.01
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0139
23 0.0113
| P27797
1 0.0
2 0.0087
3 0.0118
4 0.0598
5 0.0111
6 0.0059
7 0.0153
8 0.0183
9 0.0153
10 0.0131
11 0.0093
12 0.014
13 0.016
14 0.0251
15 0.0
16 0.0083
17 0.0238
18 0.3246
19 0.3409
20 0.0447
21 0.0
22 0.0243
23 0.0099
| P28065
1 0.0
2 0.0
3 1.0
4 0.0
5 0.0
6 0.0
7 0.0
8 0.0
9 0.0
10 0.0
11 0.0
12 0.0
13 0.0
14 0.0
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0
23 0.0
| P28066
1 0.0
2 0.0032
3 0.0177
4 0.0217
5 0.1402
6 0.4168
7 0.1672
8 0.042
9 0.032
10 0.0336
11 0.0249
12 0.0133
13 0.0275
14 0.0188
15 0.0
16 0.0093
17 0.0032
18 0.004
19 0.0012
20 0.0
21 0.0
22 0.0129
23 0.0103
| P28072
1 0.0
2 0.0087
3 0.2619
4 0.4901
5 0.0463
6 0.0025
7 0.0479
8 0.0295
9 0.0102
10 0.0119
11 0.0217
12 0.0088
13 0.0062
14 0.0137
15 0.0
16 0.0001
17 0.0037
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0038
23 0.033
| P28482
1 0.0
2 0.1551
3 0.0
4 0.0
5 0.01
6 0.0
7 0.0529
8 0.0
9 0.0642
10 0.0076
11 0.1964
12 0.0
13 0.3041
14 0.1296
15 0.0
16 0.0
17 0.0112
18 0.0443
19 0.0149
20 0.0
21 0.0
22 0.0095
23 0.0
| P29692
1 0.0
2 0.0027
3 0.0038
4 0.0056
5 0.0091
6 0.0099
7 0.0155
8 0.021
9 0.0819
10 0.5009
11 0.2765
12 0.0224
13 0.0087
14 0.004
15 0.0
16 0.0143
17 0.0046
18 0.0057
19 0.0061
20 0.0
21 0.0
22 0.0028
23 0.0043
| P30040
1 0.0
2 0.0065
3 0.0115
4 0.0135
5 0.0609
6 0.5884
7 0.123
8 0.0713
9 0.021
10 0.0191
11 0.0095
12 0.0088
13 0.0072
14 0.0122
15 0.0
16 0.0119
17 0.0072
18 0.0066
19 0.0023
20 0.0
21 0.0
22 0.009
23 0.0101
| P30041
1 0.0
2 0.0106
3 0.0155
4 0.019
5 0.7047
6 0.1295
7 0.0304
8 0.0124
9 0.0057
10 0.0054
11 0.0063
12 0.006
13 0.0077
14 0.007
15 0.0
16 0.0042
17 0.0117
18 0.013
19 0.0029
20 0.0
21 0.0
22 0.0035
23 0.0044
| P30043
1 0.0
2 0.0274
3 0.311
4 0.5504
5 0.0421
6 0.0
7 0.0228
8 0.0
9 0.0
10 0.0
11 0.0
12 0.0
13 0.0
14 0.0215
15 0.0
16 0.0
17 0.0
18 0.012
19 0.0
20 0.0
21 0.0
22 0.0129
23 0.0
| P30044
1 0.0
2 0.0
3 0.7964
4 0.0
5 0.0
6 0.0
7 0.0
8 0.0
9 0.0
10 0.0
11 0.2036
12 0.0
13 0.0
14 0.0
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0
23 0.0
| P30050
1 0.0
2 0.0533
3 0.1619
4 0.2802
5 0.0628
6 0.0308
7 0.0273
8 0.0243
9 0.0463
10 0.0628
11 0.0413
12 0.0109
13 0.0366
14 0.0148
15 0.0
16 0.0453
17 0.0
18 0.0453
19 0.003
20 0.0
21 0.0
22 0.0221
23 0.0309
| P30085
1 0.0
2 0.0231
3 0.7496
4 0.0452
5 0.0349
6 0.0083
7 0.0676
8 0.0125
9 0.012
10 0.0
11 0.0091
12 0.0007
13 0.0203
14 0.0
15 0.0
16 0.0
17 0.0088
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0
23 0.008
| P30086
1 0.0
2 0.2281
3 0.5646
4 0.0355
5 0.0333
6 0.0114
7 0.0135
8 0.0085
9 0.0154
10 0.0133
11 0.0122
12 0.0002
13 0.0149
14 0.02
15 0.0
16 0.0
17 0.0097
18 0.0037
19 0.0
20 0.0
21 0.0
22 0.01
23 0.0056
| P30419
1 0.0
2 0.0
3 0.0
4 0.0047
5 0.0042
6 0.0495
7 0.0311
8 0.0397
9 0.0012
10 0.0
11 0.0
12 0.0008
13 0.0077
14 0.0
15 0.0
16 0.0
17 0.0017
18 0.0014
19 0.0
20 0.0
21 0.0
22 0.8211
23 0.0368
| O60551
1 0.0
2 0.0
3 0.0
4 0.0047
5 0.0042
6 0.0495
7 0.0311
8 0.0397
9 0.0012
10 0.0
11 0.0
12 0.0008
13 0.0077
14 0.0
15 0.0
16 0.0
17 0.0017
18 0.0014
19 0.0
20 0.0
21 0.0
22 0.8211
23 0.0368
| P30453
1 0.0
2 0.0087
3 0.0
4 0.0295
5 0.0
6 0.0
7 0.0083
8 0.0133
9 0.0168
10 0.0051
11 0.0074
12 0.0
13 0.5829
14 0.3282
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0
23 0.0
| P30457
1 0.0
2 0.0087
3 0.0
4 0.0295
5 0.0
6 0.0
7 0.0083
8 0.0133
9 0.0168
10 0.0051
11 0.0074
12 0.0
13 0.5829
14 0.3282
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0
23 0.0
| P30450
1 0.0
2 0.0087
3 0.0
4 0.0295
5 0.0
6 0.0
7 0.0083
8 0.0133
9 0.0168
10 0.0051
11 0.0074
12 0.0
13 0.5829
14 0.3282
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0
23 0.0
| P18462
1 0.0
2 0.0087
3 0.0
4 0.0295
5 0.0
6 0.0
7 0.0083
8 0.0133
9 0.0168
10 0.0051
11 0.0074
12 0.0
13 0.5829
14 0.3282
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0
23 0.0
| P30456
1 0.0
2 0.0087
3 0.0
4 0.0295
5 0.0
6 0.0
7 0.0083
8 0.0133
9 0.0168
10 0.0051
11 0.0074
12 0.0
13 0.5829
14 0.3282
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0
23 0.0
| Q29940
1 0.0
2 0.1395
3 0.0774
4 0.0638
5 0.0
6 0.0
7 0.0
8 0.0
9 0.0
10 0.0325
11 0.066
12 0.0
13 0.1555
14 0.4512
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0
