| P02649
18 0.0676
19 0.0193
20 0.0
21 0.0
22 0.0244
23 0.0458
| O00264
1 0.0
2 0.0061
3 0.0142
4 0.4835
5 0.0952
6 0.1717
7 0.1026
8 0.0251
9 0.0
10 0.0228
11 0.0186
12 0.0
13 0.0263
14 0.0161
15 0.0
16 0.0
17 0.0048
18 0.0071
19 0.0
20 0.0
21 0.0
22 0.0038
23 0.002
| O00273
1 0.0
2 0.0
3 0.0
4 0.0
5 0.0
6 0.0
7 0.0
8 0.0
9 0.0855
10 0.0
11 0.0254
12 0.142
13 0.6478
14 0.0993
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0
23 0.0
| O00299
1 0.0
2 0.0097
3 0.0088
4 0.0095
5 0.0117
6 0.0548
7 0.5913
8 0.1031
9 0.0835
10 0.0388
11 0.0251
12 0.0101
13 0.0101
14 0.0054
15 0.0
16 0.0001
17 0.0138
18 0.0036
19 0.0022
20 0.0
21 0.0
22 0.01
23 0.0085
| O00442
1 0.0
2 0.0
3 0.0
4 0.0572
5 0.0
6 0.0
7 0.0
8 0.0
9 0.0
10 0.0
11 0.0
12 0.0
13 0.9428
14 0.0
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0
23 0.0
| O00487
1 0.0
2 0.0144
3 0.0175
4 0.0208
5 0.0198
6 0.0042
7 0.0207
8 0.0261
9 0.4746
10 0.2583
11 0.0724
12 0.0
13 0.044
14 0.0199
15 0.0
16 0.0
17 0.0012
18 0.0014
19 0.0004
20 0.0
21 0.0
22 0.0026
23 0.0016
| O00625
1 0.0
2 0.0047
3 0.0
4 0.0
5 0.0
6 0.0
7 0.0
8 0.0
9 0.6613
10 0.2996
11 0.0
12 0.0344
13 0.0
14 0.0
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0
23 0.0
| O00629
1 0.0
2 0.0045
3 0.1602
4 0.0
5 0.058
6 0.0
7 0.0096
8 0.0
9 0.0158
10 0.0206
11 0.0189
12 0.0088
13 0.003
14 0.0133
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.5388
23 0.1486
| O00764
1 0.0
2 0.008
3 0.0043
4 0.0086
5 0.0004
6 0.0188
7 0.0177
8 0.0082
9 0.1543
10 0.4925
11 0.1071
12 0.1161
13 0.0315
14 0.0129
15 0.0
16 0.014
17 0.0003
18 0.0044
19 0.0002
20 0.0
21 0.0
22 0.0004
23 0.0002
| O14657
1 0.0
2 0.0
3 0.0
4 0.0
5 0.0
6 0.0
7 0.0
8 0.0
9 0.0
10 1.0
11 0.0
12 0.0
13 0.0
14 0.0
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0
23 0.0
| O14684
1 0.0
2 0.2689
3 0.0668
4 0.4383
5 0.0179
6 0.0122
7 0.0
8 0.0094
9 0.0934
10 0.0
11 0.0167
12 0.0
13 0.0765
14 0.0
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0
23 0.0
| O14732
1 0.0
2 0.0479
3 0.0
4 0.0
5 0.0
6 0.0
7 0.1939
8 0.2081
9 0.1672
10 0.2001
11 0.0575
12 0.0
13 0.0921
14 0.0
15 0.0
16 0.0
17 0.0181
18 0.015
19 0.0
20 0.0
21 0.0
22 0.0
23 0.0
| O14818
1 0.0
2 0.008
3 0.0102
4 0.0097
5 0.0111
6 0.6065
7 0.1801
8 0.0232
9 0.0218
10 0.0173
11 0.0137
12 0.0091
13 0.0081
14 0.0186
15 0.0
16 0.0068
17 0.0122
18 0.0114
19 0.0011
20 0.0
21 0.0
22 0.0172
23 0.014
| Q8TAA3
1 0.0
2 0.008
3 0.0102
4 0.0097
5 0.0111
6 0.6065
7 0.1801
8 0.0232
9 0.0218
10 0.0173
11 0.0137
12 0.0091
13 0.0081
14 0.0186
15 0.0
16 0.0068
17 0.0122
18 0.0114
19 0.0011
20 0.0
21 0.0
22 0.0172
23 0.014
| O14828
1 0.0
2 0.0345
3 0.0
4 0.0
5 0.0
6 0.0
7 0.0
8 0.0
9 0.0852
10 0.0496
11 0.0
12 0.0
13 0.5
14 0.0525
15 0.0
16 0.0
17 0.042
18 0.0568
19 0.024
20 0.0
21 0.0
22 0.1302
23 0.0252
| O14880
1 0.0
2 0.7103
3 0.0
4 0.0
5 0.0
6 0.0254
7 0.0
8 0.0
9 0.0
10 0.0448
11 0.0
12 0.1473
13 0.0723
14 0.0
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0
23 0.0
| O14908
1 0.0
2 0.0
3 0.0
4 0.0
5 0.0
6 0.0
7 0.0
8 0.0
9 0.0
10 0.0
11 0.0
12 1.0
13 0.0
14 0.0
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0
23 0.0
| O14925
1 0.0
2 0.0
3 0.2344
4 0.2592
5 0.4316
6 0.0748
7 0.0
8 0.0
9 0.0
10 0.0
11 0.0
12 0.0
13 0.0
14 0.0
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0
23 0.0
| O14929
1 0.0
2 0.042
3 0.0191
4 0.0168
5 0.0316
6 0.0683
7 0.0134
8 0.0213
9 0.0183
10 0.0157
11 0.0165
12 0.0269
13 0.0251
14 0.0269
15 0.0
16 0.1696
17 0.3253
18 0.0755
19 0.0
20 0.0
21 0.0
22 0.0423
23 0.0452
| P19105
1 0.0
2 0.227
3 0.0674
4 0.3379
5 0.0
6 0.0118
7 0.0505
8 0.052
9 0.0239
10 0.0196
11 0.0177
12 0.0
13 0.0439
14 0.069
15 0.0
16 0.0
17 0.0156
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0639
23 0.0
| O14950
1 0.0
2 0.227
3 0.0674
4 0.3379
5 0.0
6 0.0118
7 0.0505
8 0.052
9 0.0239
10 0.0196
11 0.0177
12 0.0
13 0.0439
14 0.069
15 0.0
16 0.0
17 0.0156
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0639
23 0.0
| P24844
1 0.0
2 0.227
3 0.0674
4 0.3379
5 0.0
6 0.0118
7 0.0505
8 0.052
9 0.0239
10 0.0196
11 0.0177
12 0.0
13 0.0439
14 0.069
15 0.0
16 0.0
17 0.0156
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0639
23 0.0
| O15145
1 0.0
2 0.0682
3 0.1287
4 0.5135
5 0.0589
6 0.0169
7 0.0108
8 0.0127
9 0.0147
10 0.0169
11 0.0143
12 0.0187
13 0.0195
14 0.0182
15 0.0
16 0.0313
17 0.0107
18 0.0014
19 0.0012
20 0.0
21 0.0
22 0.0206
23 0.0226
| O15160
1 0.0
2 0.0
3 0.001
4 0.0011
5 0.0014
6 0.0
7 0.0332
8 0.0012
9 0.0194
10 0.0085
11 0.0134
12 0.0401
13 0.5662
14 0.3042
15 0.0
16 0.0
17 0.0037
18 0.0003
19 0.0064
20 0.0
21 0.0
22 0.0
23 0.0
| O15173
1 0.0
2 0.1349
3 0.1347
4 0.0337
5 0.1141
6 0.1318
7 0.1383
8 0.0671
9 0.0226
10 0.0593
11 0.0195
12 0.024
13 0.0416
14 0.0105
15 0.0
16 0.0
17 0.0056
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0258
23 0.0361
| O15372
1 0.0
2 0.0134
3 0.0008
4 0.0125
5 0.0238
6 0.0
7 0.0568
8 0.0009
9 0.0078
10 0.0144
11 0.0106
12 0.1517
13 0.6249
14 0.0705
15 0.0
16 0.0011
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0082
23 0.0026
| O15460
1 0.0
2 0.0328
3 0.0
4 0.0318
5 0.0
6 0.0
7 0.0293
8 0.0342
9 0.0267
10 0.0446
11 0.0389
12 0.0
13 0.0627
14 0.0269
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.6722
23 0.0
| O15498
1 0.0
2 0.0
3 0.0
4 1.0
5 0.0
6 0.0
7 0.0
8 0.0
9 0.0
10 0.0
11 0.0
12 0.0
13 0.0
14 0.0
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0
23 0.0
| O43169
1 0.0
2 0.4529
3 0.3686
4 0.0844
5 0.0203
6 0.0011
7 0.0061
8 0.0
9 0.0
10 0.0068
11 0.0004
12 0.0006
13 0.0569
14 0.0
15 0.0
16 0.0009
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0005
23 0.0005
| O43172
1 0.0
2 0.0562
3 0.0
4 0.0
5 0.0
6 0.0
7 0.0946
8 0.0
9 0.0
10 0.0211
11 0.0187
12 0.0
13 0.0157
14 0.0
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0186
20 0.0
21 0.0
22 0.6278
23 0.1473
| O43324
1 0.0
2 0.0648
3 0.3808
4 0.1446
5 0.0
6 0.0
7 0.0096
8 0.0098
9 0.0584
10 0.0087
11 0.0086
12 0.0397
13 0.0105
14 0.0991
15 0.0
16 0.0326
17 0.0422
18 0.0105
19 0.0
20 0.0
21 0.0
22 0.0271
23 0.0527
| O43396
1 0.0
2 0.0083
3 0.0169
4 0.0089
5 0.0133
6 0.0003
7 0.0138
8 0.0004
9 0.5756
10 0.2657
11 0.0478
12 0.0
13 0.0271
14 0.013
15 0.0
16 0.0003
17 0.0002
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0082
23 0.0002
| O43399
1 0.0
2 0.0223
3 0.0367
4 0.0
5 0.0
6 0.7904
7 0.0602
8 0.0
9 0.0
10 0.0
11 0.0255
12 0.0
13 0.0
14 0.0
15 0.0
16 0.0
17 0.0291
18 0.0184
19 0.0174
20 0.0
21 0.0
22 0.0
23 0.0
| Q8NHP1
1 0.0
2 0.001
3 0.0005
4 0.0
5 0.0
6 0.002
7 0.0011
8 0.0018
9 0.022
10 0.3369
11 0.237
12 0.1272
13 0.0522
14 0.0023
15 0.0
16 0.1018
17 0.0069
18 0.0064
19 0.0
20 0.0
21 0.0
22 0.0016
23 0.0993
| O43598
1 0.0
2 0.7212
3 0.0
4 0.0
5 0.0
6 0.0
7 0.0
8 0.0612
9 0.1199
10 0.0
11 0.0976
12 0.0
13 0.0
14 0.0
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0
23 0.0
| O43617
1 0.0
2 0.0
3 0.0
4 0.5129
5 0.092
6 0.0
7 0.0
8 0.3951
9 0.0
10 0.0
11 0.0
12 0.0
13 0.0
14 0.0
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0
23 0.0
| O43681
1 0.0
2 0.0614
3 0.0
4 0.0
5 0.0
6 0.0
7 0.0004
8 0.0
9 0.0283
10 0.0
11 0.0292
12 0.0997
13 0.7162
14 0.0063
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0
23 0.0585
| O43684
1 0.0
2 0.0111
3 0.0155
4 0.0203
5 0.0122
6 0.0112
7 0.0235
8 0.0222
9 0.0174
10 0.0468
11 0.2405
12 0.1956
13 0.207
14 0.0794
15 0.0
16 0.0305
17 0.0155
18 0.0166
19 0.0
20 0.0
21 0.0
22 0.0135
23 0.0212
| O43709
1 0.0
2 0.0
3 0.0
4 0.0
5 0.0
6 0.0
7 0.0
8 0.0
9 1.0
10 0.0
11 0.0
12 0.0
13 0.0
14 0.0
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0
23 0.0
| O43760
1 0.0
2 0.059
3 0.0
4 0.251
5 0.3071
6 0.0
7 0.0732
8 0.0341
9 0.1144
10 0.0
11 0.1612
12 0.0
13 0.0
14 0.0
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0
23 0.0
| O43765
1 0.0
2 0.0
3 0.0
4 0.0
5 0.0
6 0.0
7 0.0
8 0.0
9 0.0
10 0.2533
11 0.7467
12 0.0
13 0.0
14 0.0
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0
23 0.0
| O43809
1 0.0
2 0.0109
3 0.0055
4 0.0114
5 0.8444
6 0.0432
7 0.0113
8 0.0068
9 0.0052
10 0.0
11 0.0041
12 0.0222
13 0.0055
14 0.0194
15 0.0
16 0.0
17 0.0004
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0097
23 0.0
| O43837
1 0.0
2 0.0032
3 0.0026
4 0.0241
5 0.0228
6 0.0
7 0.0186
8 0.0009
9 0.0028
10 0.085
11 0.0247
12 0.0
13 0.4618
14 0.2112
15 0.0
16 0.0
17 0.0692
18 0.0403
19 0.0022
20 0.0
21 0.0
22 0.0305
23 0.0
| O60256
1 0.0
2 0.0187
3 0.0129
4 0.057
5 0.0224
6 0.0179
7 0.0719
8 0.0224
9 0.019
10 0.0607
11 0.2082
12 0.3318
13 0.1033
14 0.0
15 0.0
16 0.0
17 0.0
18 0.0072
19 0.0
20 0.0
21 0.0
22 0.0261
23 0.0204
| O60547
1 0.0
2 0.0
3 0.0
4 0.0
5 0.0
6 0.0
7 0.0
8 0.0
9 0.0
10 0.0
11 0.0
12 0.0
13 1.0
14 0.0
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0
23 0.0
| O60664
1 0.0
2 0.0381
3 0.0
4 0.0424
5 0.0008
6 0.0
7 0.0299
8 0.0144
9 0.0235
10 0.0406
11 0.0327
12 0.0406
13 0.0566
14 0.0
15 0.0
16 0.0696
17 0.3934
18 0.1862
19 0.0042
20 0.0
21 0.0
22 0.027
23 0.0
| O60684
1 0.0
2 0.0629
3 0.0
4 0.0
5 0.0
6 0.0
7 0.043
8 0.013
9 0.0458
10 0.0
11 0.0258
12 0.0
13 0.0377
14 0.0
15 0.0
16 0.0
17 0.0487
18 0.0906
19 0.0949
20 0.0
21 0.0
22 0.4051
23 0.1325
| P52294
1 0.0
2 0.0629
3 0.0
4 0.0
5 0.0
6 0.0
7 0.043
8 0.013
9 0.0458
10 0.0
11 0.0258
12 0.0
13 0.0377
14 0.0
15 0.0
16 0.0
17 0.0487
18 0.0906
19 0.0949
20 0.0
21 0.0
22 0.4051
23 0.1325
| O15131
1 0.0
2 0.0629
3 0.0
4 0.0
5 0.0
6 0.0
7 0.043
8 0.013
9 0.0458
10 0.0
11 0.0258
12 0.0
13 0.0377
14 0.0
15 0.0
16 0.0
17 0.0487
18 0.0906
19 0.0949
20 0.0
21 0.0
22 0.4051
23 0.1325
| O60701
1 0.0
2 0.0186
3 0.0482
4 0.0316
5 0.0244
6 0.0298
7 0.0269
8 0.0677
9 0.0282
10 0.0133
11 0.0166
12 0.0163
13 0.0337
14 0.0481
15 0.0
16 0.0012
17 0.0209
18 0.0441
19 0.0394
20 0.0006
21 0.0
22 0.3396
23 0.151
| O60762
1 0.0
2 0.0
3 0.0603
4 0.0116
5 0.0366
6 0.4768
7 0.1614
8 0.1216
9 0.0204
10 0.0086
11 0.0141
12 0.0014
13 0.001
14 0.0044
15 0.0
16 0.0
17 0.0266
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0552
23 0.0
| Q99880
1 0.0
2 0.2943
3 0.2279
4 0.2091
5 0.0437
6 0.027
7 0.102
8 0.0377
9 0.0243
10 0.0339
11 0.0
12 0.0
13 0.0
14 0.0
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0
23 0.0
| Q99879
1 0.0
2 0.2943
3 0.2279
4 0.2091
5 0.0437
6 0.027
7 0.102
8 0.0377
9 0.0243
10 0.0339
11 0.0
12 0.0
13 0.0
14 0.0
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0
23 0.0
| Q99877
1 0.0
2 0.2943
3 0.2279
4 0.2091
5 0.0437
6 0.027
7 0.102
8 0.0377
9 0.0243
10 0.0339
11 0.0
12 0.0
13 0.0
14 0.0
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0
23 0.0
| Q93079
1 0.0
2 0.2943
3 0.2279
4 0.2091
5 0.0437
6 0.027
7 0.102
8 0.0377
9 0.0243
10 0.0339
11 0.0
12 0.0
13 0.0
14 0.0
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0
23 0.0
| Q5QNW6
1 0.0
2 0.2943
3 0.2279
4 0.2091
5 0.0437
6 0.027
7 0.102
8 0.0377
9 0.0243
10 0.0339
11 0.0
12 0.0
13 0.0
14 0.0
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0
23 0.0
| Q16778
1 0.0
2 0.2943
3 0.2279
4 0.2091
5 0.0437
6 0.027
7 0.102
8 0.0377
9 0.0243
10 0.0339
11 0.0
12 0.0
13 0.0
14 0.0
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0
23 0.0
| P62807
1 0.0
2 0.2943
3 0.2279
4 0.2091
5 0.0437
6 0.027
7 0.102
8 0.0377
9 0.0243
10 0.0339
11 0.0
12 0.0
13 0.0
14 0.0
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0
23 0.0
| P58876
1 0.0
2 0.2943
3 0.2279
4 0.2091
5 0.0437
6 0.027
7 0.102
8 0.0377
9 0.0243
10 0.0339
11 0.0
12 0.0
13 0.0
14 0.0
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0
23 0.0
| P33778
1 0.0
2 0.2943
3 0.2279
4 0.2091
5 0.0437
6 0.027
7 0.102
8 0.0377
9 0.0243
10 0.0339
11 0.0
12 0.0
13 0.0
14 0.0
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0
23 0.0
| P23527
1 0.0
2 0.2943
3 0.2279
4 0.2091
5 0.0437
6 0.027
7 0.102
8 0.0377
9 0.0243
10 0.0339
11 0.0
12 0.0
13 0.0
14 0.0
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0
23 0.0
| P06899
1 0.0
2 0.2943
3 0.2279
4 0.2091
5 0.0437
6 0.027
7 0.102
8 0.0377
9 0.0243
10 0.0339
11 0.0
12 0.0
13 0.0
14 0.0
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0
23 0.0
| O60814
1 0.0
2 0.2943
3 0.2279
4 0.2091
5 0.0437
6 0.027
7 0.102
8 0.0377
9 0.0243
10 0.0339
11 0.0
12 0.0
13 0.0
14 0.0
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0
23 0.0
| P57053
1 0.0
2 0.2943
3 0.2279
4 0.2091
5 0.0437
6 0.027
7 0.102
8 0.0377
9 0.0243
10 0.0339
11 0.0
12 0.0
13 0.0
14 0.0
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0
23 0.0
| Q8N257
1 0.0
2 0.2943
3 0.2279
4 0.2091
5 0.0437
6 0.027
7 0.102
8 0.0377
9 0.0243
10 0.0339
11 0.0
12 0.0
13 0.0
14 0.0
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0
23 0.0
| Q96A08
1 0.0
2 0.2943
3 0.2279
4 0.2091
5 0.0437
6 0.027
7 0.102
8 0.0377
9 0.0243
10 0.0339
11 0.0
12 0.0
13 0.0
14 0.0
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0
23 0.0
| Q6DRA6
1 0.0
2 0.2943
3 0.2279
4 0.2091
5 0.0437
6 0.027
7 0.102
8 0.0377
9 0.0243
10 0.0339
11 0.0
12 0.0
13 0.0
14 0.0
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0
23 0.0
| Q6DN03
1 0.0
2 0.2943
3 0.2279
4 0.2091
5 0.0437
6 0.027
7 0.102
8 0.0377
9 0.0243
10 0.0339
11 0.0
12 0.0
13 0.0
14 0.0
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0
23 0.0
| O60828
1 0.0
2 0.0
3 0.0
4 0.0
5 0.0
6 0.0
7 0.0
8 0.0
9 0.0
10 0.9617
11 0.0
12 0.0
13 0.0383
14 0.0
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0
23 0.0
| O60831
1 0.0
2 0.6587
3 0.0956
4 0.0
5 0.0
6 0.0359
7 0.0
8 0.0502
9 0.0
10 0.0359
11 0.0327
12 0.0
13 0.0599
14 0.031
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0
23 0.0
| O60884
1 0.0
2 0.0
3 0.0
4 0.0
5 0.0
6 0.0
7 0.0191
8 0.0
9 0.0
10 0.0
11 0.0106
12 0.0
13 0.0
14 0.0
15 0.0
16 0.9704
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0
23 0.0
| O75131
1 0.0
2 0.0
3 0.0242
4 0.0072
5 0.0513
6 0.0041
7 0.0062
8 0.0301
9 0.0
10 0.0034
11 0.0394
12 0.0047
13 0.0329
14 0.0
15 0.0
16 0.0
17 0.0037
18 0.0
19 0.0
20 0.0
21 0.0
22 0.7821
23 0.0108
| Q96FN4
1 0.0
2 0.0
3 0.0242
4 0.0072
5 0.0513
6 0.0041
7 0.0062
8 0.0301
9 0.0
10 0.0034
11 0.0394
12 0.0047
13 0.0329
14 0.0
15 0.0
16 0.0
17 0.0037
18 0.0
19 0.0
20 0.0
21 0.0
22 0.7821
23 0.0108
| O95741
1 0.0
2 0.0
3 0.0242
4 0.0072
5 0.0513
6 0.0041
7 0.0062
8 0.0301
9 0.0
10 0.0034
11 0.0394
12 0.0047
13 0.0329
14 0.0
15 0.0
16 0.0
17 0.0037
18 0.0
19 0.0
20 0.0
21 0.0
22 0.7821
23 0.0108
| O75208
1 0.0
2 0.0
3 0.0
4 0.0
5 0.0
6 0.0
7 0.0
8 0.0
9 0.8591
10 0.1409
11 0.0
12 0.0
13 0.0
14 0.0
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0
23 0.0
| O75223
1 0.0
2 0.6915
3 0.0
4 0.1687
5 0.1075
6 0.0
7 0.0075
8 0.0
9 0.0
10 0.0072
11 0.0061
12 0.0047
13 0.0
14 0.0
15 0.0
16 0.0
17 0.0028
18 0.004
19 0.0
20 0.0
21 0.0
22 0.0
23 0.0
| O75340
1 0.0
2 0.4452
3 0.0739
4 0.2394
5 0.0155
6 0.0183
7 0.0204
8 0.0226
9 0.0231
10 0.0249
11 0.0284
12 0.0246
13 0.0226
14 0.0178
15 0.0
16 0.0017
17 0.0011
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0112
23 0.0093
| O75367
1 0.0
2 0.0228
3 0.0024
4 0.0337
5 0.0296
6 0.0013
7 0.0109
8 0.033
9 0.0008
10 0.0092
11 0.0
12 0.7726
13 0.0444
14 0.0374
15 0.0
16 0.0
17 0.0
18 0.001
19 0.0
20 0.0
21 0.0
22 0.0009
23 0.0
| Q9P0M6
1 0.0
2 0.0228
3 0.0024
4 0.0337
5 0.0296
6 0.0013
7 0.0109
8 0.033
9 0.0008
10 0.0092
11 0.0
12 0.7726
13 0.0444
14 0.0374
15 0.0
16 0.0
17 0.0
18 0.001
19 0.0
20 0.0
21 0.0
22 0.0009
23 0.0
| O75396
1 0.0
2 0.0252
3 0.0261
4 0.6145
5 0.093
6 0.0887
7 0.0213
8 0.014
9 0.0156
10 0.011
11 0.008
12 0.0094
13 0.0119
14 0.0011
15 0.0
16 0.0
17 0.0005
18 0.0046
19 0.0096
20 0.0
21 0.0
22 0.0123
23 0.0332
| O75436
1 0.0
2 0.0037
3 0.0018
4 0.0124
5 0.0237
6 0.0
7 0.0159
8 0.0148
9 0.0214
10 0.0044
11 0.6249
12 0.1882
13 0.0457
14 0.0162
15 0.0
16 0.0
17 0.0195
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0073
23 0.0
| O75494
1 0.0
2 0.0922
3 0.1797
4 0.0096
5 0.1495
6 0.0
7 0.1128
8 0.0
9 0.2232
10 0.1533
11 0.0268
12 0.0105
13 0.0141
14 0.007
15 0.0
16 0.0045
17 0.0051
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0116
23 0.0
| O75607
1 0.0
2 0.3209
3 0.1182
4 0.0686
5 0.1716
6 0.1207
7 0.0576
8 0.0113
9 0.0
10 0.0099
11 0.0101
12 0.009
