|	P35900
15	0.7463207404035807
19	0.25367925959641935
|	P02649
10	1.0
|	A4D1E9
13	1.0
|	A6NDG6
8	1.0
|	O00148
19	0.594810379241517
21	0.405189620758483
|	O00151
9	0.8751696065128901
12	0.12483039348710989
|	O00154
11	0.4089004190780283
14	0.5910995809219717
|	O00165
8	1.0
|	O00217
2	1.0
|	O00231
14	1.0
|	O00232
19	0.8362395754359363
21	0.1637604245640637
|	O00233
5	0.4184559710494572
6	0.5815440289505428
|	O00264
3	1.0
|	O00273
12	0.508347602739726
14	0.49165239726027404
|	O00299
6	1.0
|	O00487
8	0.7536069790851134
11	0.24639302091488643
|	O00505
19	0.1754810113830966
20	0.7090762566737182
22	0.11544273194318526
|	O00560
7	1.0
|	O00625
8	1.0
|	O00629
20	1.0
|	O00764
8	0.11798819063686211
9	0.690109658371995
11	0.191902150991143
|	O14530
6	1.0
|	O14656
9	0.8493333333333334
12	0.15066666666666667
|	O14684
0	0.3456948993916706
1	0.45519419747309314
3	0.19911090313523633
|	O14818
5	1.0
|	Q8TAA3
5	1.0
|	O14828
11	0.39237451737451734
13	0.31322393822393824
15	0.29440154440154437
|	O14880
0	0.24002047082906855
1	0.5835892186966906
3	0.17639031047424086
|	O14908
11	0.7063315303849825
13	0.2936684696150175
|	O14925
2	0.47489809053851106
4	0.5251019094614889
|	P19105
0	1.0
|	O14950
0	1.0
|	P24844
0	1.0
|	O15160
12	0.291164913170237
13	0.7088350868297629
|	O15173
5	1.0
|	O15347
3	1.0
|	O15372
12	1.0
|	O15400
9	0.4166
10	0.5834
|	O15498
3	1.0
|	O15533
15	0.8282483464902923
17	0.17175165350970772
|	O43148
19	1.0
|	O43175
19	0.21839716626079256
20	0.7816028337392075
|	O43324
0	0.6865630205441421
1	0.14575235980011106
3	0.16768461965574682
|	O43396
8	0.48371356982724517
9	0.5162864301727549
|	O43399
4	0.15675165250236073
5	0.8432483474976393
|	Q8NHP1
9	1.0
|	O43598
1	1.0
|	O43660
19	1.0
|	O43681
12	1.0
|	O43684
10	0.15242881072026798
11	0.4317420435510888
13	0.2402289223897264
14	0.1756002233389168
|	O43809
4	1.0
|	O43813
14	1.0
|	O43818
19	0.2589315341223316
20	0.7410684658776685
|	O43837
12	0.14226038524019494
13	0.6417962404270132
15	0.21594337433279182
|	O43865
20	0.8454157782515991
22	0.15458422174840086
|	O60256
11	0.7354651162790697
14	0.2645348837209302
|	O60547
13	1.0
|	O60573
5	0.19
6	0.81
|	O60664
14	0.1667128987517337
15	0.6576976421636616
17	0.1755894590846047
|	O60701
19	0.28540772532188846
20	0.551931330472103
22	0.1626609442060086
|	O60762
5	0.3491514770584538
6	0.6508485229415462
|	Q99880
0	0.30798632065982706
1	0.6920136793401729
|	Q99879
0	0.30798632065982706
1	0.6920136793401729
|	Q99877
0	0.30798632065982706
1	0.6920136793401729
|	Q93079
0	0.30798632065982706
1	0.6920136793401729
|	Q5QNW6
0	0.30798632065982706
1	0.6920136793401729
|	P62807
0	0.30798632065982706
1	0.6920136793401729
|	P58876
0	0.30798632065982706
1	0.6920136793401729
|	P57053
0	0.30798632065982706
1	0.6920136793401729
|	O60814
0	0.30798632065982706
1	0.6920136793401729
|	Q16778
0	0.30798632065982706
1	0.6920136793401729
|	P33778
0	0.30798632065982706
1	0.6920136793401729
|	P23527
0	0.30798632065982706
1	0.6920136793401729
|	P06899
0	0.30798632065982706
1	0.6920136793401729
|	Q8N257
0	0.30798632065982706
1	0.6920136793401729
|	Q96A08
0	0.30798632065982706
1	0.6920136793401729
|	O60828
9	0.4402869757174393
10	0.5597130242825606
|	O60832
20	1.0
|	O60884
15	1.0
|	O75131
21	0.544315333789018
22	0.45568466621098197
|	Q96FN4
21	0.544315333789018
22	0.45568466621098197
|	Q8IYJ1
21	0.544315333789018
22	0.45568466621098197
|	O95741
21	0.544315333789018
22	0.45568466621098197
|	O75208
8	1.0
|	O75223
1	0.42179938407391115
4	0.5782006159260888
|	O75340
1	0.8301000120496446
3	0.16989998795035544
|	O75367
11	1.0
|	O75396
3	0.7691135734072023
5	0.23088642659279776
|	O75414
1	1.0
|	O75436
10	1.0
|	O75494
8	0.28281211524255107
11	0.7171878847574489
|	Q8WXF0
8	0.28281211524255107
11	0.7171878847574489
|	O75521
13	1.0
|	O75607
1	0.5621877801972589
4	0.23030613551940565
5	0.2075060842833355
|	O75718
14	0.30850229640416715
15	0.6914977035958328
|	O75792
7	1.0
|	O75794
14	0.14792122538293212
15	0.8520787746170678
|	O75822
8	0.14133876074174584
9	0.8586612392582542
|	O75937
7	0.1819162969180957
8	0.8180837030819044
|	O75947
2	0.5780983755537885
3	0.42190162444621154
|	O75955
14	0.3241
15	0.6759
|	O76003
11	1.0
|	O76021
21	0.2228
22	0.7772
|	O76071
11	0.8368433793270394
14	0.16315662067296055
|	O94905
12	0.2850529906200512
13	0.7149470093799488
|	O95232
19	0.2482240296509832
20	0.7517759703490168
|	O95292
6	1.0
|	O95299
11	0.7533931168201649
13	0.24660688317983515
|	O95336
5	1.0
|	O95433
11	0.1108534834934305
12	0.5719333112509661
14	0.31721320525560337
|	O95456
7	1.0
|	O95478
7	0.8614
9	0.1386
|	O95551
15	1.0
|	O95571
4	0.6503424657534246
6	0.34965753424657536
|	O95707
5	1.0
|	O95716
4	0.4423442344234424
6	0.5576557655765576
|	P20337
4	0.4423442344234424
6	0.5576557655765576
|	P20336
4	0.4423442344234424
6	0.5576557655765576
|	Q96E17
4	0.4423442344234424
6	0.5576557655765576
|	O95747
20	0.6493
22	0.3507
|	O95816
3	1.0
|	O95861
11	0.6216814159292036
13	0.3783185840707965
|	O95900
10	1.0
|	O95989
1	1.0
|	O96000
1	0.5058394160583941
2	0.30602189781021893
4	0.18813868613138682
|	O96008
11	0.5086690464048954
14	0.49133095359510454
|	O96019
15	1.0
|	O94805
15	1.0
|	P00387
8	1.0
|	P00390
19	1.0
|	P00492
4	0.8207466861242856
6	0.17925331387571447
|	P00558
13	1.0
|	P00568
3	0.45
4	0.5499999999999999
|	P00966
14	1.0
|	P01111
1	0.6493352326685661
3	0.17889363722697058
4	0.17177113010446346
|	P01116
1	0.6493352326685661
3	0.17889363722697058
4	0.17177113010446346
|	P01112
1	0.6493352326685661
3	0.17889363722697058
4	0.17177113010446346
|	P01891
12	0.18293446936474125
13	0.6447813557198346
15	0.17228417491542414
|	P30459
12	0.18293446936474125
13	0.6447813557198346
15	0.17228417491542414
|	P16189
12	0.18293446936474125
13	0.6447813557198346
15	0.17228417491542414
|	P16190
12	0.18293446936474125
13	0.6447813557198346
15	0.17228417491542414
|	P30512
12	0.18293446936474125
13	0.6447813557198346
15	0.17228417491542414
|	P10314
12	0.18293446936474125
13	0.6447813557198346
15	0.17228417491542414
|	P30511
12	0.18293446936474125
13	0.6447813557198346
15	0.17228417491542414
|	P02792
1	1.0
|	P02794
1	1.0
|	P04040
20	1.0
|	P04062
20	0.22579263067694944
21	0.39342330762639244
22	0.38078406169665807
|	P04075
10	0.374331550802139
11	0.32761874803397295
13	0.29804970116388807
|	P05062
10	0.374331550802139
11	0.32761874803397295
13	0.29804970116388807
|	P04183
4	0.3765
5	0.6234999999999999
|	P04406
9	0.6793415847900982
11	0.32065841520990174
|	P04632
5	1.0
|	Q96L46
5	1.0
|	P04792
4	0.3771736468283125
5	0.6228263531716874
|	P04818
8	0.5052913785804994
10	0.4947086214195005
|	P04899
13	0.7417264927333217
15	0.25827350726667836
|	P11488
13	0.7417264927333217
15	0.25827350726667836
|	P09471
13	0.7417264927333217
15	0.25827350726667836
|	P19087
13	0.7417264927333217
15	0.25827350726667836
|	A8MTJ3
13	0.7417264927333217
15	0.25827350726667836
|	P38405
13	0.7417264927333217
15	0.25827350726667836
|	Q9BTM1
2	0.43250817375058387
3	0.5674918262494162
|	Q93077
2	0.43250817375058387
3	0.5674918262494162
|	Q7L7L0
2	0.43250817375058387
3	0.5674918262494162
|	Q6FI13
2	0.43250817375058387
3	0.5674918262494162
|	P20671
2	0.43250817375058387
3	0.5674918262494162
|	P0C0S8
2	0.43250817375058387
3	0.5674918262494162
|	P04908
2	0.43250817375058387
3	0.5674918262494162
|	Q96QV6
2	0.43250817375058387
3	0.5674918262494162
|	P16104
2	0.43250817375058387
3	0.5674918262494162
|	P05091
19	0.6133874239350914
20	0.38661257606490873
|	P00352
19	0.6133874239350914
20	0.38661257606490873
|	P47895
19	0.6133874239350914
20	0.38661257606490873
|	O94788
19	0.6133874239350914
20	0.38661257606490873
|	P05198
10	1.0
|	P05388
9	1.0
|	Q8NHW5
9	1.0
|	P05455
15	1.0
|	P05534
12	0.13042057093048595
13	0.6539551100457616
15	0.21562431902375245
|	P30447
12	0.13042057093048595
13	0.6539551100457616
15	0.21562431902375245
|	Q14525
14	1.0
|	Q15323
14	1.0
|	P06132
11	0.2127
12	0.4631
13	0.3242
|	P06730
4	0.8578467602857847
7	0.1421532397142153
|	P06733
15	1.0
|	P06748
9	0.16690381331815596
10	0.833096186681844
|	P06753
7	1.0
|	P07195
9	1.0
|	P07203
2	0.5252347417840376
5	0.2014866979655712
6	0.27327856025039127
|	P07237
19	1.0
|	P07437
19	0.3295840962594821
20	0.6704159037405178
|	A6NNZ2
19	0.3295840962594821
20	0.6704159037405178
|	Q9H4B7
19	0.3295840962594821
20	0.6704159037405178
|	P07711
11	0.749940234281616
13	0.2500597657183839
|	P43235
11	0.749940234281616
13	0.2500597657183839
|	O60911
11	0.749940234281616
13	0.2500597657183839
|	P07737
0	0.43956889915319475
1	0.5604311008468053
|	P07741
2	0.6712184873949579
4	0.328781512605042
|	Q58FG1
15	1.0
|	P07910
11	1.0
|	P0DMR1
11	1.0
|	O60812
11	1.0
|	B7ZW38
11	1.0
|	B2RXH8
11	1.0
