| P35900
7 0.0
8 0.0
9 0.0013
10 0.0
11 0.0
12 0.0046
13 0.0
14 0.0
15 0.0035
16 0.0036
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0
23 0.0
| P09429
1 0.008
2 0.0059
3 0.0048
4 0.0324
5 0.4852
6 0.3033
7 0.0076
8 0.0278
9 0.0666
10 0.0155
11 0.0081
12 0.0039
13 0.0043
14 0.0025
15 0.006
16 0.0011
17 0.0
18 0.0
19 0.0
20 0.0041
21 0.0029
22 0.0034
23 0.0064
| B2RPK0
1 0.008
2 0.0059
3 0.0048
4 0.0324
5 0.4852
6 0.3033
7 0.0076
8 0.0278
9 0.0666
10 0.0155
11 0.0081
12 0.0039
13 0.0043
14 0.0025
15 0.006
16 0.0011
17 0.0
18 0.0
19 0.0
20 0.0041
21 0.0029
22 0.0034
23 0.0064
| P09488
1 0.0
2 0.0
3 0.0
4 0.0
5 0.271
6 0.5864
7 0.0904
8 0.0
9 0.0
10 0.0
11 0.0522
12 0.0
13 0.0
14 0.0
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0
23 0.0
| Q03013
1 0.0
2 0.0
3 0.0
4 0.0
5 0.271
6 0.5864
7 0.0904
8 0.0
9 0.0
10 0.0
11 0.0522
12 0.0
13 0.0
14 0.0
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0
23 0.0
| P09622
1 0.0148
2 0.0
3 0.0006
4 0.0
5 0.0192
6 0.0108
7 0.0276
8 0.0118
9 0.0123
10 0.0343
11 0.0205
12 0.018
13 0.0
14 0.0204
15 0.0195
16 0.0227
17 0.0
18 0.0
19 0.0
20 0.5266
21 0.1975
22 0.0237
23 0.0194
| Q32P51
1 0.0056
2 0.0056
3 0.0055
4 0.0096
5 0.0096
6 0.0126
7 0.0284
8 0.081
9 0.6171
10 0.0552
11 0.0711
12 0.0493
13 0.007
14 0.0118
15 0.0053
16 0.0086
17 0.0
18 0.0
19 0.0
20 0.0032
21 0.004
22 0.0043
23 0.0052
| P09661
1 0.0412
2 0.0
3 0.0
4 0.0345
5 0.1034
6 0.002
7 0.5514
8 0.0724
9 0.0255
10 0.0197
11 0.0
12 0.0687
13 0.0432
14 0.0087
15 0.0
16 0.009
17 0.0
18 0.0
19 0.0
20 0.0113
21 0.0
22 0.0
23 0.0091
| P09972
1 0.0
2 0.0
3 0.0
4 0.0026
5 0.006
6 0.0
7 0.0021
8 0.0
9 0.0225
10 0.0463
11 0.1148
12 0.309
13 0.1278
14 0.2362
15 0.0848
16 0.0429
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0017
22 0.0031
23 0.0
| P62987
1 0.0125
2 0.0269
3 0.0632
4 0.1658
5 0.0416
6 0.0236
7 0.0595
8 0.0493
9 0.035
10 0.0641
11 0.0429
12 0.0507
13 0.0099
14 0.0568
15 0.0577
16 0.0778
17 0.0
18 0.0
19 0.0
20 0.0457
21 0.0546
22 0.0506
23 0.0118
| P62979
1 0.0125
2 0.0269
3 0.0632
4 0.1658
5 0.0416
6 0.0236
7 0.0595
8 0.0493
9 0.035
10 0.0641
11 0.0429
12 0.0507
13 0.0099
14 0.0568
15 0.0577
16 0.0778
17 0.0
18 0.0
19 0.0
20 0.0457
21 0.0546
22 0.0506
23 0.0118
| P0CG47
1 0.0125
2 0.0269
3 0.0632
4 0.1658
5 0.0416
6 0.0236
7 0.0595
8 0.0493
9 0.035
10 0.0641
11 0.0429
12 0.0507
13 0.0099
14 0.0568
15 0.0577
16 0.0778
17 0.0
18 0.0
19 0.0
20 0.0457
21 0.0546
22 0.0506
23 0.0118
| Q01081
1 0.0
2 0.0
3 0.0
4 0.0003
5 0.0005
6 0.0004
7 0.0004
8 0.0
9 0.2481
10 0.6558
11 0.0549
12 0.0
13 0.0
14 0.0142
15 0.0004
16 0.0
17 0.0
18 0.0
19 0.0
20 0.0054
21 0.0002
22 0.0046
23 0.0149
| P0DN76
1 0.0
2 0.0
3 0.0
4 0.0003
5 0.0005
6 0.0004
7 0.0004
8 0.0
9 0.2481
10 0.6558
11 0.0549
12 0.0
13 0.0
14 0.0142
15 0.0004
16 0.0
17 0.0
18 0.0
19 0.0
20 0.0054
21 0.0002
22 0.0046
23 0.0149
| P10301
1 0.0
2 0.0053
3 0.0972
4 0.3184
5 0.091
6 0.4008
7 0.069
8 0.0136
9 0.0024
10 0.0
11 0.0024
12 0.0
13 0.0
14 0.0
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0
23 0.0
| P62070
1 0.0
2 0.0053
3 0.0972
4 0.3184
5 0.091
6 0.4008
7 0.069
8 0.0136
9 0.0024
10 0.0
11 0.0024
12 0.0
13 0.0
14 0.0
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0
23 0.0
| P10316
1 0.0
2 0.0
3 0.0
4 0.0
5 0.0
6 0.0
7 0.0
8 0.0
9 0.0
10 0.0
11 0.0
12 0.0
13 0.0558
14 0.5273
15 0.1473
16 0.25
17 0.0
18 0.0
19 0.0
20 0.0097
21 0.0
22 0.01
23 0.0
| P01892
1 0.0
2 0.0
3 0.0
4 0.0
5 0.0
6 0.0
7 0.0
8 0.0
9 0.0
10 0.0
11 0.0
12 0.0
13 0.0558
14 0.5273
15 0.1473
16 0.25
17 0.0
18 0.0
19 0.0
20 0.0097
21 0.0
22 0.01
23 0.0
| P10620
1 0.1787
2 0.4715
3 0.0398
4 0.0517
5 0.0275
6 0.0235
7 0.006
8 0.0029
9 0.0627
10 0.0113
11 0.0359
12 0.0315
13 0.0017
14 0.0022
15 0.0021
16 0.0003
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0186
22 0.0123
23 0.0198
| P10644
1 0.0
2 0.0
3 0.0
4 0.0
5 0.0
6 0.0
7 0.0
8 0.0
9 0.0
10 0.0
11 0.0
12 0.0
13 0.0
14 0.0584
15 0.0
16 0.9416
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0
23 0.0
| P10768
1 0.0
2 0.0
3 0.0
4 0.0011
5 0.0
6 0.0177
7 0.2802
8 0.4465
9 0.0812
10 0.0487
11 0.0418
12 0.0329
13 0.0006
14 0.0018
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0
20 0.0449
21 0.0013
22 0.0013
23 0.0
| P11117
1 0.0
2 0.0115
3 0.0
4 0.0022
5 0.0026
6 0.0039
7 0.0014
8 0.003
9 0.0005
10 0.0
11 0.0004
12 0.0054
13 0.0041
14 0.0
15 0.0
16 0.0636
17 0.0
18 0.0
19 0.0
20 0.1418
21 0.264
22 0.2603
23 0.2352
| P11172
1 0.0
2 0.0
3 0.0
4 0.1104
5 0.0
6 0.0
7 0.0
8 0.1179
9 0.0
10 0.0
11 0.0
12 0.0
13 0.0
14 0.0
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0
20 0.7717
21 0.0
22 0.0
23 0.0
| P11233
1 0.004
2 0.0
3 0.0037
4 0.0184
5 0.6641
6 0.0405
7 0.0976
8 0.0105
9 0.0
10 0.0
11 0.0
12 0.0367
13 0.0148
14 0.0121
15 0.019
16 0.0107
17 0.0
18 0.0
19 0.0
20 0.0211
21 0.0266
22 0.0
23 0.0201
| P11279
1 0.0231
2 0.0
3 0.0
4 0.0
5 0.0
6 0.0189
7 0.025
8 0.0
9 0.0198
10 0.0
11 0.0
12 0.042
13 0.0
14 0.0
15 0.2655
16 0.5584
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0473
23 0.0
| P11766
1 0.0
2 0.0024
3 0.0702
4 0.0012
5 0.0018
6 0.0353
7 0.0
8 0.0
9 0.0093
10 0.081
11 0.1737
12 0.4168
13 0.0411
14 0.086
15 0.0432
16 0.0173
17 0.0
18 0.0
19 0.0
20 0.0
21 0.003
22 0.0
23 0.0177
| P11802
1 0.0012
2 0.0133
3 0.0
4 0.0017
5 0.0021
6 0.0023
7 0.1225
8 0.5102
9 0.0568
10 0.2039
11 0.002
12 0.0506
13 0.0152
14 0.0
15 0.0
16 0.0012
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0018
22 0.0017
23 0.0135
| P11908
1 0.0032
2 0.0
3 0.0
4 0.0
5 0.0023
6 0.0
7 0.0
8 0.0933
9 0.6079
10 0.0
11 0.1075
12 0.1143
13 0.0119
14 0.0
15 0.0
16 0.0054
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0
23 0.0542
| P12004
1 0.007
2 0.0143
3 0.0087
4 0.0064
5 0.0143
6 0.0093
7 0.0215
8 0.2279
9 0.33
10 0.0871
11 0.0624
12 0.0525
13 0.0138
14 0.0563
15 0.0346
16 0.0292
17 0.0
18 0.0
19 0.0
20 0.0046
21 0.0068
22 0.0054
23 0.0078
| P12081
1 0.0069
2 0.0763
3 0.0109
4 0.0019
5 0.0132
6 0.0
7 0.0274
8 0.0137
9 0.0068
10 0.0106
11 0.0074
12 0.0237
13 0.0137
14 0.0309
15 0.026
16 0.1232
17 0.0
18 0.1078
19 0.0
20 0.2369
21 0.1825
22 0.0689
23 0.0112
| P12268
1 0.0128
2 0.007
3 0.0081
4 0.0099
5 0.0081
6 0.0124
7 0.0122
8 0.0167
9 0.0085
10 0.0063
11 0.0139
12 0.0119
13 0.0121
14 0.0157
15 0.0145
16 0.0173
17 0.0
18 0.0
19 0.0
20 0.2351
21 0.2897
22 0.1773
23 0.1104
| P12277
1 0.0063
2 0.0126
3 0.0055
4 0.0033
5 0.0033
6 0.007
7 0.0073
8 0.0065
9 0.0094
10 0.0079
11 0.0124
12 0.0137
13 0.0122
14 0.3301
15 0.3378
16 0.2043
17 0.0
18 0.0
19 0.0
20 0.0056
21 0.0063
22 0.0032
23 0.0052
| P06732
1 0.0063
2 0.0126
3 0.0055
4 0.0033
5 0.0033
6 0.007
7 0.0073
8 0.0065
9 0.0094
10 0.0079
11 0.0124
12 0.0137
13 0.0122
14 0.3301
15 0.3378
16 0.2043
17 0.0
18 0.0
19 0.0
20 0.0056
21 0.0063
22 0.0032
23 0.0052
| P12532
1 0.0
2 0.0011
3 0.0
4 0.0
5 0.0
6 0.0
7 0.0
8 0.0
9 0.0
10 0.0
11 0.0
12 0.0
13 0.126
14 0.3581
15 0.0526
16 0.4622
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0
23 0.0
| P17540
1 0.0
2 0.0011
3 0.0
4 0.0
5 0.0
6 0.0
7 0.0
8 0.0
9 0.0
10 0.0
11 0.0
12 0.0
13 0.126
14 0.3581
15 0.0526
16 0.4622
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0
23 0.0
| P12955
1 0.0
2 0.0
3 0.007
4 0.0
5 0.0
6 0.0
7 0.0
8 0.016
9 0.0395
10 0.0
11 0.0
12 0.0
13 0.0
14 0.0
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0
20 0.6048
21 0.2722
22 0.0606
23 0.0
| P13693
1 0.0067
2 0.0025
3 0.2396
4 0.4605
5 0.0398
6 0.0748
7 0.008
8 0.0066
9 0.0022
10 0.0
11 0.0013
12 0.0114
13 0.0
14 0.0204
15 0.0191
16 0.0292
17 0.0
18 0.0
19 0.0
20 0.0344
21 0.0173
22 0.0127
23 0.0135
| Q56UQ5
1 0.0067
2 0.0025
3 0.2396
4 0.4605
5 0.0398
6 0.0748
7 0.008
8 0.0066
9 0.0022
10 0.0
11 0.0013
12 0.0114
13 0.0
14 0.0204
15 0.0191
16 0.0292
17 0.0
18 0.0
19 0.0
20 0.0344
21 0.0173
22 0.0127
23 0.0135
| P13861
1 0.025
2 0.0034
3 0.04
4 0.0036
5 0.0
6 0.0645
7 0.0077
8 0.0182
9 0.0514
10 0.0674
11 0.012
12 0.083
13 0.0
14 0.0443
15 0.0593
16 0.2854
17 0.0
18 0.0259
19 0.0
20 0.128
21 0.0275
22 0.0218
23 0.0315
| P31323
1 0.025
2 0.0034
3 0.04
4 0.0036
5 0.0
6 0.0645
7 0.0077
8 0.0182
9 0.0514
10 0.0674
11 0.012
12 0.083
13 0.0
14 0.0443
15 0.0593
16 0.2854
17 0.0
18 0.0259
19 0.0
20 0.128
21 0.0275
22 0.0218
23 0.0315
| P13984
1 0.0
2 0.0
3 0.0
4 0.0
5 0.0
6 0.0
7 1.0
8 0.0
9 0.0
10 0.0
11 0.0
12 0.0
13 0.0
14 0.0
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0
23 0.0
| P13995
1 0.0
2 0.0
3 0.0
4 0.0
5 0.0
6 0.0
7 0.0246
8 0.0183
9 0.0175
10 0.3689
11 0.0
12 0.4516
13 0.0193
14 0.0306
15 0.0371
16 0.0322
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0
23 0.0
| P14550
1 0.0074
2 0.0
3 0.0
4 0.0089
5 0.0084
6 0.0046
7 0.0087
8 0.0062
9 0.0414
10 0.1692
11 0.2622
12 0.3078
13 0.1196
14 0.033
15 0.0071
16 0.0085
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0012
22 0.0
23 0.0058
| P14618
1 0.0021
2 0.0045
3 0.0051
4 0.0075
5 0.0062
6 0.005
7 0.0087
8 0.0056
9 0.0054
10 0.0054
11 0.0066
12 0.0083
13 0.0048
14 0.0095
15 0.01
16 0.0101
17 0.0
18 0.0065
19 0.0
20 0.285
21 0.3039
22 0.1876
23 0.1123
| P63162
1 0.0114
2 0.0105
3 0.0061
4 0.0022
5 0.6291
6 0.2194
7 0.0235
8 0.0121
9 0.011
10 0.015
11 0.0001
12 0.0063
13 0.0
14 0.0136
15 0.012
16 0.0019
17 0.0
18 0.0
19 0.0
20 0.0068
21 0.0048
22 0.01
23 0.0042
| P14678
1 0.0114
2 0.0105
3 0.0061
4 0.0022
5 0.6291
6 0.2194
7 0.0235
8 0.0121
9 0.011
10 0.015
11 0.0001
12 0.0063
13 0.0
14 0.0136
15 0.012
16 0.0019
17 0.0
18 0.0
19 0.0
20 0.0068
21 0.0048
22 0.01
23 0.0042
| Q8WVV9
1 0.0057
2 0.0147
3 0.0085
4 0.0131
5 0.0152
6 0.0236
7 0.0691
8 0.0527
9 0.0455
10 0.0197
11 0.0118
12 0.015
13 0.0117
14 0.0179
15 0.0178
16 0.0238
17 0.0
18 0.0009
19 0.0
20 0.0454
21 0.0776
22 0.2131
23 0.2972
| P15121
1 0.003
2 0.0033
3 0.0038
4 0.0085
5 0.0084
6 0.0069
7 0.0106
8 0.0122
9 0.1624
10 0.2292
11 0.0624
12 0.2799
13 0.0817
14 0.0657
15 0.0168
16 0.0113
17 0.0
18 0.0074
19 0.0
20 0.0067
21 0.0088
22 0.006
23 0.0051
| C9JRZ8
1 0.003
2 0.0033
3 0.0038
4 0.0085
5 0.0084
6 0.0069
7 0.0106
8 0.0122
9 0.1624
10 0.2292
11 0.0624
12 0.2799
13 0.0817
14 0.0657
15 0.0168
16 0.0113
17 0.0
18 0.0074
19 0.0
20 0.0067
21 0.0088
22 0.006
23 0.0051
| P15328
1 0.0069
2 0.0062
3 0.0101
4 0.0079
5 0.0087
6 0.0067
7 0.013
8 0.0645
9 0.1487
10 0.2861
11 0.1718
12 0.0641
13 0.0062
14 0.0662
15 0.0916
16 0.0413
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0
23 0.0
| P15531
1 0.2477
2 0.2915
3 0.2395
4 0.051
5 0.0196
6 0.0102
7 0.0133
8 0.0079
9 0.009
10 0.0101
11 0.0082
12 0.0071
13 0.0052
14 0.009
15 0.0167
16 0.0112
17 0.0
18 0.015
19 0.0
20 0.0063
21 0.0061
22 0.0063
23 0.0091
| P15559
1 0.006
2 0.0005
3 0.0105
4 0.0026
5 0.0371
6 0.0344
7 0.6059
8 0.0371
9 0.0567
10 0.0566
11 0.0111
12 0.0037
13 0.0043
14 0.0251
15 0.0226
16 0.0116
17 0.0
18 0.0
19 0.0
20 0.0042
21 0.0383
22 0.0254
23 0.0062
| P15880
1 0.0032
2 0.0037
3 0.0047
4 0.0073
5 0.0066
6 0.0092
7 0.0277
8 0.3762
9 0.0645
10 0.2311
11 0.0463
12 0.0735
13 0.0277
14 0.0388
15 0.0315
16 0.0194
17 0.0
18 0.0
19 0.0
20 0.0071
21 0.0089
22 0.0068
23 0.0059
| P15927
1 0.0
2 0.0
3 0.0
4 0.0
5 0.0
6 0.0
7 1.0
8 0.0
9 0.0
10 0.0
11 0.0
12 0.0
13 0.0
14 0.0
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0
23 0.0
| P16083
1 0.0
2 0.0
3 0.0
4 0.0511
5 0.8153
6 0.0926
7 0.0061
8 0.0
9 0.0
10 0.0
11 0.0
12 0.0191
13 0.0
14 0.0
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0077
22 0.0043
23 0.0038
| P16152
1 0.0066
2 0.0055
3 0.029
4 0.0186
5 0.0087
6 0.0075
7 0.0889
8 0.6183
9 0.0639
10 0.0605
11 0.0232
12 0.0139
13 0.0001
14 0.0086
15 0.0041
16 0.01
17 0.0
18 0.0
19 0.0
20 0.0028
21 0.0097
22 0.0131
23 0.0068
| P16402
1 0.0117
2 0.0007
3 0.0006
4 0.0005
5 0.0094
6 0.0008
7 0.4386
8 0.4723
9 0.025
10 0.001
11 0.0006
12 0.0
13 0.0
14 0.0225
15 0.0092
16 0.0017
17 0.0
18 0.0
19 0.0
20 0.0021
21 0.002
22 0.0012
23 0.0
| P17612
1 0.0
2 0.0
3 0.0
4 0.0
5 0.0052
6 0.0
7 0.0011
8 0.0017
9 0.0006
10 0.003
11 0.0
12 0.041
13 0.5404
14 0.358
15 0.0316
16 0.0084
17 0.0
18 0.0
19 0.0
20 0.0077
21 0.0005
22 0.0005
23 0.0004
| P22612
1 0.0
2 0.0
3 0.0
4 0.0
5 0.0052
6 0.0
7 0.0011
8 0.0017
9 0.0006
10 0.003
11 0.0
12 0.041
13 0.5404
14 0.358
15 0.0316
16 0.0084
17 0.0
18 0.0
19 0.0
20 0.0077
21 0.0005
22 0.0005
23 0.0004
| P17931
1 0.0348
2 0.0058
3 0.0
4 0.0055
5 0.0351
6 0.6986
7 0.0769
8 0.0225
9 0.0084
10 0.019
11 0.0031
12 0.004
13 0.0154
14 0.0116
15 0.0114
16 0.009
17 0.0
18 0.0
19 0.0
20 0.0135
21 0.007
22 0.0048
23 0.0136
| P17980
1 0.0028
2 0.0022
3 0.002
4 0.0
5 0.013
6 0.0
7 0.0024
8 0.0
9 0.0075
10 0.0078
11 0.0149
12 0.009
13 0.0011
14 0.0213
15 0.034
16 0.5847
17 0.0
18 0.133
19 0.0
20 0.0754
21 0.0376
22 0.0267
23 0.0245
| P18031
1 0.0
2 0.0
3 0.0
4 0.0943
5 0.0168
6 0.1522
7 0.0143
8 0.0202
9 0.0
10 0.0256
11 0.0222
12 0.0187
13 0.018
14 0.0
15 0.0577
16 0.4933
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0288
22 0.0379
23 0.0
| P18085
1 0.1358
2 0.1883
3 0.0983
4 0.4027
5 0.1273
6 0.0139
7 0.0074
8 0.0015
9 0.0007
10 0.0056
11 0.0002
12 0.0
13 0.0079
14 0.0
15 0.0008
16 0.0039
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0014
23 0.0042
| P18124
1 0.0083
2 0.005
3 0.0068
4 0.012
5 0.0095
6 0.0389
7 0.6985
8 0.0482
9 0.0358
10 0.0082
11 0.0067
12 0.0071
13 0.008
14 0.0151
15 0.0116
16 0.0093
17 0.0
18 0.0
19 0.0
20 0.0073
21 0.0207
22 0.0224
23 0.0205
| P18621
1 0.0099
2 0.2643
3 0.0622
4 0.1033
5 0.214
6 0.0841
7 0.1127
8 0.0229
9 0.0223
10 0.0102
11 0.0091
12 0.0063
13 0.0038
14 0.0107
15 0.0155
16 0.0162
17 0.0
18 0.0
19 0.0
20 0.0135
21 0.0057
22 0.0089
23 0.0045
| P18669
1 0.0113
2 0.009
3 0.0051
4 0.0079
5 0.0174
6 0.7127
7 0.0838
8 0.0673
9 0.0111
10 0.0081
11 0.0072
12 0.0056
13 0.0038
14 0.0058
15 0.0083
16 0.0069
17 0.0
18 0.0
19 0.0
20 0.0083
21 0.0099
22 0.0049
23 0.0057
| P15259
1 0.0113
2 0.009
3 0.0051
4 0.0079
5 0.0174
6 0.7127
7 0.0838
8 0.0673
9 0.0111
10 0.0081
11 0.0072
12 0.0056
13 0.0038
14 0.0058
15 0.0083
16 0.0069
17 0.0
18 0.0
19 0.0
20 0.0083
21 0.0099
22 0.0049
23 0.0057
| Q8N0Y7
1 0.0113
2 0.009
3 0.0051
4 0.0079
5 0.0174
6 0.7127
7 0.0838
8 0.0673
9 0.0111
10 0.0081
11 0.0072
12 0.0056
13 0.0038
14 0.0058
15 0.0083
16 0.0069
17 0.0
18 0.0
19 0.0
20 0.0083
21 0.0099
22 0.0049
23 0.0057
| P18754
1 0.0124
2 0.0001
3 0.0055
4 0.0116
5 0.0116
6 0.0081
7 0.0101
8 0.0109
9 0.0
10 0.0066
11 0.0001
12 0.0103
13 0.0111
14 0.0231
15 0.2424
16 0.6161
17 0.0
18 0.0
19 0.0
20 0.0096
21 0.0102
22 0.0001
23 0.0001
| P19387
1 0.0
2 0.0
3 0.0
4 0.0
5 0.0
6 0.0038
7 0.0
8 0.0
9 0.9693
10 0.0
11 0.0
12 0.0
13 0.0
14 0.0
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0095
23 0.0173
| P19388
1 0.0004
2 0.0
3 0.0011
4 0.0184
5 0.8333
6 0.1125
7 0.0012
8 0.0084
9 0.0015
10 0.0013
11 0.0007
12 0.0069
13 0.0002
14 0.0
15 0.0044
16 0.0006
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.009
23 0.0
| P19623
1 0.0227
2 0.0038
3 0.0037
4 0.0072
5 0.0027
6 0.0104
7 0.0091
8 0.2399
9 0.1302
10 0.1703
11 0.1044
12 0.0778
13 0.0546
14 0.0255
15 0.0458
16 0.0388
17 0.0
18 0.0
19 0.0
20 0.0148
21 0.0207
22 0.0009
23 0.0167
| P20338
1 0.0
2 0.0
3 0.0
4 0.763
5 0.0
6 0.237
7 0.0
8 0.0
9 0.0
10 0.0
11 0.0
12 0.0
13 0.0
14 0.0
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0
23 0.0
| P61018
1 0.0
2 0.0
3 0.0
4 0.763
5 0.0
6 0.237
7 0.0
8 0.0
9 0.0
10 0.0
11 0.0
12 0.0
13 0.0
14 0.0
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0
23 0.0
| P20339
1 0.0
2 0.0
3 0.0
4 0.2027
5 0.1841
6 0.4306
7 0.1826
8 0.0
9 0.0
10 0.0
11 0.0
12 0.0
13 0.0
14 0.0
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0
23 0.0
| P20340
1 0.0074
2 0.0135
3 0.0387
4 0.4852
5 0.2004
6 0.0637
7 0.0267
8 0.0129
9 0.0461
10 0.0082
11 0.0111
12 0.0063
13 0.0014
14 0.0087
15 0.0108
16 0.008
17 0.0
18 0.0009
19 0.0
20 0.0236
21 0.011
22 0.0056
23 0.0099
| Q9NRW1
1 0.0074
2 0.0135
3 0.0387
4 0.4852
5 0.2004
6 0.0637
7 0.0267
8 0.0129
9 0.0461
10 0.0082
11 0.0111
12 0.0063
13 0.0014
14 0.0087
15 0.0108
16 0.008
17 0.0
18 0.0009
19 0.0
20 0.0236
21 0.011
22 0.0056
23 0.0099
| P21266
1 0.0021
2 0.0
3 0.0022
4 0.0
5 0.6356
6 0.3093
7 0.0084
8 0.0045
9 0.0
10 0.0033
11 0.0
12 0.0
13 0.0
14 0.007
15 0.0034
16 0.0071
17 0.0
18 0.0
19 0.0
20 0.0048
21 0.0068
22 0.0
23 0.0056
| P46439
1 0.0021
2 0.0
3 0.0022
4 0.0
5 0.6356
6 0.3093
7 0.0084
8 0.0045
9 0.0
10 0.0033
11 0.0
12 0.0
13 0.0
14 0.007
15 0.0034
16 0.0071
17 0.0
18 0.0
19 0.0
20 0.0048
21 0.0068
22 0.0
23 0.0056
| P21281
1 0.0611
2 0.0022
3 0.0027
4 0.0
5 0.0
6 0.0026
7 0.005
8 0.0036
9 0.0
10 0.0
11 0.0
12 0.0
13 0.0241
14 0.029
15 0.0115
16 0.0
17 0.0
18 0.0
19 0.0
20 0.5428
21 0.1832
22 0.0769
23 0.0555
| P15313
1 0.0611
2 0.0022
3 0.0027
4 0.0
5 0.0
6 0.0026
7 0.005
8 0.0036
9 0.0
10 0.0
11 0.0
12 0.0
13 0.0241
14 0.029
15 0.0115
16 0.0
17 0.0
18 0.0
19 0.0
20 0.5428
21 0.1832
22 0.0769
23 0.0555
| P21283
1 0.0
2 0.0
3 0.0
4 0.0
5 0.0
6 0.0
7 0.0
8 0.0
9 0.0
10 0.0
11 0.0
12 0.0
13 0.3599
14 0.6401
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0
23 0.0
| P21291
1 0.0148
2 0.835
3 0.0225
4 0.0463
5 0.0438
6 0.001
7 0.0019
8 0.0007
9 0.0326
10 0.0
11 0.0005
12 0.0
13 0.0
14 0.0
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0
23 0.0008
| P21796
1 0.0031
2 0.0063
3 0.0063
4 0.0064
5 0.0229
6 0.0099
7 0.1401
8 0.5421
9 0.1053
10 0.0705
11 0.0247
12 0.0173
13 0.0055
14 0.0091
15 0.0061
16 0.0051
17 0.0
18 0.0
19 0.0
20 0.0058
21 0.0046
22 0.004
23 0.005
| P21964
1 0.0
2 0.0
3 0.0
4 0.0
5 0.0
6 0.0
7 0.0
8 0.1298
9 0.1876
10 0.295
11 0.1397
12 0.2017
13 0.0462
14 0.0
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0
23 0.0
| P22061
1 0.0091
2 0.0
3 0.0
4 0.0
5 0.7836
6 0.0028
7 0.1947
8 0.0
9 0.0012
10 0.0083
11 0.0
12 0.0
13 0.0
14 0.0
15 0.0004
16 0.0
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0
23 0.0
| P22087
1 0.0103
2 0.0
3 0.0007
4 0.0481
5 0.0387
6 0.011
7 0.0381
8 0.0326
9 0.0375
10 0.3838
11 0.0555
12 0.2179
13 0.0523
14 0.0382
15 0.0105
16 0.0111
17 0.0
18 0.0
19 0.0
20 0.0004
21 0.0005
22 0.0031
23 0.0097
| P22234
1 0.0034
2 0.0047
3 0.0058
4 0.0085
5 0.0053
6 0.007
7 0.0071
8 0.0078
9 0.007
10 0.0065
11 0.0079
12 0.0123
13 0.0142
14 0.201
15 0.3156
16 0.338
17 0.0
18 0.0
19 0.0
20 0.0157
21 0.0124
22 0.0154
23 0.0045
| P22392
1 0.2224
2 0.0
3 0.5896
4 0.0
5 0.0
6 0.0067
7 0.0
8 0.0352
9 0.0398
10 0.0
11 0.0
12 0.0
13 0.0
14 0.052
15 0.0274
16 0.0
17 0.0
18 0.0
19 0.0
20 0.0
21 0.011
22 0.0157
23 0.0
| O60361
1 0.2224
2 0.0
3 0.5896
4 0.0
5 0.0
6 0.0067
7 0.0
8 0.0352
9 0.0398
10 0.0
11 0.0
12 0.0
13 0.0
14 0.052
15 0.0274
16 0.0
17 0.0
18 0.0
19 0.0
20 0.0
21 0.011
22 0.0157
23 0.0
| P22626
