|	P05787
17	1.0
|	Q04695
16	1.0
|	A6NDG6
10	1.0
|	O00151
11	1.0
|	O00154
13	1.0
|	O00165
10	1.0
|	O00170
11	1.0
|	O00231
15	1.0
|	O00232
17	1.0
|	O00233
7	0.3787
8	0.6213
|	O00264
6	1.0
|	O00273
13	1.0
|	O00299
8	1.0
|	O00303
15	1.0
|	O00442
13	1.0
|	O00487
11	1.0
|	O00560
9	1.0
|	O00629
19	1.0
|	O00743
10	1.0
|	O00764
10	0.16860315001290985
11	0.8313968499870902
|	O14530
8	0.42800000000000005
13	0.572
|	P47813
3	0.16847049213804371
4	0.8315295078619563
|	O14602
3	0.16847049213804371
4	0.8315295078619563
|	O14656
11	1.0
|	O14745
16	1.0
|	O14818
7	1.0
|	Q8TAA3
7	1.0
|	O14908
12	1.0
|	P19105
4	1.0
|	O14950
4	1.0
|	P24844
4	1.0
|	O15145
4	1.0
|	O15160
13	1.0
|	O15173
7	1.0
|	O15269
17	1.0
|	O15347
7	1.0
|	O15372
12	1.0
|	O15460
20	1.0
|	O15498
6	1.0
|	O43148
18	1.0
|	O43172
19	1.0
|	O43242
22	1.0
|	O43251
16	1.0
|	Q9NWB1
16	1.0
|	O43324
4	1.0
|	O43396
10	0.7758
14	0.2242
|	O43399
7	0.6193674441323727
8	0.3806325558676273
|	O43402
6	1.0
|	Q8NHP1
11	1.0
|	O43598
5	0.7406720263863121
10	0.2593279736136879
|	O43617
4	1.0
|	O43660
19	1.0
|	O43670
19	1.0
|	O43681
12	1.0
|	O43684
12	1.0
|	O43765
10	0.5540649008141268
11	0.44593509918587315
|	O43809
6	1.0
|	O43818
19	1.0
|	O60256
12	0.425426944971537
13	0.574573055028463
|	O60573
8	1.0
|	O60664
15	1.0
|	O60701
18	1.0
|	O60814
2	1.0
|	P57053
2	1.0
|	O60832
20	1.0
|	O60884
15	0.4025798710064497
16	0.5974201289935503
|	O75131
20	1.0
|	Q96FN4
20	1.0
|	O75223
5	1.0
|	O75351
18	1.0
|	O75367
12	1.0
|	O75396
6	1.0
|	O75436
12	1.0
|	O75477
12	0.11312407836528332
13	0.8868759216347166
|	O75521
13	1.0
|	O75607
5	1.0
|	O75608
6	1.0
|	O75718
15	1.0
|	O75792
9	1.0
|	O75794
15	1.0
|	O75821
13	0.39338527587851807
14	0.606614724121482
|	O75828
9	1.0
|	O75832
6	1.0
|	O75934
7	1.0
|	O75935
5	1.0
|	O75937
9	1.0
|	O75947
5	1.0
|	O75955
15	0.29238249594813615
16	0.7076175040518639
|	O76003
12	1.0
|	O76071
12	1.0
|	O94760
11	1.0
|	O94788
19	1.0
|	O94905
13	1.0
|	O95232
20	0.583843329253366
21	0.416156670746634
|	O95249
7	1.0
|	O95292
7	0.3231076633756465
8	0.6768923366243536
|	O95336
7	1.0
|	O95372
6	1.0
|	O95376
19	0.47239518472395187
20	0.5276048152760482
|	O95394
21	0.1592251358374675
22	0.8407748641625324
|	O95433
13	1.0
|	O95456
9	1.0
|	O95716
7	1.0
|	O95747
19	0.47937131630648333
20	0.5206286836935167
|	O95801
15	1.0
|	O95816
6	1.0
|	O95825
13	1.0
|	O95861
12	1.0
|	O95926
9	1.0
|	O95983
9	1.0
|	O96000
5	0.5847720780027326
6	0.4152279219972674
|	O96019
15	1.0
|	O94805
15	1.0
|	P00387
10	1.0
|	P00491
9	1.0
|	P00492
6	1.0
|	P00558
14	1.0
|	P07205
14	1.0
|	P00568
6	1.0
|	P01111
5	1.0
|	P01112
5	1.0
|	P01892
13	1.0
|	P30459
13	1.0
|	P10314
13	1.0
|	P16189
13	1.0
|	P30512
13	1.0
|	P02649
10	1.0
|	P04075
12	1.0
|	P04083
11	1.0
|	P04181
15	1.0
|	P04183
7	1.0
|	P04350
17	1.0
|	P04406
11	1.0
|	P04632
7	1.0
|	P04792
7	1.0
|	P04899
12	1.0
|	P05026
14	0.19086768136873683
15	0.42106432618597933
16	0.38806799244528384
|	P05198
11	1.0
|	P05388
10	0.25543905635648756
11	0.7445609436435126
|	Q8NHW5
10	0.25543905635648756
11	0.7445609436435126
|	P05455
15	0.39736029205279416
16	0.6026397079472059
|	P05783
15	1.0
|	P06132
12	1.0
|	P06730
7	1.0
|	P06733
15	1.0
|	P06748
11	1.0
|	P06753
9	1.0
|	P07237
19	1.0
|	P07355
11	1.0
|	A6NMY6
11	1.0
|	P07437
17	1.0
|	A6NNZ2
17	1.0
|	P07737
2	1.0
|	P07741
5	1.0
|	Q14568
15	1.0
|	Q58FG0
15	1.0
|	Q58FG1
15	1.0
|	P07910
11	0.26683448709880425
12	0.7331655129011957
|	O60812
11	0.26683448709880425
12	0.7331655129011957
|	B2RXH8
11	0.26683448709880425
12	0.7331655129011957
|	P0DMR1
11	0.26683448709880425
12	0.7331655129011957
|	B7ZW38
11	0.26683448709880425
12	0.7331655129011957
|	P08397
14	1.0
|	P08559
13	0.20436042500344972
14	0.7956395749965504
|	P29803
13	0.20436042500344972
14	0.7956395749965504
|	P08579
7	1.0
|	P08670
17	0.6125026310250473
18	0.3874973689749527
|	P17661
17	0.6125026310250473
18	0.3874973689749527
|	P41219
17	0.6125026310250473
18	0.3874973689749527
|	P14136
16	0.19705932060165626
17	0.4918032786885245
18	0.31113740070981916
|	P08708
3	1.0
|	P08754
12	1.0
|	P09471
12	1.0
|	P11488
12	1.0
|	P19087
12	1.0
|	A8MTJ3
12	1.0
|	P08865
12	0.23196502307505468
13	0.7680349769249454
|	P09012
9	1.0
|	P09104
15	1.0
|	P09211
6	1.0
|	P09417
7	1.0
|	P09429
8	1.0
|	B2RPK0
8	1.0
|	P09525
14	1.0
|	P09622
18	1.0
|	Q32P51
10	1.0
|	P09661
8	1.0
|	P09972
12	1.0
|	Q71UI9
1	0.13729087965461417
2	0.8627091203453859
|	P0C0S5
1	0.13729087965461417
2	0.8627091203453859
|	Q01081
10	1.0
|	P0DN76
10	1.0
|	Q8WU68
10	1.0
|	P10316
13	1.0
|	P01891
13	1.0
|	P30457
13	1.0
|	P30453
13	1.0
|	P30450
13	1.0
|	P18462
13	1.0
|	P16190
13	1.0
|	P30456
13	1.0
|	P10321
13	0.5144
14	0.4856
|	P10644
16	1.0
|	P10768
9	1.0
|	P10809
20	1.0
|	P11172
17	1.0
|	P11182
17	1.0
|	P11233
7	1.0
|	P11234
7	1.0
|	P11766
12	1.0
|	P11802
9	1.0
|	P11908
10	0.8312870143001588
16	0.1687129856998411
|	P12004
9	1.0
|	P12268
18	1.0
|	P12277
13	0.4737757171834251
14	0.526224282816575
|	P06732
13	0.4737757171834251
14	0.526224282816575
|	P12429
14	1.0
|	P12955
18	1.0
|	P13674
20	1.0
|	P13693
6	1.0
|	Q9HAU6
2	0.20648487315153985
3	0.20010853344186674
6	0.5934065934065934
|	Q56UQ5
2	0.20648487315153985
3	0.20010853344186674
6	0.5934065934065934
|	P13861
16	0.37956093868281604
17	0.620439061317184
|	Q5VT79
14	1.0
|	P13928
14	1.0
|	P13984
8	1.0
|	P13995
11	1.0
|	P14550
11	0.3156593746137684
12	0.6843406253862316
|	P14618
19	1.0
|	Q58FF3
17	1.0
|	P14635
17	0.2984036021285305
18	0.7015963978714694
|	P63162
6	0.13981609774530798
7	0.8601839022546921
|	P14678
6	0.13981609774530798
7	0.8601839022546921
|	P15121
11	1.0
|	C9JRZ8
11	1.0
|	P15531
3	0.46921017402945114
4	0.5307898259705488
|	P15880
9	1.0
|	P15927
8	1.0
|	P16152
8	0.26766406839326123
9	0.7323359316067387
|	P48741
14	1.0
|	P17612
13	1.0
|	P17980
16	1.0
|	P17987
20	0.4188685362295348
21	0.5811314637704652
|	P18031
16	0.4612798655300756
18	0.22667787249369675
19	0.3120422619762277
|	P18085
4	1.0
|	P18124
8	1.0
|	P18621
5	1.0
|	P18754
14	0.2128792769528728
15	0.7871207230471272
|	P19387
10	1.0
|	P19623
10	1.0
|	P19784
12	1.0
|	P20338
6	1.0
|	P20340
6	1.0
|	Q9NRW1
6	1.0
|	Q14964
6	1.0
|	P21796
9	0.35307044316933217
10	0.6469295568306679
|	P22061
6	1.0
|	P22087
11	1.0
|	P22392
3	1.0
|	O60361
3	1.0
|	P22626
11	1.0
|	P22694
13	1.0
|	P23193
11	1.0
|	Q15560
11	1.0
|	P23381
18	1.0
|	P23396
8	1.0
|	Q16778
2	1.0
|	P33778
2	1.0
|	P23527
2	1.0
|	Q8N257
2	1.0
|	P23528
3	0.34762402695480427
4	0.6523759730451958
|	P23919
6	1.0
|	P24534
8	1.0
|	P25325
10	0.36847073631214605
11	0.631529263687854
|	P25398
2	1.0
|	P25685
12	1.0
|	P25786
8	1.0
|	P25787
6	1.0
|	P25788
7	1.0
|	P25789
8	1.0
|	P26368
19	0.5345367027677497
20	0.4654632972322503
|	P26583
7	1.0
|	P27348
7	1.0
|	P27361
