| P05787
7 0.0
8 0.023
9 0.0153
10 0.0124
11 0.011
12 0.0153
13 0.0349
14 0.05
15 0.6609
16 0.0557
17 0.0132
18 0.0073
19 0.0097
20 0.0096
21 0.0075
22 0.0062
23 0.0077
| P23193
1 0.0101
2 0.0234
3 0.0
4 0.0052
5 0.0117
6 0.0
7 0.0
8 0.0103
9 0.0147
10 0.0146
11 0.0606
12 0.7523
13 0.0
14 0.0
15 0.0
16 0.01
17 0.0192
18 0.0133
19 0.013
20 0.0
21 0.0123
22 0.0194
23 0.0098
| Q15560
1 0.0101
2 0.0234
3 0.0
4 0.0052
5 0.0117
6 0.0
7 0.0
8 0.0103
9 0.0147
10 0.0146
11 0.0606
12 0.7523
13 0.0
14 0.0
15 0.0
16 0.01
17 0.0192
18 0.0133
19 0.013
20 0.0
21 0.0123
22 0.0194
23 0.0098
| P23258
1 0.0349
2 0.0186
3 0.0
4 0.0
5 0.0
6 0.0
7 0.0
8 0.0
9 0.0
10 0.0
11 0.0
12 0.0
13 0.0138
14 0.0146
15 0.0
16 0.6988
17 0.0495
18 0.0
19 0.0
20 0.0
21 0.0
22 0.1698
23 0.0
| Q9NRH3
1 0.0349
2 0.0186
3 0.0
4 0.0
5 0.0
6 0.0
7 0.0
8 0.0
9 0.0
10 0.0
11 0.0
12 0.0
13 0.0138
14 0.0146
15 0.0
16 0.6988
17 0.0495
18 0.0
19 0.0
20 0.0
21 0.0
22 0.1698
23 0.0
| P23284
1 0.0106
2 0.0146
3 0.0175
4 0.0475
5 0.6521
6 0.0427
7 0.0
8 0.0111
9 0.0103
10 0.01
11 0.0097
12 0.0084
13 0.0135
14 0.0117
15 0.0277
16 0.0172
17 0.013
18 0.0129
19 0.0136
20 0.0184
21 0.0108
22 0.0131
23 0.0136
| P23381
1 0.009
2 0.01
3 0.007
4 0.0107
5 0.0108
6 0.0043
7 0.0
8 0.0046
9 0.0073
10 0.0101
11 0.0065
12 0.0068
13 0.0095
14 0.0134
15 0.0097
16 0.0456
17 0.0331
18 0.0646
19 0.6505
20 0.0542
21 0.0066
22 0.0125
23 0.0132
| P23396
1 0.015
2 0.0209
3 0.0374
4 0.0068
5 0.0087
6 0.0072
7 0.0083
8 0.0172
9 0.4389
10 0.2103
11 0.0076
12 0.0157
13 0.0163
14 0.0133
15 0.0371
16 0.0131
17 0.0173
18 0.0173
19 0.02
20 0.0241
21 0.0166
22 0.0188
23 0.0122
| P23526
1 0.0071
2 0.0092
3 0.01
4 0.01
5 0.0108
6 0.0078
7 0.0091
8 0.0057
9 0.0077
10 0.0125
11 0.007
12 0.01
13 0.0287
14 0.352
15 0.4137
16 0.0164
17 0.0125
18 0.0125
19 0.0114
20 0.0098
21 0.0146
22 0.0127
23 0.0087
| Q16778
1 0.0
2 0.0767
3 0.879
4 0.0112
5 0.002
6 0.0034
7 0.0029
8 0.0033
9 0.0031
10 0.0033
11 0.0032
12 0.0036
13 0.0
14 0.0
15 0.006
16 0.0
17 0.0
18 0.0
19 0.0
20 0.0024
21 0.0
22 0.0
23 0.0
| P33778
1 0.0
2 0.0767
3 0.879
4 0.0112
5 0.002
6 0.0034
7 0.0029
8 0.0033
9 0.0031
10 0.0033
11 0.0032
12 0.0036
13 0.0
14 0.0
15 0.006
16 0.0
17 0.0
18 0.0
19 0.0
20 0.0024
21 0.0
22 0.0
23 0.0
| P23527
1 0.0
2 0.0767
3 0.879
4 0.0112
5 0.002
6 0.0034
7 0.0029
8 0.0033
9 0.0031
10 0.0033
11 0.0032
12 0.0036
13 0.0
14 0.0
15 0.006
16 0.0
17 0.0
18 0.0
19 0.0
20 0.0024
21 0.0
22 0.0
23 0.0
| Q8N257
1 0.0
2 0.0767
3 0.879
4 0.0112
5 0.002
6 0.0034
7 0.0029
8 0.0033
9 0.0031
10 0.0033
11 0.0032
12 0.0036
13 0.0
14 0.0
15 0.006
16 0.0
17 0.0
18 0.0
19 0.0
20 0.0024
21 0.0
22 0.0
23 0.0
| P23528
1 0.0052
2 0.0117
3 0.0384
4 0.2992
5 0.5615
6 0.0054
7 0.0031
8 0.0043
9 0.0029
10 0.0043
11 0.0028
12 0.0027
13 0.0038
14 0.0067
15 0.0064
16 0.0067
17 0.0035
18 0.0042
19 0.0075
20 0.0058
21 0.0041
22 0.0064
23 0.0035
| P23919
1 0.0085
2 0.012
3 0.0
4 0.0
5 0.0
6 0.0
7 0.7162
8 0.0
9 0.0334
10 0.0
11 0.0
12 0.0298
13 0.0
14 0.0151
15 0.0
16 0.0236
17 0.0241
18 0.0164
19 0.0136
20 0.0
21 0.0086
22 0.0093
23 0.0892
| P24534
1 0.008
2 0.0
3 0.0
4 0.0
5 0.0
6 0.0071
7 0.0138
8 0.0785
9 0.6128
10 0.1045
11 0.0
12 0.0087
13 0.0155
14 0.0137
15 0.0175
16 0.0153
17 0.0205
18 0.0
19 0.0269
20 0.0
21 0.0
22 0.0437
23 0.0137
| P24752
1 0.0065
2 0.0116
3 0.0071
4 0.011
5 0.0098
6 0.0065
7 0.007
8 0.0059
9 0.007
10 0.013
11 0.0048
12 0.0128
13 0.0496
14 0.7755
15 0.0145
16 0.0075
17 0.0064
18 0.0039
19 0.0082
20 0.0036
21 0.0117
22 0.0076
23 0.0083
| P24941
1 0.0
2 0.0
3 0.0
4 0.0
5 0.0
6 0.0
7 0.0
8 0.0
9 0.0
10 0.9128
11 0.0872
12 0.0
13 0.0
14 0.0
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0
23 0.0
| Q00526
1 0.0
2 0.0
3 0.0
4 0.0
5 0.0
6 0.0
7 0.0
8 0.0
9 0.0
10 0.9128
11 0.0872
12 0.0
13 0.0
14 0.0
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0
23 0.0
| P25325
1 0.0143
2 0.0
3 0.0171
4 0.0
5 0.0123
6 0.0
7 0.0
8 0.0
9 0.0
10 0.0
11 0.2342
12 0.4014
13 0.0711
14 0.0193
15 0.0458
16 0.0459
17 0.0242
18 0.0
19 0.0185
20 0.0235
21 0.0098
22 0.031
23 0.0316
| P25398
1 0.0111
2 0.082
3 0.7821
4 0.0058
5 0.0047
6 0.0037
7 0.004
8 0.0046
9 0.0055
10 0.0039
11 0.0079
12 0.0061
13 0.0064
14 0.0127
15 0.0143
16 0.0067
17 0.0044
18 0.0044
19 0.004
20 0.0091
21 0.0062
22 0.0063
23 0.0041
| P25685
1 0.0
2 0.0
3 0.0
4 0.0
5 0.0
6 0.0
7 0.0
8 0.0
9 0.0
10 0.0151
11 0.0
12 0.0
13 0.7678
14 0.0
15 0.0
16 0.0545
17 0.0097
18 0.0
19 0.0609
20 0.0
21 0.0312
22 0.0318
23 0.0289
| P25786
1 0.0082
2 0.009
3 0.0208
4 0.0058
5 0.0111
6 0.0075
7 0.0087
8 0.0209
9 0.71
10 0.0611
11 0.0083
12 0.0118
13 0.0142
14 0.0117
15 0.0073
16 0.0065
17 0.011
18 0.0111
19 0.0052
20 0.0131
21 0.0138
22 0.0072
23 0.0156
| P25787
1 0.0151
2 0.0198
3 0.016
4 0.017
5 0.0255
6 0.09
7 0.6412
8 0.0186
9 0.0088
10 0.0075
11 0.0067
12 0.0127
13 0.0114
14 0.0133
15 0.0143
16 0.0144
17 0.0142
18 0.0153
19 0.0136
20 0.0
21 0.0074
22 0.0056
23 0.0116
| P25788
1 0.0128
2 0.0063
3 0.0077
4 0.0077
5 0.0101
6 0.0025
7 0.0
8 0.7942
9 0.0346
10 0.0
11 0.0
12 0.0089
13 0.0568
14 0.0039
15 0.0
16 0.0042
17 0.0071
18 0.0264
19 0.0022
20 0.0035
21 0.0109
22 0.0
23 0.0
| P25789
1 0.0
2 0.0158
3 0.0221
4 0.0236
5 0.0086
6 0.0
7 0.0
8 0.1497
9 0.5875
10 0.0115
11 0.0
12 0.0083
13 0.0108
14 0.0166
15 0.0
16 0.0142
17 0.0129
18 0.0133
19 0.0151
20 0.0126
21 0.0311
22 0.0331
23 0.0132
| P26196
1 0.0328
2 0.007
3 0.0072
4 0.0145
5 0.0
6 0.0091
7 0.0
8 0.0073
9 0.0079
10 0.0165
11 0.0307
12 0.0273
13 0.0191
14 0.0911
15 0.0346
16 0.0417
17 0.0189
18 0.5472
19 0.0519
20 0.0087
21 0.0049
22 0.0054
23 0.0163
| P26368
1 0.0
2 0.0076
3 0.0086
4 0.0051
5 0.0083
6 0.0093
7 0.0
8 0.0424
9 0.013
10 0.0066
11 0.0157
12 0.0086
13 0.0237
14 0.0443
15 0.0864
16 0.0443
17 0.0711
18 0.0664
19 0.0523
20 0.2221
21 0.1934
22 0.0582
23 0.0127
| P26583
1 0.0072
2 0.0141
3 0.0134
4 0.0099
5 0.01
6 0.014
7 0.0316
8 0.7722
9 0.0187
10 0.0142
11 0.0105
12 0.0
13 0.008
14 0.0
15 0.0
16 0.0
17 0.0024
18 0.0115
19 0.0271
20 0.0
21 0.0145
22 0.0085
23 0.0124
| P26641
1 0.0093
2 0.0154
3 0.0105
4 0.006
5 0.0127
6 0.0162
7 0.0097
8 0.0252
9 0.0104
10 0.0123
11 0.0215
12 0.009
13 0.0134
14 0.0216
15 0.0515
16 0.6408
17 0.0575
18 0.0122
19 0.0061
20 0.01
21 0.0092
22 0.0101
23 0.0095
| P27348
1 0.0074
2 0.0085
3 0.0173
4 0.0124
5 0.0096
6 0.015
7 0.0084
8 0.5269
9 0.1917
10 0.0088
11 0.006
12 0.017
13 0.033
14 0.007
15 0.0056
16 0.0128
17 0.0214
18 0.0258
19 0.0119
20 0.0
21 0.0109
22 0.0287
23 0.014
| P27361
1 0.0
2 0.0372
3 0.0
4 0.0
5 0.0
6 0.0
7 0.0
8 0.0
9 0.0
10 0.0
11 0.0283
12 0.0491
13 0.0249
14 0.7069
15 0.0888
16 0.0
17 0.0144
18 0.0231
19 0.0
20 0.0153
21 0.0121
22 0.0
23 0.0
| P27635
1 0.0136
2 0.0974
3 0.0293
4 0.0674
5 0.0806
6 0.0812
7 0.4187
8 0.0272
9 0.0117
10 0.0103
11 0.0113
12 0.0
13 0.0113
14 0.0105
15 0.011
16 0.0124
17 0.0094
18 0.0099
19 0.0239
20 0.0147
21 0.0079
22 0.022
23 0.0184
| Q96L21
1 0.0136
2 0.0974
3 0.0293
4 0.0674
5 0.0806
6 0.0812
7 0.4187
8 0.0272
9 0.0117
10 0.0103
11 0.0113
12 0.0
13 0.0113
14 0.0105
15 0.011
16 0.0124
17 0.0094
18 0.0099
19 0.0239
20 0.0147
21 0.0079
22 0.022
23 0.0184
| P27695
1 0.0136
2 0.0246
3 0.015
4 0.0137
5 0.0126
6 0.0053
7 0.0072
8 0.0064
9 0.0149
10 0.0611
11 0.0643
12 0.5989
13 0.0194
14 0.0076
15 0.0314
16 0.0167
17 0.0062
18 0.0216
19 0.0102
20 0.0087
21 0.0103
22 0.0152
23 0.0155
| P27797
1 0.007
2 0.0062
3 0.0167
4 0.0051
5 0.0048
6 0.003
7 0.0033
8 0.0055
9 0.0049
10 0.0085
11 0.0072
12 0.0068
13 0.0072
14 0.0087
15 0.0167
16 0.0048
17 0.0245
18 0.3107
19 0.1004
20 0.2804
21 0.125
22 0.0332
23 0.0094
| P28066
1 0.0152
2 0.0
3 0.0136
4 0.0
5 0.015
6 0.0
7 0.0615
8 0.6303
9 0.0347
10 0.0411
11 0.0
12 0.0237
13 0.0
14 0.0
15 0.0546
16 0.0
17 0.0214
18 0.0137
19 0.0168
20 0.0264
21 0.0122
22 0.0131
23 0.0066
| P28072
1 0.0215
2 0.0089
3 0.0249
4 0.0078
5 0.0106
6 0.4642
7 0.1349
8 0.0076
9 0.0467
10 0.0123
11 0.0154
12 0.0147
13 0.0099
14 0.0089
15 0.0068
16 0.0476
17 0.0
18 0.0
19 0.0531
20 0.0
21 0.0349
22 0.0522
23 0.0172
| P28482
1 0.0092
2 0.0137
3 0.0139
4 0.0072
5 0.0125
6 0.0
7 0.0179
8 0.0
9 0.0237
10 0.0162
11 0.0074
12 0.0182
13 0.1675
14 0.5359
15 0.0375
16 0.0106
17 0.0158
18 0.01
19 0.0199
20 0.0076
21 0.0177
22 0.0204
23 0.0171
| P28838
1 0.0077
2 0.0079
3 0.0228
4 0.0096
5 0.0045
6 0.0094
7 0.0194
8 0.0098
9 0.0073
10 0.0062
11 0.0097
12 0.0148
13 0.0184
14 0.0166
15 0.0
16 0.011
17 0.0326
18 0.7246
19 0.0383
20 0.0079
21 0.0059
22 0.0073
23 0.0086
| P29083
1 0.0
2 0.0
3 0.0
4 0.0
5 0.0
6 0.0
7 0.0
8 0.0
9 0.0
10 0.0
11 0.0
12 0.0
13 0.0
14 0.0
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0
20 0.0
21 1.0
22 0.0
23 0.0
| P29218
1 0.0
2 0.0
3 0.2633
4 0.0
5 0.0
6 0.0
7 0.0
8 0.0
9 0.7204
10 0.0
11 0.0
12 0.0
13 0.0
14 0.0
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0
20 0.0163
21 0.0
22 0.0
23 0.0
| P29692
1 0.0033
2 0.0064
3 0.0155
4 0.003
5 0.0022
6 0.0024
7 0.0022
8 0.0037
9 0.0147
10 0.1238
11 0.563
12 0.1999
13 0.0057
14 0.0032
15 0.0
16 0.0024
17 0.0102
18 0.0049
19 0.011
20 0.0046
21 0.009
22 0.0027
23 0.0061
| P29992
1 0.0
2 0.0
3 0.0
4 0.0
5 0.0
6 0.0
7 0.0
8 0.0
9 0.0
10 0.0
11 0.0
12 0.0
13 1.0
14 0.0
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0
23 0.0
| P30040
1 0.0107
2 0.0511
3 0.0065
4 0.0035
5 0.0098
6 0.0042
7 0.0053
8 0.5829
9 0.0367
10 0.0045
11 0.0036
12 0.035
13 0.0
14 0.0157
15 0.0075
16 0.0055
17 0.0068
18 0.1159
19 0.0082
20 0.0066
21 0.0266
22 0.0373
23 0.016
| P30041
1 0.0091
2 0.0138
3 0.0236
4 0.0087
5 0.0113
6 0.015
7 0.0485
8 0.6912
9 0.0105
10 0.0078
11 0.0091
12 0.0116
13 0.0143
14 0.0104
15 0.008
16 0.0096
17 0.0135
18 0.0194
19 0.0135
20 0.0204
21 0.0096
22 0.0131
23 0.008
| P30043
1 0.0
2 0.0
3 0.0266
4 0.0
5 0.0
6 0.0336
7 0.8402
8 0.0132
9 0.0155
10 0.0
11 0.0271
12 0.0
13 0.0
14 0.0
15 0.0115
16 0.0323
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0
23 0.0
| P30048
1 0.0066
2 0.0094
3 0.0079
4 0.0088
5 0.0144
6 0.0799
7 0.6751
8 0.0072
9 0.0045
10 0.0087
11 0.0138
12 0.0128
13 0.0095
14 0.0235
15 0.0247
16 0.0099
17 0.008
18 0.0158
19 0.0105
20 0.0125
21 0.0163
22 0.0117
23 0.0084
| P30050
1 0.0028
2 0.0067
3 0.0553
4 0.3272
5 0.4752
6 0.0049
7 0.004
8 0.0048
9 0.0059
10 0.0
11 0.0031
12 0.0044
13 0.0
14 0.014
15 0.0175
16 0.0038
17 0.0033
18 0.0283
19 0.005
20 0.0067
21 0.0139
22 0.0104
23 0.003
| P30085
1 0.011
2 0.0247
3 0.0
4 0.0
5 0.0
6 0.0
7 0.8491
8 0.0
9 0.0
10 0.0
11 0.0
12 0.0
13 0.0
14 0.0138
15 0.0319
16 0.0107
17 0.027
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0317
23 0.0
| P30086
1 0.0102
2 0.0166
3 0.0301
4 0.018
5 0.0285
6 0.5475
7 0.0264
8 0.0128
9 0.0078
10 0.0199
11 0.0208
12 0.0051
13 0.0103
14 0.0195
15 0.0787
16 0.0205
17 0.0142
18 0.0253
19 0.0148
20 0.018
21 0.0189
22 0.0223
23 0.0138
| P30101
1 0.0036
2 0.0049
3 0.0046
4 0.0052
5 0.0043
6 0.0041
7 0.0032
8 0.0065
9 0.008
10 0.0102
11 0.0075
12 0.0069
13 0.0063
14 0.0066
15 0.0132
16 0.0099
17 0.0161
18 0.0279
19 0.3655
20 0.4631
21 0.011
22 0.007
23 0.0046
| P30405
1 0.0
2 0.0
3 0.0
4 0.0
5 1.0
6 0.0
7 0.0
8 0.0
9 0.0
10 0.0
11 0.0
12 0.0
13 0.0
14 0.0
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0
23 0.0
| P30419
1 0.0
2 0.0525
3 0.0164
4 0.0328
5 0.023
6 0.0
7 0.0
8 0.0
9 0.0353
10 0.0
11 0.0
12 0.0
13 0.015
14 0.0963
15 0.0
16 0.0
17 0.0271
18 0.0
19 0.0
20 0.0
21 0.0
22 0.568
23 0.1336
| O60551
1 0.0
2 0.0525
3 0.0164
4 0.0328
5 0.023
6 0.0
7 0.0
8 0.0
9 0.0353
10 0.0
11 0.0
12 0.0
13 0.015
14 0.0963
15 0.0
16 0.0
17 0.0271
18 0.0
19 0.0
20 0.0
21 0.0
22 0.568
23 0.1336
| P30519
1 0.0
2 0.0338
3 0.0392
4 0.0
5 0.0
6 0.0
7 0.0
8 0.0
9 0.0
10 0.0
11 0.245
12 0.5655
13 0.0
14 0.0
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0446
20 0.0
21 0.0
22 0.0431
23 0.0288
| P30520
1 0.0057
2 0.0149
3 0.0096
4 0.0082
5 0.0079
6 0.0
7 0.0
8 0.0
9 0.0113
10 0.0091
11 0.0145
12 0.0473
13 0.009
14 0.0146
15 0.0377
16 0.6949
17 0.0103
18 0.0108
19 0.0095
20 0.0207
21 0.0478
22 0.0071
23 0.009
| P30533
1 0.0
2 0.0
3 0.0
4 0.0
5 0.0
6 0.0
7 0.0
8 0.0
9 0.0
10 0.0
11 0.0
12 0.0
13 0.0
14 1.0
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0
23 0.0
| P30566
1 0.0034
2 0.0
3 0.0043
4 0.0046
5 0.004
6 0.0056
7 0.0
8 0.0
9 0.0054
10 0.0055
11 0.0049
12 0.0066
13 0.0082
14 0.0207
15 0.0046
16 0.0404
17 0.0343
18 0.7571
19 0.0516
20 0.0139
21 0.0084
22 0.009
23 0.0077
| P30740
1 0.0
2 0.0
3 0.0
4 0.0
5 0.0
6 0.0
7 0.0
8 0.0
9 0.0
10 0.0
11 0.0
12 0.0
13 0.0
14 0.7374
15 0.2626
16 0.0
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0
23 0.0
| O75830
1 0.0
2 0.0
3 0.0
4 0.0
5 0.0
6 0.0
7 0.0
8 0.0
9 0.0
10 0.0
11 0.0
12 0.0
13 0.0
14 0.7374
15 0.2626
16 0.0
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0
23 0.0
| P47895
1 0.0024
2 0.0056
3 0.0067
4 0.0046
5 0.0
6 0.0
7 0.0169
8 0.0198
9 0.0071
10 0.0096
11 0.0025
12 0.01
13 0.0147
14 0.0109
15 0.0
16 0.0109
17 0.033
18 0.7689
19 0.0132
20 0.0201
21 0.0094
22 0.0148
23 0.0188
| P31150
1 0.0146
2 0.0127
3 0.014
4 0.0096
5 0.0061
6 0.0
7 0.0
8 0.0162
9 0.0295
10 0.014
11 0.0287
12 0.0241
13 0.0126
14 0.0307
15 0.0173
16 0.0204
17 0.0166
18 0.0191
19 0.0619
20 0.5703
21 0.0496
22 0.0139
23 0.018
| P31153
1 0.0055
2 0.0114
3 0.0483
4 0.0106
5 0.0169
6 0.0
7 0.0
8 0.0
9 0.0394
10 0.0104
11 0.0228
12 0.0232
13 0.018
14 0.0111
15 0.1643
16 0.2055
17 0.2176
18 0.0224
19 0.0133
20 0.0
21 0.0358
22 0.0322
23 0.0915
| Q00266
1 0.0055
2 0.0114
3 0.0483
4 0.0106
5 0.0169
6 0.0
7 0.0
8 0.0
9 0.0394
10 0.0104
11 0.0228
12 0.0232
13 0.018
14 0.0111
15 0.1643
16 0.2055
17 0.2176
18 0.0224
19 0.0133
20 0.0
21 0.0358
22 0.0322
23 0.0915
| P31350
1 0.0
2 0.0
3 0.0
4 0.0
5 0.0
6 0.0
7 0.0
8 0.0
9 0.0
10 0.0
11 0.0
12 0.0
13 0.0
14 0.0
15 1.0
16 0.0
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0
23 0.0
| P31689
1 0.0148
2 0.0096
3 0.0216
4 0.0087
5 0.0072
6 0.0129
7 0.0084
8 0.0097
9 0.0118
10 0.0167
11 0.0244
12 0.0118
13 0.0122
14 0.0144
15 0.0507
16 0.6264
17 0.0669
18 0.0189
19 0.0144
20 0.0145
21 0.0086
22 0.0068
23 0.0089
| P31937
1 0.0255
2 0.0
3 0.0
4 0.0
5 0.0
6 0.0
7 0.0
8 0.0
9 0.159
10 0.5823
11 0.0
12 0.0
13 0.0
14 0.0
15 0.0
16 0.0
17 0.0
18 0.0286
19 0.024
20 0.0094
21 0.0
22 0.1636
23 0.0075
| P31942
1 0.0154
2 0.0091
3 0.0198
4 0.0087
5 0.0101
6 0.0068
7 0.0176
8 0.0128
9 0.0147
10 0.049
11 0.1012
12 0.6065
13 0.0154
14 0.0181
15 0.0
16 0.007
17 0.0117
18 0.0153
19 0.0081
20 0.02
21 0.0119
22 0.0092
23 0.0117
| P31943
1 0.0043
2 0.0098
3 0.007
4 0.0064
5 0.0061
6 0.0094
7 0.0259
8 0.0525
9 0.0119
10 0.009
11 0.008
12 0.0132
13 0.0104
14 0.0382
15 0.0471
16 0.0387
17 0.1097
18 0.5592
19 0.0115
20 0.0091
21 0.0048
22 0.0041
23 0.0037
| P31946
1 0.0041
2 0.0059
3 0.0
4 0.003
5 0.006
6 0.0183
7 0.0092
8 0.7534
9 0.1075
10 0.0049
11 0.0042
12 0.0054
13 0.0097
14 0.0041
15 0.0
16 0.0044
17 0.0107
18 0.003
19 0.0
20 0.0123
21 0.0141
22 0.0128
23 0.007
| P32119
1 0.005
2 0.0153
3 0.0266
4 0.0063
5 0.0178
6 0.6244
7 0.122
8 0.0091
9 0.0044
10 0.0051
11 0.0081
12 0.0108
13 0.0209
14 0.0308
15 0.023
16 0.0122
17 0.0041
18 0.0097
19 0.0055
20 0.0091
21 0.0097
22 0.0102
23 0.0097
| P32322
1 0.0048
2 0.0102
3 0.0128
4 0.0042
5 0.0043
6 0.007
7 0.0113
8 0.009
9 0.0204
10 0.6648
11 0.0059
12 0.0
13 0.0154
14 0.0166
15 0.1157
16 0.0136
17 0.0148
18 0.0
19 0.012
20 0.0165
21 0.0152
22 0.0144
23 0.0111
| P32929
1 0.0321
2 0.0228
3 0.0204
4 0.0
5 0.0
6 0.0
7 0.0
8 0.0
9 0.0241
10 0.0175
11 0.0107
12 0.0
13 0.0224
14 0.5275
15 0.0
16 0.0
17 0.0376
18 0.0532
19 0.0501
20 0.0687
21 0.0517
22 0.0362
23 0.0249
| P32969
1 0.0127
2 0.0235
3 0.0192
4 0.0118
5 0.013
6 0.0182
7 0.6096
8 0.0132
9 0.0134
10 0.0137
11 0.0237
12 0.0109
13 0.0119
14 0.0181
15 0.0566
16 0.0117
17 0.0122
18 0.0151
19 0.0069
20 0.0126
21 0.0247
22 0.0271
23 0.0202
| P34896
1 0.0
2 0.0
3 0.0
4 0.0
5 0.0
6 0.0
7 0.0
8 0.0
9 0.0
10 0.0
11 0.0
12 0.0
13 0.0
14 0.0
15 0.0
16 0.0
17 1.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0
23 0.0
| P34897
1 0.0074
2 0.0075
3 0.0206
4 0.0075
5 0.0034
6 0.0054
7 0.0059
8 0.0104
9 0.0071
10 0.0064
11 0.0068
12 0.0152
13 0.0155
14 0.0108
15 0.0091
16 0.0082
17 0.0788
18 0.706
19 0.0168
20 0.0118
21 0.0158
22 0.0158
23 0.0077
| P35232
1 0.0065
2 0.0166
3 0.0224
4 0.0083
5 0.0146
6 0.0116
7 0.0446
8 0.0337
9 0.6847
10 0.0398
11 0.0072
12 0.0072
13 0.0058
14 0.0055
15 0.0142
16 0.0086
17 0.0085
18 0.0058
19 0.0097
20 0.0184
21 0.0092
22 0.0093
23 0.0079
| P35237
1 0.0
2 0.024
3 0.0
4 0.012
5 0.0
6 0.0
7 0.0
8 0.0
9 0.021
10 0.2233
11 0.0
12 0.0
13 0.5754
14 0.1057
15 0.0
16 0.0072
17 0.0
18 0.0
19 0.0
20 0.0124
21 0.0112
22 0.0079
23 0.0
| P35249
1 0.0134
2 0.0126
3 0.0132
4 0.0
5 0.0
6 0.0
7 0.0
8 0.0
9 0.0
10 0.0095
11 0.0
12 0.6171
13 0.178
14 0.0139
15 0.0
16 0.0094
17 0.016
18 0.0143
19 0.0185
20 0.0233
21 0.0156
22 0.0195
23 0.0256
| P35250
1 0.0
2 0.0
3 0.0
4 0.0
5 0.0
6 0.0
7 0.0
8 0.0
9 0.0
10 0.0558
11 0.0
12 0.0
13 0.675
14 0.1105
15 0.1214
16 0.0374
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0
23 0.0
| P35268
1 0.0
2 0.0116
3 0.9159
4 0.022
5 0.0041
6 0.0054
7 0.0084
8 0.0
9 0.0
10 0.0035
11 0.0
12 0.0034
13 0.0
14 0.0038
15 0.0
16 0.0
17 0.005
18 0.0032
19 0.0036
20 0.0
21 0.0027
22 0.004
23 0.0034
| P35270
1 0.0
2 0.0
3 0.0
4 0.0
5 0.0
6 0.0
7 0.0
8 0.9511
9 0.0151
10 0.0
11 0.0
12 0.0
13 0.0
14 0.0
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0098
20 0.0
21 0.0
22 0.0
23 0.0239
| P35613
1 0.0033
2 0.0033
3 0.0
4 0.0063
5 0.0036
6 0.0066
7 0.0034
8 0.0053
9 0.0069
10 0.0041
11 0.0234
12 0.0537
13 0.0428
14 0.0939
15 0.2501
16 0.1951
17 0.156
18 0.0897
19 0.0524
20 0.0
21 0.0
22 0.0
23 0.0
| P35637
1 0.023
2 0.0119
3 0.0188
4 0.0078
5 0.0
6 0.0
7 0.0
8 0.0
9 0.145
10 0.0898
11 0.0134
12 0.0
13 0.0392
14 0.0434
15 0.0232
16 0.0176
17 0.031
18 0.0188
19 0.0276
20 0.0491
21 0.0318
22 0.0524
23 0.3561
| P35659
1 0.0252
2 0.0285
3 0.0231
4 0.0161
5 0.0084
6 0.0058
7 0.0191
8 0.0436
9 0.0181
10 0.0112
11 0.0141
12 0.0462
13 0.0584
14 0.0572
15 0.0345
16 0.246
17 0.2481
18 0.0193
19 0.0162
20 0.0109
21 0.0164
22 0.0163
23 0.0174
| P35998
1 0.0063
2 0.0097
3 0.0075
4 0.0058
5 0.0065
6 0.0048
7 0.0131
8 0.0103
9 0.011
10 0.011
11 0.0107
12 0.0143
13 0.0223
14 0.0246
15 0.1353
16 0.5838
17 0.0425
18 0.0136
19 0.0098
20 0.0152
21 0.014
22 0.0158
23 0.0119
| P36404
1 0.0
2 0.0
3 0.0
4 0.0
5 1.0
6 0.0
7 0.0
8 0.0
9 0.0
10 0.0
11 0.0
12 0.0
13 0.0
14 0.0
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0
23 0.0
| P36405
1 0.0
2 0.0
3 0.0
4 0.0
5 0.0
6 1.0
7 0.0
8 0.0
9 0.0
10 0.0
11 0.0
12 0.0
13 0.0
14 0.0
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0
23 0.0
| P36507
1 0.0034
2 0.0142
3 0.019
4 0.0342
5 0.0181
6 0.0221
7 0.0
8 0.0094
9 0.0129
