| P05787
21 0.0018
22 0.0022
23 0.0039
| Q5QNW6
1 0.0072
2 0.0852
3 0.8583
4 0.0045
5 0.0011
6 0.0014
7 0.0014
8 0.0014
9 0.0017
10 0.0015
11 0.0022
12 0.0011
13 0.0018
14 0.0024
15 0.0083
16 0.0014
17 0.0028
18 0.0025
19 0.0038
20 0.0019
21 0.0018
22 0.0022
23 0.0039
| P62807
1 0.0072
2 0.0852
3 0.8583
4 0.0045
5 0.0011
6 0.0014
7 0.0014
8 0.0014
9 0.0017
10 0.0015
11 0.0022
12 0.0011
13 0.0018
14 0.0024
15 0.0083
16 0.0014
17 0.0028
18 0.0025
19 0.0038
20 0.0019
21 0.0018
22 0.0022
23 0.0039
| P58876
1 0.0072
2 0.0852
3 0.8583
4 0.0045
5 0.0011
6 0.0014
7 0.0014
8 0.0014
9 0.0017
10 0.0015
11 0.0022
12 0.0011
13 0.0018
14 0.0024
15 0.0083
16 0.0014
17 0.0028
18 0.0025
19 0.0038
20 0.0019
21 0.0018
22 0.0022
23 0.0039
| Q99880
1 0.0072
2 0.0852
3 0.8583
4 0.0045
5 0.0011
6 0.0014
7 0.0014
8 0.0014
9 0.0017
10 0.0015
11 0.0022
12 0.0011
13 0.0018
14 0.0024
15 0.0083
16 0.0014
17 0.0028
18 0.0025
19 0.0038
20 0.0019
21 0.0018
22 0.0022
23 0.0039
| P59998
1 0.0057
2 0.0126
3 0.0187
4 0.0102
5 0.7737
6 0.0
7 0.0
8 0.0
9 0.0336
10 0.0
11 0.0
12 0.0
13 0.0097
14 0.0
15 0.0149
16 0.0056
17 0.0076
18 0.0073
19 0.0145
20 0.0129
21 0.0209
22 0.0334
23 0.0188
| P60174
1 0.0058
2 0.0116
3 0.0177
4 0.0085
5 0.0054
6 0.0134
7 0.171
8 0.6092
9 0.0049
10 0.0063
11 0.0066
12 0.0082
13 0.0095
14 0.0095
15 0.0232
16 0.01
17 0.0119
18 0.0142
19 0.0109
20 0.0145
21 0.0131
22 0.0086
23 0.006
| P60709
1 0.0
2 0.0
3 0.0
4 0.0
5 0.0
6 0.0
7 0.0
8 0.0
9 0.0
10 0.0
11 0.0
12 0.0
13 0.0
14 0.5
15 0.5
16 0.0
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0
23 0.0
| P60842
1 0.0069
2 0.0073
3 0.0137
4 0.0084
5 0.0046
6 0.005
7 0.0092
8 0.0118
9 0.0142
10 0.0157
11 0.0094
12 0.0062
13 0.0145
14 0.02
15 0.3763
16 0.4019
17 0.0195
18 0.0078
19 0.0107
20 0.0108
21 0.0082
22 0.0107
23 0.0073
| P60866
1 0.0375
2 0.0127
3 0.6675
4 0.006
5 0.0083
6 0.0114
7 0.0091
8 0.0128
9 0.0188
10 0.014
11 0.0164
12 0.0158
13 0.0133
14 0.0151
15 0.021
16 0.0117
17 0.0185
18 0.016
19 0.015
20 0.0273
21 0.0107
22 0.0094
23 0.0118
| P60891
1 0.0069
2 0.0096
3 0.0127
4 0.01
5 0.0038
6 0.0058
7 0.0104
8 0.0075
9 0.0083
10 0.0493
11 0.5261
12 0.2046
13 0.0114
14 0.0128
15 0.0172
16 0.0259
17 0.0135
18 0.0097
19 0.0135
20 0.0078
21 0.0109
22 0.0127
23 0.0096
| P60900
1 0.0069
2 0.0231
3 0.0092
4 0.0095
5 0.0072
6 0.0067
7 0.1175
8 0.6587
9 0.006
10 0.0132
11 0.0085
12 0.0057
13 0.0089
14 0.0105
15 0.0106
16 0.007
17 0.0112
18 0.0172
19 0.014
20 0.0118
21 0.0091
22 0.0167
23 0.0108
| P60953
1 0.0
2 0.0
3 0.0143
4 0.028
5 0.1886
6 0.559
7 0.0187
8 0.0
9 0.0
10 0.0138
11 0.0
12 0.0247
13 0.0206
14 0.0129
15 0.0234
16 0.0
17 0.0
18 0.0391
19 0.0319
20 0.0249
21 0.0
22 0.0
23 0.0
| P17081
1 0.0
2 0.0
3 0.0143
4 0.028
5 0.1886
6 0.559
7 0.0187
8 0.0
9 0.0
10 0.0138
11 0.0
12 0.0247
13 0.0206
14 0.0129
15 0.0234
16 0.0
17 0.0
18 0.0391
19 0.0319
20 0.0249
21 0.0
22 0.0
23 0.0
| Q9H4E5
1 0.0
2 0.0
3 0.0143
4 0.028
5 0.1886
6 0.559
7 0.0187
8 0.0
9 0.0
10 0.0138
11 0.0
12 0.0247
13 0.0206
14 0.0129
15 0.0234
16 0.0
17 0.0
18 0.0391
19 0.0319
20 0.0249
21 0.0
22 0.0
23 0.0
| P60981
1 0.0286
2 0.0
3 0.0
4 0.6166
5 0.0
6 0.0
7 0.0214
8 0.027
9 0.0
10 0.0301
11 0.0
12 0.0
13 0.0285
14 0.0
15 0.0466
16 0.0
17 0.0262
18 0.0295
19 0.0317
20 0.052
21 0.0094
22 0.0323
23 0.0201
| P61009
1 0.0
2 0.0459
3 0.0
4 0.0
5 0.0
6 0.6033
7 0.0
8 0.0
9 0.0
10 0.0
11 0.0
12 0.0
13 0.0376
14 0.0413
15 0.0
16 0.0
17 0.055
18 0.0
19 0.0654
20 0.0635
21 0.052
22 0.0
23 0.036
| P61011
1 0.0119
2 0.0099
3 0.0071
4 0.0
5 0.0085
6 0.0
7 0.0
8 0.0115
9 0.0
10 0.0222
11 0.0191
12 0.0115
13 0.021
14 0.0267
15 0.0
16 0.0199
17 0.0
18 0.7269
19 0.0754
20 0.0
21 0.0075
22 0.0085
23 0.0124
| P61019
1 0.0289
2 0.035
3 0.0482
4 0.0182
5 0.0
6 0.1517
7 0.369
8 0.0109
9 0.0129
10 0.02
11 0.0
12 0.0356
13 0.0391
14 0.0095
15 0.0397
16 0.029
17 0.0235
18 0.0242
19 0.0112
20 0.0
21 0.0371
22 0.0417
23 0.0145
| P61020
1 0.0
2 0.0
3 0.0
4 0.0
5 0.0
6 0.0
7 0.0
8 1.0
9 0.0
10 0.0
11 0.0
12 0.0
13 0.0
14 0.0
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0
23 0.0
| P61026
1 0.0262
2 0.0
3 0.0158
4 0.0
5 0.0129
6 0.0351
7 0.8159
8 0.0105
9 0.0096
10 0.0
11 0.0108
12 0.012
13 0.0
14 0.0051
15 0.0118
16 0.0
17 0.0
18 0.0
19 0.0082
20 0.0
21 0.0142
22 0.0019
23 0.0098
| P61081
1 0.0143
2 0.0218
3 0.0615
4 0.0186
5 0.2707
6 0.1954
7 0.0106
8 0.012
9 0.0168
10 0.0136
11 0.0091
12 0.015
13 0.0166
14 0.0317
15 0.0738
16 0.0263
17 0.0788
18 0.0259
19 0.0194
20 0.0213
21 0.0166
22 0.0233
23 0.0069
| P61086
1 0.0126
2 0.0
3 0.0
4 0.0
5 0.0
6 0.0
7 0.7907
8 0.0
9 0.0
10 0.0
11 0.0192
12 0.0097
13 0.0131
14 0.0
15 0.0081
16 0.0
17 0.0081
18 0.0315
19 0.0211
20 0.0243
21 0.0334
22 0.0179
23 0.0103
| P61088
1 0.0108
2 0.0048
3 0.7523
4 0.0388
5 0.0162
6 0.0113
7 0.0204
8 0.008
9 0.0121
10 0.0061
11 0.0
12 0.0
13 0.0116
14 0.0127
15 0.0
16 0.0058
17 0.0057
18 0.007
19 0.0362
20 0.0
21 0.0078
22 0.0233
23 0.0095
| Q5JXB2
1 0.0108
2 0.0048
3 0.7523
4 0.0388
5 0.0162
6 0.0113
7 0.0204
8 0.008
9 0.0121
10 0.0061
11 0.0
12 0.0
13 0.0116
14 0.0127
15 0.0
16 0.0058
17 0.0057
18 0.007
19 0.0362
20 0.0
21 0.0078
22 0.0233
23 0.0095
| P61106
1 0.011
2 0.018
3 0.0198
4 0.0079
5 0.0083
6 0.0
7 0.7396
8 0.0
9 0.006
10 0.006
11 0.0079
12 0.0047
13 0.0136
14 0.0127
15 0.0094
16 0.0201
17 0.0146
18 0.0139
19 0.0088
20 0.026
21 0.0147
22 0.0111
23 0.0258
| P61158
1 0.0173
2 0.0226
3 0.0084
4 0.0049
5 0.0
6 0.0
7 0.0
8 0.0114
9 0.0
10 0.0096
11 0.0044
12 0.0069
13 0.0162
14 0.0095
15 0.0142
16 0.6071
17 0.2168
18 0.0
19 0.0098
20 0.0195
21 0.0094
22 0.0069
23 0.0049
| Q9P1U1
1 0.0173
2 0.0226
3 0.0084
4 0.0049
5 0.0
6 0.0
7 0.0
8 0.0114
9 0.0
10 0.0096
11 0.0044
12 0.0069
13 0.0162
14 0.0095
15 0.0142
16 0.6071
17 0.2168
18 0.0
19 0.0098
20 0.0195
21 0.0094
22 0.0069
23 0.0049
| P61160
1 0.0188
2 0.0363
3 0.0458
4 0.0
5 0.0
6 0.0
7 0.0
8 0.0
9 0.0
10 0.0
11 0.0077
12 0.0219
13 0.3606
14 0.4223
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0117
20 0.0175
21 0.0413
22 0.0
23 0.0161
| P61163
1 0.0371
2 0.0074
3 0.0113
4 0.015
5 0.01
6 0.0241
7 0.0159
8 0.0086
9 0.0055
10 0.0117
11 0.0104
12 0.0155
13 0.0235
14 0.0823
15 0.6047
16 0.0135
17 0.0102
18 0.0164
19 0.0164
20 0.0197
21 0.0114
22 0.0141
23 0.0151
| P61201
1 0.0
2 0.0186
3 0.0213
4 0.024
5 0.0
6 0.0
7 0.0
8 0.0
9 0.0072
10 0.0313
11 0.0638
12 0.0
13 0.0202
14 0.0232
15 0.0226
16 0.1696
17 0.5358
18 0.0
19 0.0108
20 0.0106
21 0.0225
22 0.0118
23 0.0067
| P62834
1 0.0053
2 0.0104
3 0.0173
4 0.0084
5 0.031
6 0.6932
7 0.0889
8 0.0161
9 0.0
10 0.0137
11 0.0
12 0.0038
13 0.0058
14 0.0051
15 0.0
16 0.007
17 0.0331
18 0.0049
19 0.0
20 0.0142
21 0.0057
22 0.0231
23 0.0129
| P61224
1 0.0053
2 0.0104
3 0.0173
4 0.0084
5 0.031
6 0.6932
7 0.0889
8 0.0161
9 0.0
10 0.0137
11 0.0
12 0.0038
13 0.0058
14 0.0051
15 0.0
16 0.007
17 0.0331
18 0.0049
19 0.0
20 0.0142
21 0.0057
22 0.0231
23 0.0129
| A6NIZ1
1 0.0053
2 0.0104
3 0.0173
4 0.0084
5 0.031
6 0.6932
7 0.0889
8 0.0161
9 0.0
10 0.0137
11 0.0
12 0.0038
13 0.0058
14 0.0051
15 0.0
16 0.007
17 0.0331
18 0.0049
19 0.0
20 0.0142
21 0.0057
22 0.0231
23 0.0129
| P61247
1 0.0059
2 0.0154
3 0.0311
4 0.0132
5 0.0226
6 0.0908
7 0.0157
8 0.0409
9 0.0625
10 0.5473
11 0.0092
12 0.0078
13 0.0137
14 0.0103
15 0.0158
16 0.0077
17 0.014
18 0.0119
19 0.0135
20 0.0109
21 0.0103
22 0.0184
23 0.0112
| P61254
1 0.009
2 0.0654
3 0.0842
4 0.2093
5 0.4774
6 0.0072
7 0.0046
8 0.0042
9 0.0072
10 0.0079
11 0.0087
12 0.0064
13 0.0089
14 0.0048
15 0.0052
16 0.011
17 0.0103
18 0.017
19 0.008
20 0.0153
21 0.0061
22 0.0149
23 0.0069
| P61289
1 0.011
2 0.0101
3 0.0135
4 0.0074
5 0.0116
6 0.0
7 0.0163
8 0.015
9 0.0322
10 0.6831
11 0.024
12 0.0168
13 0.0083
14 0.0118
15 0.0105
16 0.018
17 0.0136
18 0.0197
19 0.0106
20 0.0117
21 0.0114
22 0.02
23 0.0232
| P61313
1 0.0155
2 0.0345
3 0.0512
4 0.0139
5 0.0935
6 0.05
7 0.5207
8 0.0121
9 0.0181
10 0.0098
11 0.0146
12 0.0123
13 0.0075
14 0.0102
15 0.0142
16 0.0096
17 0.0147
18 0.0166
19 0.0266
20 0.016
21 0.0117
22 0.0208
23 0.0059
| P61353
1 0.0133
2 0.034
3 0.0813
4 0.6123
5 0.0088
6 0.0083
7 0.0122
8 0.0063
9 0.0121
10 0.0106
11 0.0067
12 0.0194
13 0.0114
14 0.0189
15 0.0117
16 0.0191
17 0.0166
18 0.0158
19 0.0274
20 0.0251
21 0.0102
22 0.0107
23 0.0077
| P61421
1 0.0
2 0.0
3 0.0
4 0.0
5 0.0
6 0.0
7 0.0
8 0.0
9 0.0
10 0.0
11 0.0
12 1.0
13 0.0
14 0.0
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0
23 0.0
| P61586
1 0.0206
2 0.0499
3 0.0
4 0.0194
5 0.0565
6 0.3818
7 0.223
8 0.0157
9 0.0119
10 0.0
11 0.0246
12 0.0156
13 0.0185
14 0.0092
15 0.0696
16 0.0
17 0.0127
18 0.0244
19 0.0
20 0.0084
21 0.015
22 0.0072
23 0.0159
| P61619
1 0.0
2 0.0
3 0.0
4 0.0
5 0.0
6 0.0
7 0.0
8 0.0
9 0.0
10 0.0
11 0.0
12 0.0
13 0.0
14 0.0
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0
23 1.0
| P61758
1 0.0
2 0.0
3 0.0
4 0.0
5 0.0
6 0.0
7 1.0
8 0.0
9 0.0
10 0.0
11 0.0
12 0.0
13 0.0
14 0.0
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0
23 0.0
| P61916
1 0.0
2 0.0
3 0.0
4 0.0
5 1.0
6 0.0
7 0.0
8 0.0
9 0.0
10 0.0
11 0.0
12 0.0
13 0.0
14 0.0
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0
23 0.0
| P61923
1 0.0658
2 0.0
3 0.0856
4 0.1081
5 0.3236
6 0.1357
7 0.0676
8 0.0
9 0.0
10 0.0
11 0.0
12 0.0
13 0.02
14 0.0882
15 0.0844
16 0.0042
17 0.0126
18 0.0
19 0.0
20 0.0043
21 0.0
22 0.0
23 0.0
| P61964
1 0.0
2 0.0
3 0.1081
4 0.0
5 0.0
6 0.0
7 0.0
8 0.0
9 0.0
10 0.0
11 0.05
12 0.6294
13 0.0236
14 0.0
15 0.0
16 0.0
17 0.0222
18 0.0
19 0.0548
20 0.0
21 0.0519
22 0.0357
23 0.0244
| P61978
1 0.0018
2 0.0027
3 0.0049
4 0.0036
5 0.0051
6 0.0037
7 0.006
8 0.0095
9 0.0188
10 0.0224
11 0.039
12 0.018
13 0.0388
14 0.0495
15 0.0231
16 0.0157
17 0.0444
18 0.0252
19 0.1441
20 0.1182
21 0.1743
22 0.2201
23 0.0111
| P61981
1 0.0059
2 0.0104
3 0.0085
4 0.0099
5 0.0136
6 0.0059
7 0.0136
8 0.3718
9 0.4057
10 0.0044
11 0.0168
12 0.006
13 0.008
14 0.0098
15 0.0
16 0.0061
17 0.0236
18 0.0114
19 0.006
20 0.0259
21 0.0074
22 0.0213
23 0.0081
| P62081
1 0.0121
2 0.1028
3 0.022
4 0.018
5 0.0326
6 0.6829
7 0.0229
8 0.0057
9 0.0038
10 0.0071
11 0.0047
12 0.0039
13 0.0078
14 0.0046
15 0.0077
16 0.0083
17 0.0063
18 0.0064
19 0.009
20 0.0095
21 0.0065
22 0.0074
23 0.0081
| P62136
1 0.0061
2 0.0116
3 0.0086
4 0.0077
5 0.0072
6 0.0078
7 0.0174
8 0.0127
9 0.0118
10 0.0245
11 0.0871
12 0.6566
13 0.0237
14 0.019
15 0.0085
16 0.0077
17 0.0115
18 0.0143
19 0.0113
20 0.0127
21 0.0097
22 0.0136
23 0.0088
| P62140
1 0.0
2 0.0524
3 0.0742
4 0.0
5 0.0
6 0.0
7 0.0
8 0.0
9 0.0
10 0.0
11 0.0
12 0.4883
13 0.0
14 0.0
15 0.0854
16 0.0
17 0.0
18 0.0531
19 0.0
20 0.1371
21 0.1094
22 0.0
23 0.0
| P62191
1 0.0
2 0.0
3 0.0
4 0.0
5 0.0
6 0.0
7 0.0
8 0.0
9 0.0
10 0.0106
11 0.0068
12 0.0
13 0.0
14 0.0
15 0.0248
16 0.0217
17 0.0219
18 0.1071
19 0.6307
20 0.1563
21 0.0078
22 0.0
23 0.0123
| P62195
1 0.0085
2 0.0147
3 0.0146
4 0.0115
5 0.0052
6 0.0106
7 0.0222
8 0.0
9 0.0152
10 0.0105
11 0.0117
12 0.0172
13 0.0113
14 0.0434
15 0.6155
16 0.0218
17 0.0819
18 0.0128
19 0.0246
20 0.0148
21 0.0087
22 0.0066
23 0.0167
| P62241
1 0.0271
2 0.0664
3 0.1268
4 0.0654
5 0.0397
6 0.0206
7 0.0343
8 0.2694
9 0.0078
10 0.019
11 0.0202
12 0.0183
13 0.0351
14 0.0255
15 0.0425
16 0.0212
17 0.0197
18 0.0202
19 0.0427
20 0.0264
21 0.0187
22 0.0199
23 0.013
| P62244
1 0.0146
2 0.0526
3 0.7662
4 0.0087
5 0.0079
6 0.0143
7 0.0064
8 0.0065
9 0.0052
10 0.0041
11 0.008
12 0.0108
13 0.0077
14 0.0057
15 0.0263
16 0.0125
17 0.0059
18 0.0047
19 0.009
20 0.0052
21 0.0032
22 0.0094
23 0.005
| P62249
1 0.0282
2 0.0744
3 0.4356
4 0.0206
5 0.0108
6 0.0042
7 0.0155
8 0.02
9 0.0298
10 0.0276
11 0.0282
12 0.0308
13 0.027
14 0.0197
15 0.0
16 0.0498
17 0.0471
18 0.0211
19 0.0329
20 0.0269
21 0.0248
22 0.0069
23 0.018
| P62258
1 0.018
2 0.0095
3 0.0168
4 0.011
5 0.0116
6 0.0202
7 0.0185
8 0.0288
9 0.6167
10 0.1358
11 0.0093
12 0.0059
13 0.0081
14 0.0085
15 0.0146
16 0.0059
17 0.0084
18 0.0076
19 0.0091
20 0.0086
21 0.0083
22 0.011
23 0.0077
| P62263
1 0.0111
2 0.1108
3 0.7069
4 0.0632
5 0.0
6 0.003
7 0.0026
8 0.0038
9 0.002
10 0.0112
11 0.0045
12 0.0031
13 0.0042
14 0.012
15 0.0077
16 0.0052
17 0.005
18 0.008
19 0.0082
20 0.0065
21 0.0039
22 0.0049
23 0.0122
| P62266
1 0.0314
2 0.408
3 0.188
4 0.219
5 0.0062
6 0.0091
7 0.0057
8 0.0097
9 0.007
10 0.006
11 0.0067
12 0.008
13 0.0098
14 0.0044
15 0.0335
16 0.0028
17 0.0087
18 0.0071
19 0.0054
20 0.0042
21 0.0062
22 0.0046
23 0.0087
| P62269
1 0.0681
2 0.1813
3 0.1479
4 0.4468
5 0.012
6 0.01
7 0.0062
8 0.0053
9 0.0057
10 0.0061
11 0.006
12 0.0108
13 0.0087
14 0.0105
15 0.0062
16 0.0068
17 0.0168
18 0.0092
19 0.0083
20 0.0087
21 0.0053
22 0.0066
23 0.0064
| P62277
1 0.0094
2 0.0495
3 0.4169
4 0.4666
5 0.0044
6 0.0027
7 0.0021
8 0.0019
9 0.0029
10 0.0028
11 0.0034
12 0.0038
13 0.0029
14 0.0025
15 0.005
16 0.0025
17 0.0038
18 0.0023
19 0.0023
20 0.0027
21 0.0035
22 0.0032
23 0.0028
| P62280
1 0.0223
2 0.1042
3 0.4531
4 0.1301
5 0.1676
6 0.0057
7 0.0053
8 0.0042
9 0.011
10 0.0038
11 0.005
12 0.0052
13 0.0094
14 0.0038
15 0.012
16 0.0118
17 0.0087
18 0.0057
19 0.0061
20 0.0059
21 0.0037
22 0.007
23 0.0084
| P62318
1 0.0407
2 0.0829
3 0.7659
4 0.0067
5 0.0042
6 0.0083
7 0.011
8 0.0058
9 0.0042
10 0.0
11 0.0085
12 0.0
13 0.0
14 0.0058
15 0.0051
16 0.0045
17 0.0098
18 0.0099
19 0.0036
20 0.0046
21 0.006
22 0.0058
23 0.0069
| P62333
1 0.0075
2 0.007
3 0.0136
4 0.0067
5 0.0069
6 0.0062
7 0.0114
8 0.0091
9 0.0121
10 0.0109
11 0.0158
12 0.0093
13 0.0245
14 0.779
15 0.0081
16 0.0142
17 0.013
18 0.0143
19 0.0059
20 0.0092
21 0.0055
22 0.0055
23 0.0044
| P62495
1 0.0
2 0.0168
3 0.0091
4 0.0
5 0.004
6 0.0049
7 0.0
8 0.0077
9 0.0075
10 0.0148
11 0.0198
12 0.0151
13 0.0136
14 0.0133
15 0.0294
16 0.0118
17 0.1874
18 0.5718
19 0.0158
20 0.0128
21 0.0211
22 0.013
23 0.0104
| P62701
1 0.0069
2 0.0183
3 0.0239
4 0.0091
5 0.0089
6 0.0102
7 0.0207
8 0.2603
9 0.4457
10 0.0083
11 0.0096
12 0.0095
13 0.0092
14 0.0125
15 0.0244
16 0.0145
17 0.0183
18 0.014
19 0.0192
20 0.0203
21 0.0127
22 0.0158
23 0.0076
| Q8TD47
1 0.0069
2 0.0183
3 0.0239
4 0.0091
5 0.0089
6 0.0102
7 0.0207
8 0.2603
9 0.4457
10 0.0083
11 0.0096
12 0.0095
13 0.0092
14 0.0125
15 0.0244
16 0.0145
17 0.0183
18 0.014
19 0.0192
20 0.0203
21 0.0127
22 0.0158
23 0.0076
| P22090
1 0.0069
2 0.0183
3 0.0239
4 0.0091
5 0.0089
6 0.0102
7 0.0207
8 0.2603
9 0.4457
10 0.0083
11 0.0096
12 0.0095
13 0.0092
14 0.0125
15 0.0244
16 0.0145
17 0.0183
18 0.014
19 0.0192
20 0.0203
21 0.0127
22 0.0158
23 0.0076
| P62750
1 0.0285
2 0.2516
3 0.2876
4 0.132
5 0.1537
6 0.0081
7 0.0051
8 0.0069
9 0.0066
10 0.007
11 0.0075
12 0.0095
13 0.0093
14 0.012
15 0.0048
16 0.0059
17 0.0069
18 0.0125
19 0.0072
20 0.0111
21 0.0081
22 0.0107
23 0.0073
| P62753
1 0.0211
2 0.0389
3 0.1048
4 0.0455
5 0.0701
6 0.0446
7 0.0285
8 0.0423
9 0.1069
10 0.2074
11 0.011
12 0.0129
13 0.0155
14 0.0233
15 0.0173
16 0.0136
17 0.0222
18 0.0211
19 0.0211
20 0.0214
21 0.0279
22 0.0664
23 0.0163
| P62805
1 0.0378
2 0.8968
3 0.009
4 0.0013
5 0.0024
6 0.0012
7 0.0031
8 0.0018
9 0.0021
10 0.0027
11 0.0045
12 0.0027
13 0.0025
14 0.0032
15 0.0054
16 0.0016
17 0.0032
18 0.0038
19 0.0027
20 0.0036
21 0.0032
22 0.003
23 0.0023
| P62820
1 0.0051
2 0.0107
3 0.012
4 0.0044
5 0.0
6 0.2516
7 0.5621
8 0.0042
9 0.0034
10 0.0
11 0.0031
12 0.0088
13 0.0066
14 0.0076
15 0.0097
16 0.0087
17 0.0052
18 0.0051
19 0.0101
20 0.0475
21 0.0059
22 0.0062
23 0.0218
| P62826
1 0.0086
2 0.0163
3 0.0184
4 0.0147
5 0.0112
6 0.0097
7 0.1053
8 0.6507
9 0.0088
10 0.0079
11 0.0076
12 0.0087
13 0.0107
14 0.0113
15 0.017
16 0.0078
17 0.0062
18 0.0155
19 0.0115
20 0.0119
21 0.0116
22 0.017
23 0.0116
| P62829
1 0.034
2 0.0612
3 0.6792
4 0.0205
5 0.0
6 0.0
7 0.0
8 0.0287
9 0.0146
10 0.0122
11 0.0124
12 0.0119
13 0.0
14 0.0
15 0.0105
16 0.0105
17 0.0299
18 0.0
19 0.006
20 0.0257
21 0.0
22 0.0375
23 0.0053
| P62847
1 0.0547
2 0.0
3 0.3517
4 0.3982
5 0.0
6 0.0
7 0.0
8 0.0
9 0.0
10 0.0
11 0.0125
12 0.0
13 0.0113
14 0.0184
15 0.0
16 0.0198
17 0.0227
18 0.0294
19 0.0207
20 0.0127
21 0.0
22 0.0313
23 0.0165
| P62851
1 0.0468
2 0.1958
3 0.3292
4 0.3286
5 0.0039
6 0.0036
7 0.0047
8 0.0056
9 0.0035
10 0.0047
11 0.0083
12 0.0049
13 0.0075
14 0.0062
15 0.0
16 0.0052
17 0.003
18 0.0189
19 0.0058
20 0.0027
21 0.0024
22 0.0057
23 0.003
| P62854
1 0.027
2 0.1487
3 0.6499
4 0.0077
5 0.0
6 0.0
7 0.0
8 0.0
9 0.0057
10 0.0
11 0.011
12 0.0043
13 0.0257
14 0.0141
15 0.0087
16 0.0054
17 0.0068
18 0.0165
19 0.0095
20 0.0072
21 0.0123
22 0.0198
23 0.0198
| Q5JNZ5
1 0.027
2 0.1487
3 0.6499
4 0.0077
5 0.0
6 0.0
7 0.0
8 0.0
9 0.0057
10 0.0
11 0.011
12 0.0043
13 0.0257
14 0.0141
15 0.0087
16 0.0054
17 0.0068
18 0.0165
19 0.0095
20 0.0072
21 0.0123
22 0.0198
23 0.0198
| P62873
1 0.0142
2 0.0111
3 0.0127
4 0.0103
5 0.0
6 0.0073
7 0.0
8 0.0245
9 0.0142
10 0.0549
11 0.6626
12 0.0224
13 0.0137
14 0.0157
15 0.0
16 0.0095
17 0.0159
18 0.0159
19 0.0115
20 0.009
21 0.0237
22 0.0287
23 0.0222
| P62879
1 0.0
2 0.0244
3 0.0447
4 0.0
5 0.0
6 0.0
7 0.0
8 0.0
9 0.0
10 0.2281
11 0.5564
12 0.024
13 0.0
14 0.0
15 0.0358
16 0.0
17 0.0
18 0.0
19 0.0406
20 0.0
21 0.0461
22 0.0
23 0.0
| P62888
1 0.0027
2 0.1196
3 0.7628
4 0.0031
5 0.0033
6 0.0028
7 0.0038
8 0.0037
9 0.0033
10 0.0044
11 0.0135
12 0.0046
13 0.0027
14 0.0034
15 0.0302
16 0.0025
17 0.0055
18 0.0039
19 0.0051
20 0.0066
21 0.0029
22 0.0056
23 0.004
| P62906
1 0.0036
2 0.0094
3 0.0454
4 0.0158
5 0.0067
6 0.0076
7 0.0918
8 0.7316
9 0.0045
10 0.0031
11 0.0047
12 0.004
13 0.0047
14 0.0052
15 0.0101
16 0.0064
17 0.0054
18 0.007
19 0.0066
20 0.0121
21 0.0046
22 0.0061
23 0.0035
| P62910
1 0.1014
2 0.0499
3 0.0983
4 0.4483
5 0.0401
6 0.0121
7 0.0
8 0.0109
9 0.0084
10 0.0076
11 0.0063
12 0.0065
13 0.0152
14 0.0078
15 0.0154
16 0.0128
17 0.0108
18 0.0168
19 0.0333
20 0.0714
21 0.0121
22 0.0062
23 0.0087
| P62913
1 0.009
2 0.0581
3 0.1009
4 0.0161
5 0.6174
6 0.0628
7 0.0028
8 0.0049
9 0.0072
10 0.0038
11 0.0051
12 0.0028
13 0.0057
14 0.0059
15 0.0083
16 0.0138
17 0.0069
18 0.0065
19 0.0117
20 0.01
21 0.0133
22 0.0113
23 0.0158
| P62917
1 0.0058
2 0.0326
3 0.0586
4 0.0167
5 0.0367
6 0.092
7 0.0886
8 0.1076
9 0.3868
10 0.0226
11 0.0099
12 0.009
13 0.0077
14 0.0103
15 0.0178
16 0.0112
17 0.0146
18 0.0131
19 0.0108
20 0.0118
21 0.0164
22 0.0118
23 0.0077
| P62937
1 0.0082
2 0.0209
3 0.2304
4 0.6358
5 0.0044
6 0.004
7 0.0036
8 0.0042
9 0.0045
10 0.0035
11 0.0048
12 0.0048
13 0.0053
14 0.0074
15 0.0077
16 0.0034
17 0.0057
18 0.0093
19 0.0056
20 0.0089
21 0.0059
22 0.0082
23 0.0035
| Q9Y536
1 0.0082
2 0.0209
3 0.2304
4 0.6358
5 0.0044
6 0.004
7 0.0036
8 0.0042
9 0.0045
10 0.0035
11 0.0048
12 0.0048
13 0.0053
14 0.0074
15 0.0077
16 0.0034
17 0.0057
18 0.0093
19 0.0056
20 0.0089
21 0.0059
22 0.0082
23 0.0035
| P0DN26
1 0.0082
2 0.0209
3 0.2304
4 0.6358
5 0.0044
6 0.004
7 0.0036
8 0.0042
9 0.0045
10 0.0035
11 0.0048
12 0.0048
13 0.0053
14 0.0074
15 0.0077
16 0.0034
17 0.0057
18 0.0093
19 0.0056
20 0.0089
21 0.0059
22 0.0082
23 0.0035
| F5H284
1 0.0082
2 0.0209
3 0.2304
4 0.6358
